lei,scope,refPeriod,bank_name,country,institution_type,trea_eur,lr_exposure_eur,rwa_density,ov1_total_eur,ov1_abweichung,ov1_teile_summe,ov1_teile_stimmt,anteil_kredit,anteil_ccr,anteil_markt,anteil_operationell,kredit_sa_anteil,kredit_irb_anteil,ansatz,skalenverdacht,plausibel
315700E9POA724IWFP59,CON,2025-12-31,J&amp;T FINANCE GROUP SE,Czech,Large highest EEA,10500678165.31,19279285360.58,0.5447,10500678165.31,0.0,10500678165.31,true,0.8303,0.0088,0.0519,0.1071,1.0,,SA,false,true
315700E9POA724IWFP59,CON,2026-03-31,J&amp;T FINANCE GROUP SE,Czech,Large highest EEA,9595265175.56,13521398596.38,0.7096,9595265175.56,0.0,9595265175.56,true,0.7426,0.0093,0.1302,0.1159,1.0,,SA,false,true
315700K45LRKNGMUIW27,IND,2025-06-30,"Prima banka Slovensko, a.s.",Slovakia,Large highest EEA,2381.0,6864.0,0.3469,2381.0,0.0,2380.0,true,0.9164,0.0,0.0,0.0832,0.9922,,SA,false,true
315700K45LRKNGMUIW27,IND,2025-09-30,"Prima banka Slovensko, a.s.",Slovakia,Large highest EEA,2421.0,6972.0,0.3472,2421.0,0.0,2420.0,true,0.9178,,,0.0818,0.9928,,SA,false,true
315700K45LRKNGMUIW27,IND,2025-12-31,"Prima banka Slovensko, a.s.",Slovakia,Large highest EEA,2531.0,7087.0,0.3571,2531.0,0.0,2531.0,true,0.8985,0.0,,0.1015,1.0,,SA,false,true
315700K45LRKNGMUIW27,IND,2026-03-31,"Prima banka Slovensko, a.s.",Slovakia,Large highest EEA,2562.0,7372.0,0.3475,,,,,,,,,1.0,,SA,false,true
39120001JPAYYPDRNN92,IND,2025-12-31,Deutsche Bausparkasse Badenia Aktiengesellschaft,Germany,Other highest EEA,1265173198.38,5299663999.58,0.2387,1265173198.38,0.0,1265173198.38,true,0.7677,,,0.2323,0.3317,0.667,gemischt,unbekannt,true
391200EEGLNXBBCVKC73,CON,2025-06-30,Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG,Germany,Large highest EEA,16017291906.3,46505069389.02,0.3444,,,,,,,,,,,unbekannt,false,true
391200EEGLNXBBCVKC73,CON,2025-12-31,Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG,Germany,Large highest EEA,15508102262.51,45754321617.51,0.3389,15508102262.51,0.0,15508102262.51,true,0.834,0.0012,,0.1645,0.1589,0.8231,gemischt,false,true
3DM5DPGI3W6OU6GJ4N92,CON,2025-12-31,BANCO BPI S.A.,Portugal,Large subsidiaries,20594299636.57,44718457446.7,0.4605,20594299636.57,0.0,20594299636.57,true,0.8817,0.004,0.012,0.0991,0.787,0.213,gemischt,unbekannt,true
3H0Q3U74FVFED2SHZT16,CON,2025-06-30,MBH bankcsoport,Hungary,Large highest EEA,13014637460.0,33130341926.19,0.3928,13014637460.0,0.0,13014637459.99,true,0.8133,0.0166,0.0038,0.1619,1.0,,SA,false,true
3H0Q3U74FVFED2SHZT16,CON,2025-09-30,MBH bankcsoport,Hungary,Large highest EEA,13117836280.35,33310773649.48,0.3938,13117836280.35,0.0,13117836280.35,true,0.8111,0.016,0.0033,0.1645,1.0,,SA,false,true
3H0Q3U74FVFED2SHZT16,CON,2025-12-31,MBH bankcsoport,Hungary,Large highest EEA,14020526081.63,37935860398.99,0.3696,14020526081.63,0.0,14020526081.63,true,0.8075,0.0139,0.003,0.1713,1.0,,SA,false,true
3H0Q3U74FVFED2SHZT16,CON,2026-03-31,MBH bankcsoport,Hungary,Large highest EEA,14777621471.51,39091028357.88,0.378,14777621471.51,0.0,14777621471.51,true,0.815,0.014,0.004,0.1625,1.0,,SA,false,true
3M5E1GQGKL17HI6CPN30,CON,2026-03-31,Jyske Bank A/S,Denmark,Large highest EEA,33932753783.74,107457565990.15,0.3158,33932753783.74,0.0,33932753783.74,true,0.8132,0.0211,0.0444,0.1053,0.1317,0.7341,gemischt,unbekannt,true
485100FX5Y9YLAQLNP12,CON,2025-12-31,Revolut Holdings Europe UAB,Lithuania,Large highest EEA,6069509814.0,34567327662.0,0.1756,6069509814.0,0.0,6069509814.0,true,0.3906,0.0114,0.0166,0.5127,1.0,,SA,unbekannt,true
5299000F1CGJQ8NAXQ58,IND,2025-12-31,MERKANTI BANK LTD,Malta,Other highest EEA,18129251.08,31152720.88,0.5819,18129251.13,0.0,18068044.38,false,0.5009,0.0,0.0,0.4957,1.0,,SA,unbekannt,true
5299000R7WZOVIFHLN21,CON,2025-12-31,BFS SozialFinanz AG,Germany,Other highest EEA,5267617158.01,10601806665.65,0.4969,5267617158.01,0.0,5267617158.01,true,0.9325,0.0001,0.0,0.0674,1.0,,SA,unbekannt,true
5299001ADI8FLGT0GU28,IND,2025-12-31,Sparkasse KölnBonn,Germany,Other highest EEA,11044071329.73,30020608785.24,0.3679,11044071329.73,0.0,11044071329.73,true,0.8661,0.0049,0.0065,0.122,0.2516,0.7484,gemischt,unbekannt,true
5299001PEMDU9N24CH60,CON,2025-12-31,DELAVSKA HRANILNICA d.d. LJUBLJANA,Slovenia,Other highest EEA,725366000.0,2683259000.0,0.2703,725366000.0,0.0,725366000.0,true,0.832,,,0.168,1.0,,SA,unbekannt,true
52990026HQOTT4AJP655,IND,2025-12-31,GLS Gemeinschaftsbank e.G.,Germany,Other highest EEA,6370456699.62,9878093102.98,0.6449,6370456699.62,0.0,6370456699.62,true,0.9469,0.0,0.0,0.0531,1.0,,SA,unbekannt,true
5299002GPCR602QYJC04,CON,2025-06-30,KfW Beteiligungsholding GmbH,Germany,Large highest EEA,21888350834.15,46350105189.74,0.4722,,,,,,,,,,,unbekannt,false,true
5299002GPCR602QYJC04,CON,2025-12-31,KfW Beteiligungsholding GmbH,Germany,Large highest EEA,23586244481.27,48204659396.49,0.4893,23586244481.27,0.0,23586244481.27,true,0.932,0.0148,0.0,0.0532,0.0594,0.9119,IRB,false,true
52990033C5FUEN4LMC06,IND,2025-12-31,BANCA POPOLARE DELL'ALTO ADIGE SOCIETA' PER AZIONI (IN TEDESCO SUDTIROLER VOLKSBANK A.G.),Italy,Other highest EEA,5551076095.0,13010153039.0,0.4267,5551076094.0,0.0,5551076094.0,true,0.8787,0.0002,0.0088,0.1121,1.0,,SA,unbekannt,true
5299003ATVTQVPTW4735,CON,2025-06-30,BTV Vier Länder Bank AG,Austria,Other highest EEA,10049905530.58,15281201449.67,0.6577,,,,,,,,,,,unbekannt,unbekannt,true
52990045V2BWJN669Q34,CON,2025-12-31,Wüstenrot Wohnungswirtschaft registrierte Genossenschaft mit beschränkter Haftung,Austria,Other highest EEA,2958293686.31,7608089128.74,0.3888,2958293686.29,0.0,2958293686.29,true,0.904,0.0013,0.0,0.0939,1.0,,SA,unbekannt,true
5299004R4U60UMXLSE36,IND,2025-12-31,Sparkasse Karlsruhe,Germany,Other highest EEA,8563232390.38,12166680021.84,0.7038,8563232390.38,0.0,8563232390.38,true,0.9527,0.0,,0.0473,1.0,,SA,unbekannt,true
5299005743YY767PR386,IND,2025-12-31,Dragsholm Sparekasse,Denmark,Other highest EEA,125159940.87,428237459.03,0.2923,125159940.87,0.0,125159940.87,true,0.7607,,0.0856,0.1537,1.0,,SA,unbekannt,true
5299005OACOC1C1OFJ11,IND,2025-06-30,Raiffeisen-Landesbank Tirol AG,Austria,Other highest EEA,3729447572.82,8064927082.44,0.4624,,,,,,,,,,,unbekannt,false,true
5299005OACOC1C1OFJ11,IND,2025-12-31,Raiffeisen-Landesbank Tirol AG,Austria,Other highest EEA,3492084703.99,8027238545.71,0.435,3492084703.99,0.0,3492084703.99,true,0.921,0.0015,0.0,0.0709,1.0,,SA,false,true
5299005UJX6K7BQKV086,CON,2025-12-31,OTP banka d.d.,Croatia,Large subsidiaries,6164466091.72,10799128506.43,0.5708,6164466091.72,0.0,6164466091.72,true,0.8951,0.0093,0.0058,0.0898,1.0,,SA,false,true
5299005UJX6K7BQKV086,CON,2026-03-31,OTP banka d.d.,Croatia,Large subsidiaries,6345168713.37,10799128506.43,0.5876,6345168713.37,0.0,6345168713.37,true,0.8977,0.0111,0.0039,0.0873,0.9876,,SA,false,true
52990061592SQLEJN964,IND,2025-12-31,Volksbank Mittelhessen eG,Germany,Other highest EEA,9373205824.47,14161642813.76,0.6619,9373205824.47,0.0,9373205824.47,true,0.9276,0.0002,0.0042,0.0664,1.0,,SA,unbekannt,true
5299007S3UH5RKUYDA52,IND,2025-06-30,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,14531593379.0,53471256728.41,0.2718,14531593379.0,0.0,14531593379.0,true,0.8702,0.0003,0.0,0.1284,0.2,0.7832,gemischt,false,true
5299007S3UH5RKUYDA52,IND,2025-09-30,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,14712441373.45,54006819458.32,0.2724,14712441373.45,0.0,14340433619.08,false,0.8465,0.0003,0.0,0.1268,0.2074,0.7926,gemischt,false,true
5299007S3UH5RKUYDA52,IND,2025-12-31,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,14626528816.91,54907178791.6,0.2664,14626528816.91,0.0,14385773037.3,false,0.8448,0.0002,0.0,0.1376,0.2066,0.7934,gemischt,false,true
5299007S3UH5RKUYDA52,IND,2026-03-31,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,16342292024.4,55449819120.11,0.2947,16342292024.4,0.0,14491395340.64,false,0.7626,0.0002,,0.1232,0.2069,0.7931,gemischt,false,true
52990089LBIKLBM8YB23,IND,2025-12-31,VR Bank Nord eG,Germany,Other highest EEA,4290832167.44,5986352778.44,0.7168,4290832167.44,0.0,4290832167.44,true,0.9508,0.0,0.0037,0.0455,1.0,,SA,unbekannt,true
5299008FEH4GQXGZNP50,CON,2025-12-31,"BANCO CTT, S.A.",Portugal,Other highest EEA,1189543.0,4785162.0,0.2486,1189568.0,2.1e-05,1189567.0,true,0.8449,0.0047,,0.1458,1.0,,SA,unbekannt,true
5299008I0TO44SUINZ71,IND,2025-12-31,Oldenburgische Landesbank Aktiengesellschaft,Germany,Large highest EEA,12870000000.0,35993000000.0,0.3576,12870000000.0,0.0,12864000000.0,true,0.8458,0.0069,0.0,0.1052,0.5237,0.4265,gemischt,unbekannt,true
52990093INYLJNWHQ228,IND,2025-12-31,Volksbank eG - Die Gestalterbank,Germany,Other highest EEA,8382853587.13,14295826577.14,0.5864,8382853587.13,0.0,8382853587.13,true,0.9292,0.0007,0.0085,0.0588,1.0,,SA,unbekannt,true
52990096Q5LMCH1WU462,CON,2025-12-31,"Československá obchodná banka, a.s.",Slovakia,Large subsidiaries,7877.0,18133.0,0.4344,6993.0,0.112225,7763.0,false,1.0263,0.004,,0.0798,1.0,,SA,unbekannt,true
5299009EHB4RBGMI5828,IND,2025-06-30,Raiffeisen Landesbank Kärnten und Revisionsverband eGen,Austria,Other highest EEA,1954.54,3644.39,0.5363,,,,,,,,,,,unbekannt,false,true
5299009EHB4RBGMI5828,IND,2025-12-31,Raiffeisen Landesbank Kärnten und Revisionsverband eGen,Austria,Other highest EEA,2053.34,3779.76,0.5432,2053.34,0.0,2053.34,true,0.9078,0.0,0.0,0.0904,1.0,,SA,false,true
529900AVGYYBVL1VNQ03,IND,2025-12-31,Kreditbanken A/S,Denmark,Other highest EEA,446.11,995.99,0.4479,446.11,0.0,446.11,true,0.7922,0.0004,0.0774,0.1298,1.0,,SA,unbekannt,true
529900B4OR3PD4V3AQ57,CON,2025-12-31,Finanzholding der Sparkasse in Bremen,Germany,Other highest EEA,6459643753.09,15764634237.82,0.4098,6459643753.09,0.0,6459643753.09,true,0.875,0.0021,,0.1228,0.4191,0.5809,gemischt,unbekannt,true
529900B91AUH0YTEXN10,IND,2025-12-31,National-Bank Aktiengesellschaft,Germany,Other highest EEA,3654924176.82,7092586091.92,0.5153,3654924176.82,0.0,3654924176.82,true,0.9013,0.0039,0.0,0.0859,1.0,,SA,unbekannt,true
529900BHRYZ464GFD289,CON,2025-06-30,GRENKE AG,Germany,Other highest EEA,6932122622.12,8691900033.48,0.7975,,,,,,,,,,,unbekannt,false,true
529900BHRYZ464GFD289,CON,2025-12-31,GRENKE AG,Germany,Other highest EEA,7182742350.27,8752003205.52,0.8207,7182742350.27,0.0,7182742350.27,true,0.9144,0.0026,,0.0804,1.0,,SA,false,true
529900BI5KIGX6YLX375,CON,2025-12-31,Oberösterreichische Landesbank Aktiengesellschaft,Austria,Other highest EEA,4049572.54,8928516.46,0.4536,4049572.54,0.0,4049572.54,true,0.9425,0.0022,0.0,0.0468,1.0,,SA,unbekannt,true
529900BIK4WRWS06MR52,IND,2025-12-31,Varengold Bank AG,Germany,Other highest EEA,402271102.51,1086283029.81,0.3703,402271102.51,0.0,402271102.51,true,0.7603,0.0021,0.0154,0.153,1.0,,SA,unbekannt,true
529900C3SHT3Q94H3W82,CON,2025-12-31,Bank11 Holding GmbH,Germany,Other highest EEA,3028832863.24,5788445549.57,0.5233,3364056840.24,0.110678,3364056840.24,true,0.7076,0.0011,0.0,0.1021,1.0,,SA,unbekannt,true
529900C9OP6Y0DPYSK11,IND,2025-12-31,VR Bank RheinAhrEifel eG,Germany,Other highest EEA,5111698172.18,6985235376.11,0.7318,5111698172.18,0.0,5111698172.18,true,0.948,0.0,0.0,0.0519,1.0,,SA,unbekannt,true
529900CJAJ0HDPPKUI53,IND,2025-12-31,Nassauische Sparkasse,Germany,Other highest EEA,8299035490.51,15448013374.86,0.5372,8299035490.51,0.0,8299035490.51,true,0.9211,0.0002,0.013,0.0655,1.0,,SA,unbekannt,true
529900D5G4V6THXC5P79,IND,2025-06-30,Hrvatska poštanska banka d.d.,Croatia,Large highest EEA,2632212186.08,7844285970.07,0.3356,2632212186.08,0.0,2632212186.08,true,0.8525,0.0004,0.0133,0.1329,1.0,,SA,false,true
529900D5G4V6THXC5P79,IND,2025-09-30,Hrvatska poštanska banka d.d.,Croatia,Large highest EEA,2700403351.62,8245257444.75,0.3275,2700403351.62,0.0,2700403351.62,true,0.8549,0.0007,0.0134,0.1296,1.0,,SA,false,true
529900D5G4V6THXC5P79,IND,2025-12-31,Hrvatska poštanska banka d.d.,Croatia,Large highest EEA,2813546304.61,9096122827.89,0.3093,2813546304.61,0.0,2813546304.62,true,0.8504,0.0011,0.0128,0.1338,1.0,,SA,false,true
529900DEAYRUPP22B339,CON,2025-12-31,Mercedes-Benz Bank AG,Germany,Other highest EEA,13172000000.0,15571000000.0,0.8459,13173000000.0,7.6e-05,13173000000.0,true,0.9266,0.0007,,0.072,1.0,,SA,unbekannt,true
529900DPOQPLDSF3R482,CON,2025-12-31,Kaiser Partner Privatbank AG,Liechtenstein,Other highest EEA,298562384.77,981407146.54,0.3042,298562384.77,0.0,300404906.5,false,0.705,0.0336,0.0096,0.2518,1.0,,SA,unbekannt,true
529900DSIVJWCUQUMP41,IND,2025-12-31,AKA Ausfuhrkredit-Gesellschaft mit beschränkter Haftung,Germany,Other highest EEA,1511791361.73,1630074540.12,0.9274,1511791361.73,0.0,1511791361.73,true,0.9075,0.0056,0.0051,0.0651,1.0,,SA,unbekannt,true
529900DXTOU2U9IZDY54,IND,2025-12-31,meine Volksbank Raiffeisenbank eG,Germany,Other highest EEA,7760911476.21,12110302589.03,0.6409,7760911476.21,0.0,7760911476.21,true,0.9362,0.0,0.0094,0.0544,1.0,,SA,unbekannt,true
529900E0WY09Z3H21393,IND,2025-12-31,VR Bank Rhein-Neckar eG,Germany,Other highest EEA,2990379968.81,5081328765.27,0.5885,2990379968.81,0.0,2990379968.81,true,0.9244,0.0,0.0126,0.0628,1.0,,SA,unbekannt,true
529900EKPN8EYA3AX590,IND,2025-06-30,Texim Bank AD,Bulgaria,Other highest EEA,191368341.4,300117249.7,0.6376,,,,,,,,,,,unbekannt,false,true
529900EKPN8EYA3AX590,IND,2025-12-31,Texim Bank AD,Bulgaria,Other highest EEA,249733236.4,325650549.1,0.7669,249733236.4,0.0,249733236.4,true,0.8745,0.0657,,0.0598,1.0,,SA,false,true
529900EM0ZU25V87GD50,IND,2025-12-31,ALTE LEIPZIGER Bauspar AG,Germany,Other highest EEA,326968037.87,1718855525.73,0.1902,326968037.87,0.0,303350623.89,false,0.7336,,,0.1942,0.0681,0.9319,IRB,unbekannt,true
529900FEID5L4H2T2L70,IND,2025-06-30,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,Other highest EEA,2447.69,4674.05,0.5237,,,,,,,,,,,unbekannt,false,true
529900FEID5L4H2T2L70,IND,2025-12-31,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,Other highest EEA,2488.96,4373.09,0.5692,2488.96,0.0,2488.97,true,0.9238,0.0117,0.0,0.0572,1.0,,SA,false,true
529900FU4WJ2XT7BVE31,IND,2025-06-30,LBS Landesbausparkasse Süd,Germany,Large highest EEA,11899704552.65,30692120124.89,0.3877,,,,,,,,,,,unbekannt,unbekannt,true
529900FZWXWNKF3O8394,CON,2025-12-31,Sparekassen Thy,Denmark,Other highest EEA,1100532444.14,2283019597.24,0.4821,1100532444.14,0.0,1100532444.14,true,0.8277,0.0001,0.0631,0.1091,1.0,,SA,unbekannt,true
529900GGYMNGRQTDOO93,CON,2025-12-31,BNG Bank N.V.,Netherlands,Large highest EEA,10324084076.37,31984610986.38,0.3228,10324084076.37,0.0,10324084076.37,true,0.7081,0.0505,,0.0957,1.0,,SA,unbekannt,true
529900GM944JT8YIRL63,IND,2025-12-31,Münchener Hypothekenbank eG,Germany,Large highest EEA,8985600098.47,52447618591.92,0.1713,8985600098.47,0.0,8985600098.47,true,0.8566,0.0091,,0.1005,0.1288,0.8549,gemischt,unbekannt,true
529900HC4LDSGK0NCJ85,IND,2025-12-31,LBS Landesbausparkasse NordWest,Germany,Other highest EEA,8694634562.34,18160996102.8,0.4788,8694634562.34,0.0,8694634562.34,true,0.9239,,,0.0761,1.0,,SA,unbekannt,true
529900HEKOENJHPNN480,CON,2025-06-30,Kuntarahoitus Oyj,Finland,Large highest EEA,1850630000.0,14474635000.0,0.1279,1850630000.0,0.0,1850630000.0,true,0.4042,0.0232,,0.2441,1.0,,SA,false,true
529900HEKOENJHPNN480,CON,2025-12-31,Kuntarahoitus Oyj,Finland,Large highest EEA,1815051000.0,13042867000.0,0.1392,1815051000.0,0.0,1815051000.0,true,0.4103,0.0238,,0.2504,1.0,,SA,false,true
529900HNOAA1KXQJUQ27,CON,2025-06-30,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,151528911624.81,448452688465.2,0.3379,151528911625.8,0.0,151493631359.17,true,0.7531,0.0309,0.0341,0.137,0.4523,0.4836,gemischt,false,true
529900HNOAA1KXQJUQ27,CON,2025-09-30,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,148617410468.53,455855745213.99,0.326,148617410468.53,0.0,148571699072.28,true,0.7597,0.0318,0.0276,0.1397,0.448,0.4844,gemischt,false,true
529900HNOAA1KXQJUQ27,CON,2025-12-31,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,152131737885.69,447437426691.49,0.34,152131737885.69,0.0,152088091162.58,true,0.7544,0.0296,0.0395,0.1365,0.4521,0.4756,gemischt,false,true
529900HNOAA1KXQJUQ27,CON,2026-03-31,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,157572562152.34,462658255826.43,0.3406,157572562152.34,0.0,157567343423.7,true,0.7496,0.0336,0.049,0.1282,0.4365,0.4908,gemischt,false,true
529900I1UZV70CZRAU55,CON,2025-06-30,Raiffeisenbank Austria d.d.,Croatia,Large subsidiaries,3107681994.52,7782584675.08,0.3993,3107681994.52,0.0,3107681994.51,true,0.6743,0.003,0.0075,0.1412,1.0,,SA,false,true
529900I1UZV70CZRAU55,CON,2025-09-30,Raiffeisenbank Austria d.d.,Croatia,Large subsidiaries,3226866671.59,7782584675.08,0.4146,3226866671.59,0.0,3226866671.59,true,0.7454,0.0031,0.0084,0.136,0.6969,0.3031,gemischt,false,true
529900I1UZV70CZRAU55,CON,2025-12-31,Raiffeisenbank Austria d.d.,Croatia,Large subsidiaries,3270844187.51,8146188938.58,0.4015,3270840000.0,1e-06,3270840000.0,true,0.7625,0.0035,0.0072,0.1328,0.712,0.288,gemischt,false,true
529900IRBZTADXJB6757,CON,2025-06-30,flatexDEGIRO AG,Germany,Other highest EEA,1179856886.97,6705981670.27,0.1759,,,,,,,,,,,unbekannt,false,true
529900IRBZTADXJB6757,CON,2025-12-31,flatexDEGIRO AG,Germany,Other highest EEA,1480008114.81,7950455831.29,0.1862,1480008114.81,0.0,1480008114.81,true,0.5444,0.0052,0.0088,0.4416,1.0,,SA,false,true
529900J35NSHS856UA68,CON,2025-12-31,Sparekassen Kronjylland,Denmark,Other highest EEA,4216972097.65,7444648748.09,0.5664,4216972097.65,0.0,4216972097.65,true,0.8311,0.0017,0.0706,0.0963,1.0,,SA,unbekannt,true
529900JCAE554QUYE140,IND,2025-12-31,Sparkasse Westmünsterland,Germany,Other highest EEA,7631496025.42,11828565722.65,0.6452,7631496025.42,0.0,7631496025.42,true,0.9438,0.0005,,0.0556,1.0,,SA,unbekannt,true
529900JG015JC10LED24,CON,2025-12-31,AS LHV Group,Estonia,Large highest EEA,3859983671.17,10455476038.71,0.3692,3859858333.92,3.2e-05,3869551857.6,false,0.8546,0.0064,0.0317,0.1073,1.0,,SA,unbekannt,true
529900JRKG8AEYL65326,IND,2025-12-31,VR Bank Heilbronn Schwäbisch Hall eG,Germany,Other highest EEA,3110009378.01,4753879157.88,0.6542,3110009378.01,0.0,3110009378.01,true,0.9353,0.0,0.0,0.0647,1.0,,SA,unbekannt,true
529900JZTYE3W7WQH904,CON,2025-06-30,HASPA Finanzholding,Germany,Large highest EEA,28718322289.68,56583195127.62,0.5075,28718322289.68,0.0,28718322289.68,true,0.8926,0.0145,0.0105,0.0714,1.0,,SA,false,true
529900JZTYE3W7WQH904,CON,2025-09-30,HASPA Finanzholding,Germany,Large highest EEA,28902934122.78,56362339918.95,0.5128,28902934122.78,0.0,28902934122.78,true,0.8937,0.0128,0.0125,0.0709,1.0001,,SA,false,true
529900JZTYE3W7WQH904,CON,2025-12-31,HASPA Finanzholding,Germany,Large highest EEA,30188566459.71,56473367039.77,0.5346,30188566459.71,0.0,30188566459.71,true,0.8916,0.0125,0.0122,0.0735,1.0,,SA,false,true
529900JZTYE3W7WQH904,CON,2026-03-31,HASPA Finanzholding,Germany,Large highest EEA,29971856760.0,56882594390.0,0.5269,29971856760.0,0.0,29971856751.4,true,0.8917,0.0121,0.0123,0.074,1.0,,SA,false,true
529900JZXXU699FCKK89,IND,2025-06-30,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,15219771261.14,70331581717.01,0.2164,15219771261.14,0.0,15219771261.14,true,0.9232,,,0.0768,0.201,0.799,gemischt,false,true
529900JZXXU699FCKK89,IND,2025-09-30,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,14584378733.08,69995200713.7,0.2084,14584378733.08,0.0,14584378733.08,true,0.9199,,,0.0801,0.2088,0.7912,gemischt,false,true
529900JZXXU699FCKK89,IND,2025-12-31,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,14550982467.49,69423474003.5,0.2096,14550982467.49,0.0,14550982467.49,true,0.9197,,,0.0803,0.2084,0.7916,gemischt,false,true
529900JZXXU699FCKK89,IND,2026-03-31,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,14605615404.13,69238394691.45,0.2109,14605615404.13,0.0,14605615404.13,true,0.9208,,,0.0792,0.2078,0.7922,gemischt,false,true
529900K16YGKC8BES892,IND,2025-06-30,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,25755565612.3,134822642608.34,0.191,,,,,,,,,0.0586,0.9414,IRB,false,true
529900K16YGKC8BES892,IND,2025-09-30,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,26648800404.47,134705549817.71,0.1978,26648800404.47,0.0,26648800404.46,true,0.8589,0.0037,,0.1373,0.0559,0.9441,IRB,false,true
529900K16YGKC8BES892,IND,2025-12-31,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,27861645205.91,139299086170.41,0.2,27861645205.91,0.0,27861645205.91,true,0.8494,0.0017,,0.149,0.0488,0.9512,IRB,false,true
529900K16YGKC8BES892,IND,2026-03-31,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,28493222979.61,138758497446.8,0.2053,28493222979.61,0.0,28493222979.62,true,0.8523,0.002,,0.1457,0.0411,0.9589,IRB,false,true
529900KRVTRP5RWP9K95,CON,2025-12-31,Santander Consumer Holding GmbH,Germany,Large subsidiaries,24926077965.79,44522088362.0,0.5599,24926077965.79,0.0,24926077965.78,true,0.8232,0.0062,,0.134,0.6833,0.3167,gemischt,unbekannt,true
529900L89TGSPV9OU151,CON,2025-12-31,Porsche Bank Aktiengesellschaft,Austria,Other highest EEA,8132888352.5,9960865086.48,0.8165,8132888352.5,0.0,8132888352.5,true,0.8939,0.0,0.0388,0.0673,1.0,,SA,unbekannt,true
529900LIZVBUANJ20E31,IND,2025-12-31,BBBank eG,Germany,Other highest EEA,9444732867.69,19649879675.72,0.4807,9444732867.69,0.0,9444732867.69,true,0.8976,0.0218,0.0216,0.0579,1.0,,SA,unbekannt,true
529900LKIMB57HKF3545,CON,2025-12-31,Bank of China (Europe) S.A,Luxembourg,Other highest EEA,6988455159.05,13747756416.12,0.5083,6988455159.05,0.0,6988455159.05,true,0.9473,0.0005,0.0109,0.0413,1.0,,SA,unbekannt,true
529900LU7D396TOO3B50,CON,2025-12-31,Raiffeisenverband Salzburg eGen,Austria,Other highest EEA,5535.16,9778.59,0.566,5535.16,0.0,5535.16,true,0.9208,0.0011,0.0,0.0772,1.0,,SA,unbekannt,true
529900MQJIQGD8N3YV53,CON,2025-12-31,Hannoversche Volksbank eG,Germany,Other highest EEA,6285786574.21,9380780184.68,0.6701,6285786574.21,0.0,6285786574.21,true,0.937,0.0005,0.0052,0.0572,1.0,,SA,unbekannt,true
529900NJYUGRO908KV84,CON,2025-12-31,ALLIANZ BULGARIA HOLDING,Bulgaria,Other highest EEA,1005.22,2486.45,0.4043,1005.22,0.0,1005.22,true,0.8535,0.0,0.0,0.1241,1.0,,SA,unbekannt,true
529900NNQW9IAE32GQ07,CON,2025-12-31,GRAWE-Vermögensverwaltung,Austria,Other highest EEA,4875126336.03,8084015199.13,0.6031,4875126336.04,0.0,4875126336.04,true,0.8318,0.0059,0.0101,0.1485,1.0,,SA,unbekannt,true
529900ODI3047E2LIV03,CON,2025-06-30,Nordea Bank Abp,Finland,Large highest EEA,158575524065.79,561391946533.48,0.2825,158575524065.79,0.0,158575524065.79,true,0.7918,0.0165,0.0329,0.1332,0.1076,0.8071,gemischt,false,true
529900ODI3047E2LIV03,CON,2025-09-30,Nordea Bank Abp,Finland,Large highest EEA,158370819404.02,571435459774.54,0.2771,158370819404.02,0.0,158370819404.02,true,0.7936,0.0164,0.0315,0.1334,0.1009,0.8152,gemischt,false,true
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Large highest EEA,159658625057.87,572605092279.32,0.2788,159658625057.87,0.0,159658625057.87,true,0.7945,0.016,0.0323,0.1323,0.0961,0.8187,gemischt,false,true
