lei,bank_name,country,scope,refPeriod,rahmenwerk,submission_ts,im_xbrl_bestand,paket_mb,n_pdf,n_seiten,n_zeichen,zeichen_je_seite,textebene,sprache,sprach_abstand,sprach_woerter,sprach_urteil,n_offengelegt,n_ausgelassen,quote_gegen_erwartung,trea_eur,groessenklasse,zeichen_je_template,fehler
549300V1VN70Q7PQ7234,CRÉDIT AGRICOLE AUTO BANK S.P.A.,IT,CON,2025-12-31,P3NONREMDISDOCS,20260630153849573,true,1.158,1,84,166430,1981.3,ja,it,144.86,2706,landessprache,28,56,0.0,23980000000.0,mittel,5944,
549300V1VN70Q7PQ7234,CRÉDIT AGRICOLE AUTO BANK S.P.A.,IT,CON,2025-12-31,P3REMDISDOCS,20260630153849573,true,0.294,1,17,30369,1786.4,ja,it,154.96,2762,landessprache,28,56,0.0,23980000000.0,mittel,1085,
549300V4H4USWZUCE073,"BISON BANK, SA",PT,IND,2025-12-31,P3NONREMDISDOCS,20260624153333614,true,1.06,1,73,191221,2619.5,ja,pt,130.67,1676,landessprache,15,61,0.0,129400.0,klein,12748,
549300V4H4USWZUCE073,"BISON BANK, SA",PT,IND,2025-12-31,P3REMDISDOCS,20260624153333614,true,0.29,1,16,39305,2456.6,ja,pt,173.58,2604,landessprache,15,61,0.0,129400.0,klein,2620,
549300VRM6G42M8OWN49,Sparebank 1 Østlandet,NO,CON,2025-06-30,P3NONREMDISDOCS,20260130110601003,true,0.303,1,7,23864,3409.1,ja,en,146.94,2661,englisch,2,61,0.0,9511000000.0,mittel,11932,
549300VRM6G42M8OWN49,Sparebank 1 Østlandet,NO,CON,2025-12-31,P3NONREMDISDOCS,20260414110901003,true,3.215,1,42,153067,3644.5,ja,no,26.04,2304,landessprache,99,0,0.0,,unbekannt,1546,
549300X34UUBDEUL1Z91,HSBC Bank Malta p.l.c.,MT,CON,2025-06-30,P3NONREMDISDOCS,20260627212415892,true,1.08,1,89,352435,3959.9,ja,en,182.35,2561,landessprache,37,49,0.0,2212000000.0,klein,9525,
549300X34UUBDEUL1Z91,HSBC Bank Malta p.l.c.,MT,CON,2025-12-31,P3NONREMDISDOCS,20260627213424899,true,1.04,1,80,354916,4436.4,ja,en,183.34,2629,landessprache,40,51,0.0,2174000000.0,klein,8873,
549300XGJX6FOWLOI640,FIDEURAM - INTESA SANPAOLO PRIVATE BANKING S.P.A.,IT,IND,2025-12-31,P3NONREMDISDOCS,20260521120512312,true,1.184,1,100,349493,3494.9,ja,it,139.94,2594,landessprache,25,64,0.1304,,unbekannt,13980,
549300XWJHRKLHU2PS28,ERSTE csoport,HU,CON,2025-12-31,P3NONREMDISDOCS,20260630145127581,true,1.897,2,245,717053,2926.7,ja,en,225.44,1415,englisch,71,43,0.0,6356000000.0,mittel,10099,
549300XWJHRKLHU2PS28,ERSTE csoport,HU,CON,2025-12-31,P3REMDISDOCS,20260630160412976,true,0.443,1,24,88450,3685.4,ja,hu,100.94,2229,landessprache,71,43,0.0,6356000000.0,mittel,1246,
549300YV6LXRPJO3U576,Merkur Andelskasse,DK,IND,2025-12-31,P3NONREMDISDOCS,20260225120116000,true,1.186,1,30,58918,1963.9,ja,da,35.53,2477,landessprache,17,51,0.0,338500000.0,klein,3466,
549300YW95G1VBBGGV07,"AS ""SEB banka""",LV,CON,2025-06-30,P3NONREMDISDOCS,20260206091234106,true,0.119,2,8,13386,1673.2,ja,en,71.2,1573,englisch,1,54,0.0,2522000000.0,klein,13386,
549300YW95G1VBBGGV07,"AS ""SEB banka""",LV,CON,2025-12-31,P3NONREMDISDOCS,20260330091234105,true,1.453,2,131,432103,3298.5,ja,en,184.18,2465,englisch,29,47,0.0,2612000000.0,klein,14900,
549300YW95G1VBBGGV07,"AS ""SEB banka""",LV,CON,2025-12-31,P3REMDISDOCS,20260330091254105,true,0.212,2,16,44911,2806.9,ja,lv,68.7,2329,landessprache,29,47,0.0,2612000000.0,klein,1549,
549300Z7V2WOFIMUEK50,UniCredit Bulbank AD,BG,CON,2025-12-31,P3NONREMDISDOCS,20260625143717123,true,2.528,1,139,320894,2308.6,ja,en,170.82,2166,englisch,57,21,0.0,9049000000.0,mittel,5630,
549300ZBZQ6M21ZGGY79,China Merchants Bank (Europe) S.A,CO,IND,2025-06-30,P3NONREMDISDOCS,20251021141632000,true,0.972,1,68,146971,2161.3,ja,en,177.47,1172,englisch,,,,,unbekannt,,
549300ZBZQ6M21ZGGY79,China Merchants Bank (Europe) S.A,LU,IND,2025-12-31,P3REMDISDOCS,20260629170756000,true,1.134,1,76,169730,2233.3,ja,en,175.49,1020,englisch,9,67,0.125,,unbekannt,18859,
549300ZEF3QWM810M319,Ziklo Bank AB,SE,IND,2025-12-31,P3NONREMDISDOCS,20260319130611623,true,0.652,1,13,66146,5088.2,ja,sv,84.44,2700,landessprache,37,41,0.1111,2654000000.0,klein,1788,
549300ZEF3QWM810M319,Ziklo Bank AB,SE,IND,2025-12-31,P3NONREMDISDOCS,20260320100611623,true,0.652,1,13,66146,5088.2,ja,sv,84.44,2700,landessprache,37,41,0.1111,2654000000.0,klein,1788,
549300ZHFZ4CSK7VS460,Privredna Banka Zagreb d.d.,CO,CON,2025-06-30,P3NONREMDISDOCS,20250616095724000,true,0.311,1,8,11334,1416.8,ja,hr,52.46,1201,land unbekannt,3,60,0.0,12080000000.0,mittel,3778,
549300ZHFZ4CSK7VS460,Privredna Banka Zagreb d.d.,CO,CON,2025-12-31,P3NONREMDISDOCS,20250521120323000,true,2.029,1,133,364967,2744.1,ja,hr,67.27,2200,land unbekannt,70,16,0.0,12040000000.0,mittel,5214,
549300ZHFZ4CSK7VS460,Privredna Banka Zagreb d.d.,CO,CON,2025-12-31,P3NONREMDISDOCS,20250615100823000,true,1.353,1,27,69976,2591.7,ja,hr,98.78,2632,land unbekannt,70,16,0.0,12040000000.0,mittel,1000,
549300ZHFZ4CSK7VS460,Privredna Banka Zagreb d.d.,CO,CON,2025-12-31,P3NONREMDISDOCS,20250616094723000,true,2.029,1,133,364967,2744.1,ja,hr,67.27,2200,land unbekannt,70,16,0.0,12040000000.0,mittel,5214,
549300ZHFZ4CSK7VS460,Privredna Banka Zagreb d.d.,CO,CON,2025-12-31,P3REMDISDOCS,20250521133736001,true,1.351,1,27,69832,2586.4,ja,hr,97.57,2634,land unbekannt,70,16,0.0,12040000000.0,mittel,998,
549300ZHFZ4CSK7VS460,Privredna Banka Zagreb d.d.,CO,CON,2025-12-31,P3REMDISDOCS,20250615100823000,true,1.353,1,27,69976,2591.7,ja,hr,98.78,2632,land unbekannt,70,16,0.0,12040000000.0,mittel,1000,
549300ZK53CNGEEI6A29,J.P. Morgan SE,DE,IND,2025-06-30,P3NONREMDISDOCS,20260129135030000,true,0.28,1,14,24825,1773.2,ja,en,196.73,2755,englisch,3,60,0.9167,137700000000.0,gross,8275,
549300ZK53CNGEEI6A29,J.P. Morgan SE,DE,IND,2025-09-30,P3NONREMDISDOCS,20260126173230000,true,0.229,1,11,19270,1751.8,ja,en,204.67,2658,englisch,1,7,,,unbekannt,19270,
549300ZK53CNGEEI6A29,J.P. Morgan SE,DE,IND,2025-12-31,P3NONREMDISDOCS,20260616141930000,true,2.578,1,165,452704,2743.7,ja,en,159.51,1467,englisch,50,36,0.05,125200000000.0,gross,9054,
549300ZOE0EU2VKF6M35,Lombard Odier (Europe) S.A.,LU,IND,2025-12-31,P3NONREMDISDOCS,20260603091632000,true,0.269,1,34,93381,2746.5,ja,en,184.19,2644,englisch,9,51,0.0,801700000.0,klein,10376,
5967007LIEEXZX51WW28,SPAREBANKEN ØST,NO,CON,2025-12-31,P3NONREMDISDOCS,20260324093900000,true,3.037,1,81,167436,2067.1,ja,no,21.76,1930,landessprache,44,42,0.0909,1415000000.0,klein,3805,
5967007LIEEXZX51WW28,SPAREBANKEN ØST,NO,CON,2025-12-31,P3REMDISDOCS,20260326122100000,true,0.505,1,8,18831,2353.9,ja,no,33.8,2337,landessprache,44,42,0.0909,1415000000.0,klein,428,
5967007LIEEXZX5PU005,Sparebanken Møre SPA,NO,CON,2025-12-31,P3NONREMDISDOCS,20260409094650270,true,0.903,1,32,60260,1883.1,ja,no,27.71,2490,landessprache,20,59,0.5556,3509000000.0,klein,3013,
5967007LIEEXZX76AW36,OBOS-BANKEN AS,NO,CON,2025-12-31,P3NONREMDISDOCS,20260618100532789,true,0.753,2,33,93191,2824.0,ja,no,30.39,2007,landessprache,15,69,0.1,1544000000.0,klein,6213,
5967007LIEEXZX76AW36,OBOS-BANKEN AS,NO,CON,2025-12-31,P3REMDISDOCS,20260618101700000,true,0.042,1,1,3105,3105.0,ja,en,231.28,454,englisch,15,69,0.1,1544000000.0,klein,207,
5UMCZOEYKCVFAW8ZLO05,"National Bank of Greece, S.A.",GR,CON,2025-06-30,P3NONREMDISDOCS,20251121143213993,true,4.796,1,125,529599,4236.8,ja,en,169.87,989,englisch,52,42,0.0,38070000000.0,gross,10185,
5UMCZOEYKCVFAW8ZLO05,"National Bank of Greece, S.A.",GR,CON,2025-12-31,P3NONREMDISDOCS,20260429143213993,true,5.43,1,168,722266,4299.2,ja,en,177.35,733,englisch,65,29,0.0,39760000000.0,gross,11112,
5UMCZOEYKCVFAW8ZLO05,"National Bank of Greece, S.A.",GR,CON,2026-03-31,P3NONREMDISDOCS,20260629161421196,true,1.183,1,27,85232,3156.7,ja,en,237.23,2310,englisch,9,53,0.0,41100000000.0,gross,9470,
635400AKJBGNS5WNQL34,AIB Group plc,IE,CON,2025-06-30,P3NONREMDISDOCS,20260130115910200,true,1.96,1,141,576668,4089.8,ja,en,197.88,2739,landessprache,45,49,0.0,55730000000.0,gross,12815,
635400AKJBGNS5WNQL34,AIB Group plc,IE,CON,2025-09-30,P3NONREMDISDOCS,20260130115110200,true,1.28,1,38,184478,4854.7,ja,en,195.21,2715,landessprache,6,49,0.0,54750000000.0,gross,30746,
635400AKJBGNS5WNQL34,AIB Group plc,IE,CON,2025-12-31,P3NONREMDISDOCS,20260410150410200,true,1.749,1,224,850500,3796.9,ja,en,189.41,2777,landessprache,67,32,0.0,54180000000.0,gross,12694,
635400AKJBGNS5WNQL34,AIB Group plc,IE,CON,2025-12-31,P3REMDISDOCS,20260410151210200,true,0.719,1,15,40534,2702.3,ja,en,254.38,2913,landessprache,67,32,0.0,54180000000.0,gross,605,
635400AKJBGNS5WNQL34,AIB Group plc,IE,CON,2026-03-31,P3NONREMDISDOCS,20260529150410200,true,1.274,1,38,183018,4816.3,ja,en,194.21,2693,landessprache,6,48,0.0,54360000000.0,gross,30503,
635400C8EK6DRI12LJ39,Bank of Ireland Group plc,IE,CON,2025-06-30,P3NONREMDISDOCS,20260311104552001,true,2.58,1,78,513781,6586.9,ja,en,177.56,2495,landessprache,50,44,0.0,52150000000.0,gross,10276,
635400C8EK6DRI12LJ39,Bank of Ireland Group plc,IE,CON,2025-09-30,P3NONREMDISDOCS,20260304104552102,true,0.468,1,13,37660,2896.9,ja,en,173.55,2057,landessprache,7,48,0.0,52950000000.0,gross,5380,
635400C8EK6DRI12LJ39,Bank of Ireland Group plc,IE,CON,2025-12-31,P3NONREMDISDOCS,20260529104552149,true,3.835,1,127,907801,7148.0,ja,en,179.65,2644,landessprache,72,27,0.0,55820000000.0,gross,12608,
635400C8EK6DRI12LJ39,Bank of Ireland Group plc,IE,CON,2025-12-31,P3REMDISDOCS,20260529104552123,true,0.433,1,14,46344,3310.3,ja,en,241.28,2868,landessprache,72,27,0.0,55820000000.0,gross,644,
635400C8EK6DRI12LJ39,Bank of Ireland Group plc,IE,CON,2026-03-31,P3NONREMDISDOCS,20260623104552107,true,0.499,1,12,34581,2881.8,ja,en,177.12,1897,landessprache,6,48,0.0,56450000000.0,gross,5764,
635400DTNHVYGZODKQ93,Permanent TSB Group Holdings Plc,IE,CON,2025-09-30,P3NONREMDISDOCS,20260513162836347,true,0.39,1,12,25052,2087.7,ja,en,183.81,2508,landessprache,6,49,0.0,10740000000.0,mittel,4175,
635400DTNHVYGZODKQ93,Permanent TSB Group Holdings Plc,IE,CON,2026-03-31,P3NONREMDISDOCS,20260514091735112,true,0.353,1,12,23386,1948.8,ja,en,182.86,2439,landessprache,6,48,0.0,10060000000.0,mittel,3898,
635400F6HLXKXNJJX605,EXIM BANCA ROMANEASCA S.A.,RO,IND,2025-06-30,P3NONREMDISDOCS,20260602183833032,true,0.661,1,20,53934,2696.7,ja,ro,73.9,2341,landessprache,9,54,0.3333,1952000000.0,klein,5993,
635400F6HLXKXNJJX605,EXIM BANCA ROMANEASCA S.A.,RO,IND,2025-12-31,P3NONREMDISDOCS,20260624140951074,true,2.62,1,111,366441,3301.3,ja,ro,21.55,2181,landessprache,58,41,0.0682,2238000.0,klein,6318,
635400JLGKETPVVGPW53,De Lage Landen International B.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260528142547952,true,7.205,1,43,75954,1766.4,ja,en,153.13,2377,englisch,24,52,0.1905,32010000000.0,gross,3165,
635400L14KNHZXPUZM19,Bank of Cyprus Holdings Public Limited Company,CY,CON,2025-06-30,P3NONREMDISDOCS,20260211122201025,true,2.895,2,158,679963,4303.6,ja,en,221.77,2674,englisch,36,58,0.0,10300000000.0,mittel,18888,
635400L14KNHZXPUZM19,Bank of Cyprus Holdings Public Limited Company,CY,CON,2025-09-30,P3NONREMDISDOCS,20260420134117719,true,0.327,1,13,52857,4065.9,ja,en,233.61,2624,englisch,3,52,0.0,10440000000.0,mittel,17619,
635400L14KNHZXPUZM19,Bank of Cyprus Holdings Public Limited Company,CY,CON,2025-12-31,P3NONREMDISDOCS,20260427093339771,true,4.028,1,341,1092167,3202.8,ja,en,226.98,1097,englisch,59,40,0.0227,10420000000.0,mittel,18511,
635400L14KNHZXPUZM19,Bank of Cyprus Holdings Public Limited Company,CY,CON,2025-12-31,P3REMDISDOCS,20260427093339771,true,0.487,1,20,64601,3230.1,ja,en,288.49,2929,englisch,59,40,0.0227,10420000000.0,mittel,1095,
635400L14KNHZXPUZM19,Bank of Cyprus Holdings Public Limited Company,CY,CON,2026-03-31,P3NONREMDISDOCS,20260508145716495,true,0.338,1,12,52310,4359.2,ja,en,238.42,2613,englisch,3,51,0.0,10560000000.0,mittel,17437,
635400LCCIYHUL6ELA34,USB European (Holdings) Limited,IE,CON,2025-12-31,P3NONREMDISDOCS,20260629055238001,true,0.847,1,38,92259,2427.9,ja,en,192.2,2513,landessprache,10,66,0.125,1564000000.0,klein,9226,
635400LCCIYHUL6ELA34,USB European (Holdings) Limited,IE,CON,2025-12-31,P3REMDISDOCS,20260629055238002,true,0.636,1,11,32084,2916.7,ja,en,241.24,2939,landessprache,10,66,0.125,1564000000.0,klein,3208,
6TJCK1B7E7UTXP528Y04,Citigroup Global Markets Europe AG,DE,IND,2025-06-30,P3NONREMDISDOCS,20260402061720000,true,0.002,0,0,0,,,,,0,unsicher,3,60,0.9167,19210000000.0,mittel,,
6TJCK1B7E7UTXP528Y04,Citigroup Global Markets Europe AG,DE,IND,2025-06-30,P3NONREMDISDOCS,20260402061720001,true,0.105,1,9,19070,2118.9,ja,de,71.02,1746,landessprache,3,60,0.9167,19210000000.0,mittel,6357,
6TJCK1B7E7UTXP528Y04,Citigroup Global Markets Europe AG,DE,IND,2025-06-30,P3NONREMDISDOCS,20260625154820000,true,0.002,0,0,0,,,,,0,unsicher,3,60,0.9167,19210000000.0,mittel,,
6TJCK1B7E7UTXP528Y04,Citigroup Global Markets Europe AG,DE,IND,2025-06-30,P3NONREMDISDOCS,20260629162520000,true,0.105,1,9,19070,2118.9,ja,de,71.02,1746,landessprache,3,60,0.9167,19210000000.0,mittel,6357,
6TJCK1B7E7UTXP528Y04,Citigroup Global Markets Europe AG,DE,IND,2025-09-30,P3NONREMDISDOCS,20260402061720001,true,0.085,1,7,11948,1706.9,ja,de,105.17,1141,landessprache,1,7,,,unbekannt,11948,
6TJCK1B7E7UTXP528Y04,Citigroup Global Markets Europe AG,DE,IND,2025-09-30,P3NONREMDISDOCS,20260625161020000,true,0.002,0,0,0,,,,,0,unsicher,1,7,,,unbekannt,,
6TJCK1B7E7UTXP528Y04,Citigroup Global Markets Europe AG,DE,IND,2025-12-31,P3NONREMDISDOCS,20260402061720000,true,0.002,0,0,0,,,,,0,unsicher,48,38,0.1,14850000000.0,mittel,,
6TJCK1B7E7UTXP528Y04,Citigroup Global Markets Europe AG,DE,IND,2025-12-31,P3NONREMDISDOCS,20260629162320000,true,3.911,1,67,247567,3695.0,ja,de,59.13,1167,landessprache,48,38,0.1,14850000000.0,mittel,5158,
6TJCK1B7E7UTXP528Y04,Citigroup Global Markets Europe AG,DE,IND,2025-12-31,P3REMDISDOCS,20260630130000000,true,3.452,1,15,62674,4178.3,ja,de,202.41,1991,landessprache,48,38,0.1,14850000000.0,mittel,1306,
724500973ODKK3IFQ447,Adyen N.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260226132014508,true,0.42,1,92,180041,1957.0,ja,en,172.29,2844,englisch,39,39,0.1111,7032000000.0,mittel,4616,
724500973ODKK3IFQ447,Adyen N.V.,NL,CON,2025-12-31,P3REMDISDOCS,20260226172012017,true,0.031,2,6,9146,1524.3,ja,en,234.73,1244,englisch,39,39,0.1111,7032000000.0,mittel,235,
724500A1FNICHSDF2I11,ASN Bank N.V.,NL,CON,2025-06-30,P3NONREMDISDOCS,20251204101100000,true,2.451,1,58,188870,3256.4,ja,en,213.6,2720,englisch,39,55,0.0455,17930000000.0,mittel,4843,
724500A1FNICHSDF2I11,ASN Bank N.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260319145000000,true,6.657,1,138,510058,3696.1,ja,en,209.92,3025,englisch,56,58,0.0455,18260000000.0,mittel,9108,
724500A1FNICHSDF2I11,ASN Bank N.V.,NL,CON,2025-12-31,P3REMDISDOCS,20260319155100000,true,0.125,1,3,11968,3989.3,ja,en,229.33,1657,englisch,56,58,0.0455,18260000000.0,mittel,214,
724500AG21Z9GIJE4735,WP XII Financial Holdings Coöperatief U.A.,ES,CON,2025-12-31,P3NONREMDISDOCS,20260624124530308,true,10.352,1,115,415815,3615.8,ja,es,151.84,1844,landessprache,12,59,0.0,323200000.0,klein,34651,
724500AH42V5X8BCPE49,Achmea Bank N.V.,NL,CON,2025-06-30,P3NONREMDISDOCS,20260602132510480,true,0.134,1,2,3191,1595.5,ja,en,90.03,311,englisch,1,87,0.0,4361000000.0,mittel,3191,
724500BICUQ0LF1AH770,Nationale-Nederlanden Bank N.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260529111111111,true,0.863,1,29,60549,2087.9,ja,en,148.51,2626,englisch,14,70,0.0,5264000000.0,mittel,4325,
724500D8WOYCL1BUCB80,Van Lanschot Kempen N.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260317134300000,true,1.395,19,72,111214,1544.6,ja,en,250.67,3004,englisch,53,38,0.0,4683000.0,klein,2098,
724500D8WOYCL1BUCB80,Van Lanschot Kempen N.V.,NL,CON,2025-12-31,P3REMDISDOCS,20260317140000000,true,0.196,2,9,48216,5357.3,ja,en,233.93,2458,englisch,53,38,0.0,4683000.0,klein,910,
724500JIWG886A9RRT57,RBS Holdings N.V.,NL,CON,2025-06-30,P3NONREMDISDOCS,20260317140045333,true,0.44,1,86,217224,2525.9,ja,en,149.35,2705,englisch,32,52,0.2,6714000000.0,mittel,6788,
724500JIWG886A9RRT57,RBS Holdings N.V.,NL,CON,2025-09-30,P3NONREMDISDOCS,20260903154345531,true,0.147,1,15,27180,1812.0,ja,en,145.22,2665,englisch,9,46,0.0,7015000000.0,mittel,3020,
724500JIWG886A9RRT57,RBS Holdings N.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260903154345111,true,0.619,2,104,297402,2859.6,ja,en,156.24,2701,englisch,45,44,0.3659,7898000000.0,mittel,6609,
724500JIWG886A9RRT57,RBS Holdings N.V.,NL,CON,2025-12-31,P3REMDISDOCS,20260323104917535,true,0.146,1,5,23019,4603.8,ja,en,209.75,3056,englisch,45,44,0.3659,7898000000.0,mittel,512,
724500M4G9AVEMHMV291,bunq Holding B.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260629225116521,true,1.939,1,38,101668,2675.5,ja,en,177.85,1968,englisch,12,64,0.0,1649000000.0,klein,8472,
724500PMK2A2M1SQQ228,Triodos Bank N.V.,NL,CON,2025-12-31,P3NONREMDISDOCS,20260312161441000,true,1.538,1,118,272705,2311.1,ja,en,159.01,2547,englisch,44,42,0.0,6600000000.0,mittel,6198,
724500ZNT2I60RYZQI38,Anadolubank Nederland N.V.,NL,IND,2025-12-31,P3NONREMDISDOCS,20260630083000002,true,0.821,1,40,89747,2243.7,ja,en,271.14,2696,englisch,33,66,0.4545,1025000000.0,klein,2720,
7437003B5WFBOIEFY714,OP Osuuskunta,FI,CON,2025-06-30,P3NONREMDISDOCS,20260113125632000,true,0.462,1,108,254735,2358.7,ja,en,159.0,2434,englisch,55,39,0.0,77300000000.0,gross,4632,
7437003B5WFBOIEFY714,OP Osuuskunta,FI,CON,2025-09-30,P3NONREMDISDOCS,20260113165721000,true,0.093,1,13,23855,1835.0,ja,en,155.55,2263,englisch,8,47,0.0,77820000000.0,gross,2982,
7437003B5WFBOIEFY714,OP Osuuskunta,FI,CON,2025-12-31,P3NONREMDISDOCS,20260424103732000,true,0.712,1,174,500428,2876.0,ja,en,151.72,2419,englisch,71,28,0.0455,78520000000.0,gross,7048,
7437003B5WFBOIEFY714,OP Osuuskunta,FI,CON,2025-12-31,P3REMDISDOCS,20260512110147024,true,0.712,1,174,500428,2876.0,ja,en,151.72,2419,englisch,71,28,0.0455,78520000000.0,gross,7048,
7437003B5WFBOIEFY714,OP Osuuskunta,FI,CON,2026-03-31,P3NONREMDISDOCS,20260513180032000,true,0.091,1,13,22633,1741.0,ja,en,167.03,2281,englisch,5,49,0.0,78350000000.0,gross,4527,
7437005892K69S3MW344,Säästöpankkiliitto osk,FI,CON,2025-06-30,P3NONREMDISDOCS,20260429104647095,true,0.682,1,10,13843,1384.3,ja,en,201.28,1873,englisch,4,59,0.0,5477000000.0,mittel,3461,
7437005892K69S3MW344,Säästöpankkiliitto osk,FI,CON,2025-12-31,P3NONREMDISDOCS,20260429104647095,true,1.734,1,71,186162,2622.0,ja,en,278.03,2604,englisch,43,38,0.0,5531000000.0,mittel,4329,
7437005892K69S3MW344,Säästöpankkiliitto osk,FI,CON,2025-12-31,P3REMDISDOCS,20260429104647095,true,0.669,1,12,15805,1317.1,ja,en,241.73,2176,englisch,43,38,0.0,5531000000.0,mittel,368,
743700FTBNXAUN57RH30,S-Pankki Oyj,FI,CON,2025-06-30,P3NONREMDISDOCS,20260602103312367,true,0.065,1,7,11014,1573.4,ja,en,202.0,1500,englisch,2,61,0.0,4037000000.0,klein,5507,
743700FTBNXAUN57RH30,S-Pankki Oyj,FI,CON,2025-12-31,P3NONREMDISDOCS,20260515102300000,true,1.47,1,118,298931,2533.3,ja,en,220.53,1968,englisch,45,41,0.0,4129000000.0,klein,6643,
743700FTBNXAUN57RH30,S-Pankki Oyj,FI,CON,2025-12-31,P3REMDISDOCS,20260515102300000,true,0.396,1,10,20363,2036.3,ja,fi,37.88,2033,landessprache,45,41,0.0,4129000000.0,klein,453,
743700GC62JLHFBUND16,Aktia Bank Abp,FI,CON,2025-12-31,P3NONREMDISDOCS,20260313142600000,true,4.292,3,172,435215,2530.3,ja,en,261.48,2941,englisch,55,31,0.0,3379000000.0,klein,7913,
743700GC62JLHFBUND16,Aktia Bank Abp,FI,CON,2025-12-31,P3REMDISDOCS,20260313144800000,true,0.193,1,12,34889,2907.4,ja,en,255.39,2549,englisch,55,31,0.0,3379000000.0,klein,634,
743700PW2HDTPU3YRJ31,POP Pankkikeskus osk,FI,CON,2025-12-31,P3NONREMDISDOCS,20260313144334491,true,0.657,1,69,177823,2577.1,ja,en,132.88,2664,englisch,46,40,0.0,2968000000.0,klein,3866,
743700PW2HDTPU3YRJ31,POP Pankkikeskus osk,FI,CON,2025-12-31,P3REMDISDOCS,20260313145056572,true,0.134,1,6,9112,1518.7,ja,en,264.64,1315,englisch,46,40,0.0,2968000000.0,klein,198,
747DLM6L5TO7LXZY5T60,Scotiabank (Ireland) Designated Activity Company,IE,IND,2025-10-31,P3NONREMDISDOCS,20260429063144500,true,2.156,1,107,430230,4020.8,ja,en,129.82,986,landessprache,46,32,,5324000000.0,mittel,9353,
747DLM6L5TO7LXZY5T60,Scotiabank (Ireland) Designated Activity Company,IE,IND,2025-10-31,P3REMDISDOCS,20260429063145600,true,0.574,1,15,47981,3198.7,ja,en,227.63,2526,landessprache,46,32,,5324000000.0,mittel,1043,
7CUNS533WID6K7DGFI87,"CaixaBank, S.A.",ES,CON,2025-06-30,P3NONREMDISDOCS,20260212083641710,true,3.212,1,83,185909,2239.9,ja,en,203.05,2620,englisch,48,38,0.0476,241800000000.0,gross,3873,
7CUNS533WID6K7DGFI87,"CaixaBank, S.A.",ES,CON,2025-09-30,P3NONREMDISDOCS,20260213083641710,true,0.008,1,1,3654,3654.0,ja,en,272.56,532,englisch,8,47,0.0,243700000000.0,gross,457,
7CUNS533WID6K7DGFI87,"CaixaBank, S.A.",ES,CON,2025-12-31,P3NONREMDISDOCS,20260402083640957,true,11.19,1,496,1107404,2232.7,ja,en,254.35,2701,englisch,90,24,0.0,244500000000.0,gross,12304,
7CUNS533WID6K7DGFI87,"CaixaBank, S.A.",ES,CON,2025-12-31,P3REMDISDOCS,20260402083640958,true,0.965,1,27,66296,2455.4,ja,en,305.58,2847,englisch,90,24,0.0,244500000000.0,gross,737,
7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,DE,CON,2025-06-30,P3NONREMDISDOCS,20250820163623457,true,10.538,2,340,1234872,3632.0,ja,en,218.88,2563,englisch,57,37,0.0,340800000000.0,gross,21664,
7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,DE,CON,2025-09-30,P3NONREMDISDOCS,20251126090012345,true,1.279,2,44,138923,3157.3,ja,en,219.35,2480,englisch,10,53,0.0,340400000000.0,gross,13892,
7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,DE,CON,2025-12-31,P3NONREMDISDOCS,20260421182512345,true,4.948,2,565,2026648,3587.0,ja,en,242.06,2739,englisch,91,23,0.0,347100000000.0,gross,22271,
7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,DE,CON,2025-12-31,P3REMDISDOCS,20260414115412345,true,1.304,2,36,106626,2961.8,ja,en,279.73,2910,englisch,91,23,0.0,347100000000.0,gross,1172,
7LTWFZYICNSX8D621K86,DEUTSCHE BANK AKTIENGESELLSCHAFT,DE,CON,2026-03-31,P3NONREMDISDOCS,20260527155112345,true,0.893,2,43,115260,2680.5,ja,en,204.71,2550,englisch,11,51,0.0,361100000000.0,gross,10478,
7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM S.P.A.,IT,CON,2025-06-30,P3NONREMDISDOCS,20260128114039180,true,3.72,2,234,689582,2946.9,ja,it,145.02,2317,landessprache,38,56,0.0,15360000000.0,mittel,18147,
7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM S.P.A.,IT,CON,2025-09-30,P3NONREMDISDOCS,20260129125039070,true,1.031,2,49,127340,2598.8,ja,en,230.63,2736,englisch,4,51,0.0,15240000000.0,mittel,31835,
7LVZJ6XRIE7VNZ4UBX81,BANCA MEDIOLANUM S.P.A.,IT,CON,2025-12-31,P3NONREMDISDOCS,20260429114415000,true,5.786,2,440,1307929,2972.6,ja,it,151.18,2679,landessprache,49,45,0.025,16680000000.0,mittel,26692,
