refPeriod,kopf_a,name_a,heimat_a,kopf_b,name_b,heimat_b,ueberlappung,ueberlappung_spezifisch,spezifisch_moeglich,spezifisch_ausgeschoepft,n_gemeinsam,top_gemeinsam,grenzueberschreitend
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,529900GGYMNGRQTDOO93,BNG Bank N.V.,Netherlands,0.3395,0.0000,0.0000,,9,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,529900HNOAA1KXQJUQ27,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,0.3013,0.0001,0.0001,0.8227,35,France|United States|Canada,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,529900JZTYE3W7WQH904,HASPA Finanzholding,Germany,0.3540,0.0000,0.0001,0.0206,23,France|United States|Poland,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,529900NNUPAGGOMPXZ31,Volkswagen Financial Services AG,Germany,0.3650,0.0000,0.0000,,13,France|Poland|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,529900QYEJ2GYSWK1F08,RLB-Stmk Verbund eGen,Austria,0.3375,0.0000,0.0001,0.0012,26,France|Germany|Canada,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,529900RWC8ZYB066JF16,Bank of Valletta Plc,Malta,0.3965,0.0000,0.0001,0.0119,23,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,529900SXEWPJ1MRRX537,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,0.3285,0.0000,0.0001,0.1238,29,Poland|Germany|France,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,54930053HGCFWVHYZX42,Bank of China (Europe) S.A,Luxembourg,0.3588,0.0000,0.0001,0.0119,22,Poland|Spain|Ireland,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,5493006QMFDDMYWIAM13,"Banco Santander, S.A.",Spain,0.3081,0.0001,0.0001,0.8432,37,Germany|United States|France,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,5493007BWYDPQZLZ0Y27,HYPO NOE Landesbank für Niederösterreich und Wien AG,Austria,0.3728,0.0001,0.0001,0.7412,25,France|Poland|Germany,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,549300DYPOFMXOR7XM56,Crelan,Belgium,0.3392,0.0001,0.0001,0.9609,37,France|Germany|United Kingdom,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,549300L7YCATGO57ZE10,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,0.5131,0.0001,0.0001,0.7475,33,France|Ireland|Germany,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,549300LYFYVPUCG6SY25,"Banco Cooperativo Español, S.A.",Spain,0.4045,0.0000,0.0000,,13,France|Ireland|Germany,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,549300NYKK9MWM7GGW15,ING Groep N.V.,Netherlands,0.3999,0.0001,0.0001,0.8104,41,Poland|Germany|United States,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,549300RG3H390KEL8896,Banca Transilvania,Romania,0.3044,0.0000,0.0001,0.0487,31,France|United States|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,549300TEJKOLFN65KR76,BNF Bank plc,Malta,0.3382,0.0000,0.0001,0.0119,16,France|United States|Ireland,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,0.3244,0.0000,0.0000,,5,Ireland|France|United Kingdom,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,635400F6HLXKXNJJX605,EXIM BANCA ROMANEASCA S.A.,Romania,0.3784,0.0000,0.0000,0.0824,22,France|Poland|Germany,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,724500A1FNICHSDF2I11,ASN Bank N.V.,Netherlands,0.3644,0.0000,0.0000,,13,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,724500SF1CI8OD5AHI07,HCBG Holding B.V.,Netherlands,0.4125,0.0001,0.0001,0.7412,23,Romania|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,7437005892K69S3MW344,Säästöpankkiliitto osk,Finland,0.3292,0.0000,0.0001,0.0119,16,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,743700GC62JLHFBUND16,Aktia Bank Abp,Finland,0.3013,0.0000,0.0001,0.0119,23,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,8156003D79D064FB5360,CASSA LOMBARDA - S.P.A.,Italy,0.3635,0.0000,0.0001,0.0119,18,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,8156005420362AE59184,BANCA IFIS S.P.A. (OVVERO IFIS BANCA S.P.A. O IN FORMA ABBREVIATA IFIS S.P.A.),Italy,0.6055,0.0001,0.0001,0.7417,32,Ireland|France|Germany,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,815600AD83B2B6317788,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,0.4304,0.0000,0.0001,0.0000,24,France|United States|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,815600E4E6DCD2D25E30,BANCO BPM SOCIETA' PER AZIONI,Italy,0.3624,0.0000,0.0001,0.0102,25,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,8I5DZWZKVSZI1NUHU748,J.P. Morgan SE,Germany,0.3711,0.0001,0.0001,0.8841,35,France|United States|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,95980020140005220135,"Caja Rural de Granada, Sociedad Cooperativa de Crédito",Spain,0.3499,0.0000,0.0001,0.0119,16,France|Germany|Ireland,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,95980020140005439549,"Caja Rural de Navarra, S. Coop. de Crédito",Spain,0.3412,0.0000,0.0001,0.0119,19,France|Germany|Ireland,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,95980020140005484654,"Caja Rural de Albacete, Ciudad Real y Cuenca, Sociedad Cooperativa de Crédito",Spain,0.3426,0.0000,0.0000,,11,France|Germany|United Kingdom,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,95980020140005552166,"Eurocaja Rural, Sociedad Cooperativa de Crédito",Spain,0.3925,0.0000,0.0001,0.0000,19,France|Germany|United States,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,969500TJ5KRTCJQWXH05,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,0.3961,0.0000,0.0001,0.0000,23,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,9DJT3UXIJIZJI4WXO774,Bank of America Europe Designated Activity Company,Ireland,0.3390,0.0001,0.0001,0.7412,26,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,A5GWLFH3KM7YV2SFQL84,Belfius Bank,Belgium,0.4570,0.0000,0.0001,0.0119,31,France|United States|Germany,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,AT0000000000043000VB,VOLKSBANK WIEN AG VB,Austria,0.3756,0.0000,0.0001,0.1069,32,France|Germany|Canada,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,B64D6Y3LBJS4ANNPCU93,NIBC Bank N.V.,Netherlands,0.3022,0.0000,0.0001,0.0119,15,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,Netherlands,0.3752,0.0000,0.0001,0.0119,29,France|Germany|United States,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,DG3RU1DBUFHT4ZF9WN62,Coöperatieve Rabobank U.A.,Netherlands,0.3060,0.0001,0.0001,0.7595,36,United States|Germany|France,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,DIZES5CFO5K3I5R58746,Landesbank Hessen-Thüringen Girozentrale,Germany,0.3736,0.0001,0.0001,0.6402,34,France|United States|Poland,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,DSNHHQ2B9X5N6OUJ1236,Norddeutsche Landesbank - Girozentrale -,Germany,0.3786,0.0001,0.0001,0.7116,30,France|United States|Poland,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,DZZ47B9A52ZJ6LT6VV95,Deutsche Pfandbriefbank AG,Germany,0.5174,0.0000,0.0001,0.0012,20,France|Poland|United States,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,J4CP7MHCXR8DAQMKIL78,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,0.4310,0.0000,0.0001,0.0119,31,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,MLU0ZO3ML4LN2LL2TL39,HSBC Continental Europe,France,0.3029,0.0001,0.0001,0.7428,34,Germany|United States|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,N747OI7JINV7RUUH6190,BPER Banca S.p.A.,Italy,0.4032,0.0000,0.0001,0.0119,25,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,NNVPP80YIZGEY2314M97,ICCREA BANCA S.P.A. - ISTITUTO CENTRALE DEL CREDITO COOPERATIVO (IN FORMA ABBREVIATA: ICCREA BANCA S.P.A.),Italy,0.4183,0.0000,0.0001,0.0119,23,France|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,O2RNE8IBXP4R0TD8PU41,Société générale S.A.,France,0.3271,0.0000,0.0001,0.0055,34,Romania|Germany|Spain,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,R7CQUF1DQM73HUTV1078,"Banque et Caisse d´Epargne de l´Etat, Luxembourg",Luxembourg,0.3618,0.0000,0.0001,0.0119,24,France|Germany|Ireland,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,VDYMYTQGZZ6DU0912C88,Bayerische Landesbank,Germany,0.3835,0.0000,0.0001,0.3230,35,France|Poland|Ireland,ja
2025-12-31,213800UIKMYZWWQS5E02,Revolut Holdings Europe UAB,Lithuania,WFLLPEPC7FZXENRZV188,THE BANK OF NEW YORK MELLON,Belgium,0.3050,0.0000,0.0001,0.0030,23,Germany|Ireland|Spain,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,315700E9POA724IWFP59,J&amp;T FINANCE GROUP SE,Czech,0.3822,0.0000,0.0019,0.0000,14,Czechia|Cyprus|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,529900G3SW56SHYNPR95,Clearstream Banking S.A.,Luxembourg,0.3147,0.0000,0.0012,0.0000,8,United Kingdom|Germany|Belgium,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,529900GGYMNGRQTDOO93,BNG Bank N.V.,Netherlands,0.3268,0.0000,0.0000,,6,United Kingdom|Germany|Austria,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,529900NNUPAGGOMPXZ31,Volkswagen Financial Services AG,Germany,0.3647,0.0000,0.0000,,7,United Kingdom|Netherlands|Czechia,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,529900RWC8ZYB066JF16,Bank of Valletta Plc,Malta,0.3152,0.0000,0.0019,0.0000,10,United Kingdom|Germany|Hungary,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,529900UIRB65OY6U4B21,Lombard Bank Malta plc,Malta,0.3988,0.0000,0.0019,0.0000,9,United Kingdom|Germany|Netherlands,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,5493006QMFDDMYWIAM13,"Banco Santander, S.A.",Spain,0.3546,0.0019,0.0019,1.0000,15,United Kingdom|Germany|United States,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,549300L7YCATGO57ZE10,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,0.3337,0.0000,0.0019,0.0119,14,United Kingdom|Netherlands|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI",Italy,0.3191,0.0005,0.0019,0.2798,14,Germany|Czechia|Austria,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,549300TTZTKBUFKWH890,The Cyprus Development Bank Public Company Ltd,Cyprus,0.3054,0.0000,0.0000,,4,United Kingdom|Netherlands|Austria,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,5967007LIEEXZX5PU005,Sparebanken Møre SPA,Norway,0.3169,0.0000,0.0019,0.0000,7,United Kingdom|Germany|United States,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,635400AKJBGNS5WNQL34,AIB Group plc,Ireland,0.3061,0.0000,0.0019,0.0000,15,United Kingdom|Netherlands|United States,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,724500973ODKK3IFQ447,Adyen N.V.,Netherlands,0.3036,0.0019,0.0019,1.0000,14,United Kingdom|United States|Belgium,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,724500A1FNICHSDF2I11,ASN Bank N.V.,Netherlands,0.3206,0.0000,0.0000,,8,United Kingdom|Germany|Austria,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,724500PMK2A2M1SQQ228,Triodos Bank N.V.,Netherlands,0.3230,0.0000,0.0001,0.0000,9,United Kingdom|Germany|Belgium,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,784F5XWPLTWKTBV3E584,Goldman Sachs Bank Europe SE,Germany,0.3028,0.0000,0.0002,0.0000,9,United Kingdom|Netherlands|France,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,81560087340FCB8D6D66,MEDIOCREDITO CENTRALE - BANCA DEL MEZZOGIORNO SPA,Italy,0.3416,0.0000,0.0019,0.0000,10,United Kingdom|Germany|United States,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,815600E4E6DCD2D25E30,BANCO BPM SOCIETA' PER AZIONI,Italy,0.4091,0.0000,0.0019,0.0000,10,United Kingdom|Netherlands|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,8I5DZWZKVSZI1NUHU748,J.P. Morgan SE,Germany,0.3362,0.0006,0.0019,0.2896,14,United Kingdom|Netherlands|United States,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,95980020140005220135,"Caja Rural de Granada, Sociedad Cooperativa de Crédito",Spain,0.3944,0.0000,0.0008,0.0000,7,United Kingdom|Netherlands|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,95980020140005881190,Banco de Crédito Social Cooperativo,Spain,0.3225,0.0000,0.0019,0.0000,10,United Kingdom|Netherlands|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,969500TJ5KRTCJQWXH05,CRÉDIT AGRICOLE AUTO BANK S.P.A.,Italy,0.4151,0.0000,0.0019,0.0000,11,United Kingdom|Germany|Czechia,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,9DJT3UXIJIZJI4WXO774,Bank of America Europe Designated Activity Company,Ireland,0.4255,0.0012,0.0019,0.6321,14,United Kingdom|Netherlands|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,9ZHRYM6F437SQJ6OUG95,Raiffeisen Bank International AG,Austria,0.3440,0.0001,0.0019,0.0287,14,Czechia|Hungary|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,A5GWLFH3KM7YV2SFQL84,Belfius Bank,Belgium,0.4219,0.0000,0.0019,0.0000,13,United Kingdom|Netherlands|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,B64D6Y3LBJS4ANNPCU93,NIBC Bank N.V.,Netherlands,0.3273,0.0000,0.0019,0.0000,9,United Kingdom|Germany|Belgium,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,BFXS5XCH7N0Y05NIXW11,ABN AMRO Bank N.V.,Netherlands,0.3560,0.0000,0.0019,0.0000,13,United Kingdom|Germany|United States,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,DSNHHQ2B9X5N6OUJ1236,Norddeutsche Landesbank - Girozentrale -,Germany,0.3664,0.0019,0.0019,1.0000,14,United Kingdom|Netherlands|Austria,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,DZZ47B9A52ZJ6LT6VV95,Deutsche Pfandbriefbank AG,Germany,0.3152,0.0000,0.0019,0.0000,12,United Kingdom|Netherlands|Austria,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,J4CP7MHCXR8DAQMKIL78,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A.,Italy,0.4030,0.0019,0.0019,1.0000,14,United Kingdom|Netherlands|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,MLU0ZO3ML4LN2LL2TL39,HSBC Continental Europe,France,0.3411,0.0013,0.0019,0.6556,14,Netherlands|United Kingdom|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,N747OI7JINV7RUUH6190,BPER Banca S.p.A.,Italy,0.3077,0.0000,0.0019,0.0000,10,Netherlands|United Kingdom|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,NHBDILHZTYCNBV5UYZ31,Svenska Handelsbanken - gruppen,Sweden,0.3495,0.0016,0.0019,0.8379,15,United Kingdom|Netherlands|United States,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,O2RNE8IBXP4R0TD8PU41,Société générale S.A.,France,0.4870,0.0000,0.0019,0.0001,14,Czechia|United Kingdom|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,P4GTT6GF1W40CVIMFR43,Powszechna Kasa Oszczednosci Bank Polski S.A.,Poland,0.4444,0.0000,0.0019,0.0001,14,Czechia|Netherlands|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,PQOH26KWDF7CG10L6792,"Česká spořitelna, a.s.",Czech,0.3758,0.0000,0.0019,0.0238,15,Czechia|Austria|Hungary,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,QLPCKOOKVX32FUELX240,Bank Polska Kasa Opieki S.A.,Poland,0.5156,0.0000,0.0019,0.0000,14,United Kingdom|Germany|Netherlands,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,RRUN0TCQ1K2JDV7MXO75,Oberbank AG,Austria,0.4392,0.0005,0.0018,0.2617,14,Czechia|Hungary|Germany,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,VDYMYTQGZZ6DU0912C88,Bayerische Landesbank,Germany,0.3641,0.0000,0.0019,0.0167,14,United Kingdom|Netherlands|Belgium,ja
2025-12-31,213800X3Q9LSAKRUWY91,"Československá obchodná banka, a.s.",Slovakia,WFLLPEPC7FZXENRZV188,THE BANK OF NEW YORK MELLON,Belgium,0.3811,0.0000,0.0019,0.0000,11,Netherlands|United Kingdom|Germany,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,5299003ONUYCE70HZ185,Banque Internationale à Luxembourg,Luxembourg,0.3828,0.0007,0.0622,0.0113,24,France|Germany|Spain,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,5299005OACOC1C1OFJ11,Raiffeisen-Landesbank Tirol AG,Austria,0.4216,0.0000,0.0007,0.0000,18,Germany|France|Sweden,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,5299007S3UH5RKUYDA52,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,0.3013,0.0002,0.0016,0.1025,22,France|Luxembourg|Sweden,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,529900FEID5L4H2T2L70,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,0.3524,0.0000,0.0067,0.0000,10,Germany|France|Sweden,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,529900NNUPAGGOMPXZ31,Volkswagen Financial Services AG,Germany,0.4001,0.0000,0.0000,,10,France|Spain|Poland,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,529900QYEJ2GYSWK1F08,RLB-Stmk Verbund eGen,Austria,0.4329,0.0000,0.0069,0.0000,18,Germany|France|Luxembourg,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,529900RWC8ZYB066JF16,Bank of Valletta Plc,Malta,0.5502,0.0033,0.0058,0.5647,22,Germany|France|Spain,nein
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,529900SXEWPJ1MRRX537,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,0.3920,0.0000,0.0044,0.0007,22,Germany|Poland|France,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,529900XSTAE561178282,Raiffeisenbankengruppe OÖ Verbund eGen,Austria,0.3476,0.0008,0.0133,0.0635,25,Germany|Poland|Luxembourg,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,5493006QMFDDMYWIAM13,"Banco Santander, S.A.",Spain,0.3049,0.0041,0.0622,0.0667,24,Germany|France|Poland,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,5493007BWYDPQZLZ0Y27,HYPO NOE Landesbank für Niederösterreich und Wien AG,Austria,0.4843,0.0000,0.0003,0.0000,18,Germany|France|Poland,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,549300DYPOFMXOR7XM56,Crelan,Belgium,0.3862,0.0016,0.0244,0.0640,24,Germany|France|Luxembourg,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,549300IQZVZ949N37S44,Euroclear Holding,Belgium,0.3270,0.0039,0.0622,0.0619,17,France|Spain|United Kingdom,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,549300L7YCATGO57ZE10,FINECOBANK BANCA FINECO S.P.A. (IN BREVE FINECOBANK S.P.A. OVVERO BANCA FINECO S.P.A. OVVERO FINECO BANCA S.P.A.),Italy,0.3132,0.0003,0.0160,0.0180,24,France|Germany|United Kingdom,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,549300LYFYVPUCG6SY25,"Banco Cooperativo Español, S.A.",Spain,0.4152,0.0000,0.0000,,12,Germany|France|Luxembourg,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,549300NYKK9MWM7GGW15,ING Groep N.V.,Netherlands,0.4360,0.0020,0.0622,0.0314,25,Germany|Poland|Spain,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,549300Q3OIWRHQUQM052,SpareBank 1 Sør-Norge,Norway,0.3867,0.0000,0.0014,0.0000,13,Germany|France|Sweden,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,549300TRUWO2CD2G5692,"UNICREDIT, SOCIETA' PER AZIONI",Italy,0.3464,0.0000,0.0278,0.0014,25,Germany|France|United Kingdom,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,635400F6HLXKXNJJX605,EXIM BANCA ROMANEASCA S.A.,Romania,0.3952,0.0000,0.0000,0.0000,14,Germany|France|Poland,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,724500A1FNICHSDF2I11,ASN Bank N.V.,Netherlands,0.4489,0.0000,0.0000,,9,Germany|France|United Kingdom,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,724500PMK2A2M1SQQ228,Triodos Bank N.V.,Netherlands,0.3607,0.0000,0.0001,0.4279,12,Spain|Germany|France,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,724500SF1CI8OD5AHI07,HCBG Holding B.V.,Netherlands,0.4436,0.0000,0.0622,0.0000,16,Germany|Spain|France,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,7437003B5WFBOIEFY714,OP Osuuskunta,Finland,0.3747,0.0002,0.0002,1.0000,21,Germany|France|Sweden,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,7437005892K69S3MW344,Säästöpankkiliitto osk,Finland,0.3669,0.0023,0.0023,1.0000,15,France|Germany|Spain,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,743700GC62JLHFBUND16,Aktia Bank Abp,Finland,0.3931,0.0043,0.0415,0.1048,21,Germany|France|Spain,ja
2025-12-31,254900NKYL22Y1SJAI75,FIMBank plc,Malta,743700PW2HDTPU3YRJ31,POP Pankkikeskus osk,Finland,0.3127,0.0006,0.0006,1.0000,15,France|Germany|Sweden,ja
