lei,scope,refPeriod,bank_name,country,institution_type,kredite_eur,npe_eur,npl_quote,forborne_performing_eur,vorstufe_quote,forborne_non_performing_eur,npf_quote,vorstufe_verhaeltnis,wb_npe_eur,wb_vorzeichen,deckungsquote,npl_unter_median,fruehwarnung
549300YW95G1VBBGGV07,CON,2025-12-31,"AS ""SEB banka""",Latvia,Large subsidiaries,4828226307.00,59121948.00,0.012245,106470419.00,0.022052,53842023.00,0.011152,1.8009,-12513893.00,negativ,0.211662,ja,ja
549300Z7V2WOFIMUEK50,CON,2025-12-31,UniCredit Bulbank AD,Bulgaria,Large subsidiaries,15382537706.30,394883125.60,0.025671,188346047.10,0.012244,185284894.00,0.012045,0.4770,-250329923.50,negativ,0.633934,nein,nein
549300ZEF3QWM810M319,IND,2025-12-31,Ziklo Bank AB,Sweden,Other highest EEA,3994431.40,34818.52,0.008717,6293.21,0.001575,2346.38,0.000587,0.1807,1200.59,positiv,0.034481,ja,nein
549300ZHFZ4CSK7VS460,CON,2025-12-31,Privredna Banka Zagreb d.d.,Croatia,Large subsidiaries,15753920420.44,319555106.98,0.020284,50765039.17,0.003222,66586705.07,0.004227,0.1589,-189782805.07,negativ,0.593897,ja,nein
549300ZK53CNGEEI6A29,IND,2025-12-31,J.P. Morgan SE,Germany,Large highest EEA,82092272506.00,201344804.17,0.002453,12654806.04,0.000154,115896408.15,0.001412,0.0629,-47704574.00,negativ,0.236930,ja,nein
5967007LIEEXZX51WW28,CON,2025-12-31,SPAREBANKEN ØST,Norway,Other highest EEA,3063424020.56,28273222.78,0.009229,21778082.61,0.007109,7648814.17,0.002497,0.7703,-7228696.88,negativ,0.255673,ja,nein
5967007LIEEXZX76AW36,CON,2025-12-31,OBOS-BANKEN AS,Norway,Other highest EEA,5673317841.93,10632364.60,0.001874,2124727.75,0.000375,1060522.41,0.000187,0.1998,-1002235.33,negativ,0.094263,ja,nein
5UMCZOEYKCVFAW8ZLO05,CON,2025-12-31,"National Bank of Greece, S.A.",Greece,Large highest EEA,42932000000.00,1229000000.00,0.028627,438000000.00,0.010202,381000000.00,0.008874,0.3564,-528000000.00,negativ,0.429618,nein,nein
635400AKJBGNS5WNQL34,CON,2025-12-31,AIB Group plc,Ireland,Large highest EEA,80256549914.33,1596186570.87,0.019889,790244100.48,0.009846,629774968.70,0.007847,0.4951,-478483114.08,negativ,0.299766,ja,nein
635400C8EK6DRI12LJ39,CON,2025-12-31,Bank of Ireland Group plc,Ireland,Large highest EEA,85823416049.93,1858660479.26,0.021657,1500911515.33,0.017488,1060824472.22,0.012361,0.8075,-636653507.39,negativ,0.342534,ja,nein
635400F6HLXKXNJJX605,IND,2025-12-31,EXIM BANCA ROMANEASCA S.A.,Romania,Large highest EEA,3243978.28,127857.69,0.039414,147340.79,0.045420,65426.82,0.020169,1.1524,-56958.54,negativ,0.445484,nein,nein
635400L14KNHZXPUZM19,CON,2025-12-31,Bank of Cyprus Holdings Public Limited Company,Ireland,Large highest EEA,12788727000.00,126768000.00,0.009912,286934137.00,0.022436,68488475.00,0.005355,2.2635,-70623178.00,negativ,0.557106,ja,ja
635400LCCIYHUL6ELA34,CON,2025-12-31,USB European (Holdings) Limited,Ireland,Other highest EEA,624323923.77,19877704.77,0.031839,,,,,,-255629.05,negativ,0.012860,nein,nein
724500973ODKK3IFQ447,CON,2025-12-31,Adyen N.V.,Netherlands,Other highest EEA,800239627.21,23631397.78,0.029530,,,,,,-6334492.12,negativ,0.268054,nein,nein
724500A1FNICHSDF2I11,CON,2025-12-31,ASN Bank N.V.,Netherlands,Large highest EEA,67585232350.00,556118374.00,0.008228,702406120.00,0.010393,232333250.00,0.003438,1.2631,-35986967.00,negativ,0.064711,ja,nein
724500AG21Z9GIJE4735,CON,2025-12-31,WP XII Financial Holdings Coöperatief U.A.,Netherlands,Other highest EEA,963581212.21,124534.15,0.000129,,,,,,-102038.50,negativ,0.819362,ja,nein
724500BICUQ0LF1AH770,CON,2025-12-31,Nationale-Nederlanden Bank N.V.,Netherlands,Other highest EEA,24505144609.00,101689749.00,0.004150,178505510.00,0.007284,52229574.00,0.002131,1.7554,-1443189.00,negativ,0.014192,ja,nein
724500D8WOYCL1BUCB80,CON,2025-12-31,Van Lanschot Kempen N.V.,Netherlands,Other highest EEA,9851502.76,86348.80,0.008765,1403.02,0.000142,13551.60,0.001376,0.0162,-17643.05,negativ,0.204323,ja,nein
724500JIWG886A9RRT57,CON,2025-12-31,RBS Holdings N.V.,Netherlands,Large highest EEA,2223175332.82,0.00,0.000000,,,,,,0.00,null,,ja,nein
724500M4G9AVEMHMV291,CON,2025-12-31,bunq Holding B.V.,Netherlands,Other highest EEA,2939570502.77,49264221.95,0.016759,3407748.64,0.001159,3799390.82,0.001292,0.0692,-23848008.41,negativ,0.484084,ja,nein
724500PMK2A2M1SQQ228,CON,2025-12-31,Triodos Bank N.V.,Netherlands,Other highest EEA,11961064744.98,331652244.34,0.027728,100932031.87,0.008438,145662551.20,0.012178,0.3043,-77038583.26,negativ,0.232287,nein,nein
724500SF1CI8OD5AHI07,CON,2025-12-31,HCBG Holding B.V.,Netherlands,Other highest EEA,1556914654.95,36240331.65,0.023277,2904703.76,0.001866,32684881.87,0.020993,0.0802,-9616525.33,negativ,0.265354,ja,nein
724500ZNT2I60RYZQI38,IND,2025-12-31,Anadolubank Nederland N.V.,Netherlands,Other highest EEA,966140969.08,4100462.58,0.004244,,,,,,-2578844.38,negativ,0.628915,ja,nein
7437003B5WFBOIEFY714,CON,2025-12-31,OP Osuuskunta,Finland,Large highest EEA,101661000000.00,2319000000.00,0.022811,2862000000.00,0.028152,1235000000.00,0.012148,1.2342,-383000000.00,negativ,0.165157,ja,nein
7437005892K69S3MW344,CON,2025-12-31,Säästöpankkiliitto osk,Finland,Other highest EEA,10780788241.17,313632687.09,0.029092,179007898.58,0.016604,118973111.28,0.011036,0.5708,-49266035.12,negativ,0.157082,nein,nein
7437006WYM821IJ3MN73,CON,2025-12-31,Ålandsbanken Abp,Finland,Other highest EEA,3826323363.00,60447365.00,0.015798,35213544.00,0.009203,25122658.00,0.006566,0.5825,-7013406.00,negativ,0.116025,ja,nein
743700FTBNXAUN57RH30,CON,2025-12-31,S-Pankki Oyj,Finland,Other highest EEA,9479900000.00,169500000.00,0.017880,239700000.00,0.025285,66200000.00,0.006983,1.4142,-21400000.00,negativ,0.126254,ja,nein
743700GC62JLHFBUND16,CON,2025-12-31,Aktia Bank Abp,Finland,Other highest EEA,7954459672.69,187355895.88,0.023554,283537127.18,0.035645,93865242.55,0.011800,1.5134,-36829751.97,negativ,0.196576,nein,nein
743700PW2HDTPU3YRJ31,CON,2025-12-31,POP Pankkikeskus osk,Finland,Other highest EEA,4977117644.95,199502729.98,0.040084,135458236.19,0.027216,94392536.35,0.018965,0.6790,-44243326.99,negativ,0.221768,nein,nein
7CUNS533WID6K7DGFI87,CON,2025-12-31,"CaixaBank, S.A.",Spain,Large highest EEA,396520817000.00,8176352000.00,0.020620,1781271000.00,0.004492,3385081000.00,0.008537,0.2179,-4794789000.00,negativ,0.586422,ja,nein
7LTWFZYICNSX8D621K86,CON,2025-12-31,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,Large highest EEA,756422292843.88,15637779006.34,0.020673,7345067173.07,0.009710,6790912671.57,0.008978,0.4697,-4894673698.63,negativ,0.313003,ja,nein
7LVZJ6XRIE7VNZ4UBX81,CON,2025-12-31,BANCA MEDIOLANUM S.P.A.,Italy,Large highest EEA,20142948009.00,288803182.00,0.014338,77212885.00,0.003833,60033023.00,0.002980,0.2674,-142917624.00,negativ,0.494862,ja,nein
7V6Z97IO7R1SEAO84Q32,CON,2025-12-31,SpareBank 1 SMN,Norway,Other highest EEA,23418649605.26,222856287.94,0.009516,109499871.92,0.004676,27847672.28,0.001189,0.4913,222856287.94,positiv,1.000000,ja,nein
81560017C4A61A529235,IND,2025-12-31,CASSA DI RISPARMIO DI FERMO S.P.A. (IN FORMA ABBREVIATA CARIFERMO S.P.A.),Italy,Other highest EEA,1355496289.00,36906880.00,0.027228,13318162.00,0.009825,10129543.00,0.007473,0.3609,-24644664.00,negativ,0.667753,nein,nein
81560027D07F9BDB8436,CON,2025-12-31,CASSA DI RISPARMIO DI ASTI S.P.A. (IN FORMA ABBREVIATA BANCA C.R. ASTI S.P.A.),Italy,Other highest EEA,7621913982.00,324041532.00,0.042514,73136871.00,0.009596,87013301.00,0.011416,0.2257,-145261511.00,negativ,0.448281,nein,nein
81560035485BD7DB3590,IND,2025-12-31,BANCO DI CREDITO P.AZZOAGLIO - S.P.A.,Italy,Other highest EEA,1392765082.00,54207424.00,0.038921,,,,,,-22978053.00,negativ,0.423891,nein,nein
8156003A4FB445454553,CON,2025-12-31,CASSA DI RISPARMIO DI BOLZANO S.P.A. - SUDTIROLER SPARKASSE AG,Italy,Other highest EEA,9995939037.00,351554855.00,0.035170,164484191.00,0.016455,201838381.00,0.020192,0.4679,-165229260.00,negativ,0.469996,nein,nein
8156003D79D064FB5360,IND,2025-12-31,CASSA LOMBARDA - S.P.A.,Italy,,485688148.00,5992667.00,0.012339,1642579.00,0.003382,,,0.2741,-2591208.00,negativ,0.432396,ja,nein
8156004BBB6E6B9B6F10,IND,2025-12-31,BANCA POPOLARE DI PUGLIA E BASILICATA - SOCIETA' COOPERATIVA PER AZIONI,Italy,Other highest EEA,2291440478.00,72685370.00,0.031720,16062315.00,0.007010,13791254.00,0.006019,0.2210,41116342.00,positiv,0.565676,nein,nein
8156005420362AE59184,CON,2025-12-31,BANCA IFIS S.P.A. (OVVERO IFIS BANCA S.P.A. O IN FORMA ABBREVIATA IFIS S.P.A.),Italy,Other highest EEA,12717734467.00,2633674768.00,0.207087,234893553.00,0.018470,561068499.00,0.044117,0.0892,-230763197.00,negativ,0.087620,nein,nein
8156005C22D0BF134C40,IND,2025-12-31,BANCA POPOLARE PUGLIESE - SOCIETA' COOPERATIVA PER AZIONI,Italy,Other highest EEA,3460568.00,170654.00,0.049314,27493.00,0.007945,30802.00,0.008901,0.1611,-73374.00,negativ,0.429958,nein,nein
81560064085A02B2B297,CON,2025-12-31,MEDIOCREDITO CENTRALE - BANCA DEL MEZZOGIORNO SPA,Italy,Other highest EEA,9273756364.00,325411829.00,0.035090,77736527.00,0.008382,85555131.00,0.009226,0.2389,-117794419.00,negativ,0.361986,nein,nein
815600722FAEE18D6013,CON,2025-12-31,BANCA DEL FUCINO S.P.A.,Italy,Other highest EEA,2948410334.00,178605604.00,0.060577,37093092.00,0.012581,22086098.00,0.007491,0.2077,-50960668.00,negativ,0.285325,nein,nein
8156007C053DC07AC307,IND,2025-12-31,CREDITO LOMBARDO VENETO S.P.A.,Italy,Other highest EEA,236919353.00,25834602.00,0.109044,3605165.00,0.015217,4403092.00,0.018585,0.1395,-14868869.00,negativ,0.575541,nein,nein
8156007D348794DB1690,CON,2025-12-31,CRÉDIT AGRICOLE ITALIA S.P.A.,Italy,Large subsidiaries,73220959648.00,1913669510.00,0.026136,548755422.00,0.007495,699260670.00,0.009550,0.2868,-1192372712.00,negativ,0.623082,nein,nein
815600848DEFE160E913,CON,2025-12-31,IBL ISTITUTO BANCARIO DEL LAVORO S.P.A. (IN FORMA ABBREVIATA IBL BANCA),Italy,Other highest EEA,5222931227.00,588618648.00,0.112699,4653280.00,0.000891,8816010.00,0.001688,0.0079,-140327111.00,negativ,0.238401,nein,nein
8156008B43CE788F4932,CON,2025-12-31,BANCA AGRICOLA POPOLARE DI SICILIA SOCIETA' COOPERATIVA PER AZIONI,Italy,Other highest EEA,3012425263.00,75706366.00,0.025131,58129561.00,0.019297,22248319.00,0.007386,0.7678,-51841051.00,negativ,0.684765,nein,nein
8156008FC57F3F707049,CON,2025-12-31,ENTE CAMBIANO SOCIETA' COOPERATIVA PER AZIONI,Italy,Other highest EEA,3149168654.00,250745194.00,0.079623,45929722.00,0.014585,67974986.00,0.021585,0.1832,-111948470.00,negativ,0.446463,nein,nein
815600903231FA2E7698,CON,2025-12-31,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,Other highest EEA,3721333293.00,58416666.00,0.015698,7090619.00,0.001905,1182350.00,0.000318,0.1214,-19969692.00,negativ,0.341849,ja,nein
8156009F9B6BB7745A32,CON,2025-12-31,PRIVATA HOLDING S.R.L.,Italy,Other highest EEA,442936.21,77551.25,0.175084,9254.46,0.020893,11371.57,0.025673,0.1193,-24622.14,negativ,0.317495,nein,nein
815600A32DA05F693F24,CON,2025-12-31,LA CASSA DI RAVENNA S.P.A.,Italy,Other highest EEA,3950710966.00,83052441.00,0.021022,38964314.00,0.009863,31308229.00,0.007925,0.4692,-49359343.00,negativ,0.594315,ja,nein
815600AD83B2B6317788,CON,2025-12-31,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,Large highest EEA,40944898013.00,614723120.00,0.015013,58834764.00,0.001437,180332535.00,0.004404,0.0957,-363717229.00,negativ,0.591677,ja,nein
815600B43BECA3919584,IND,2025-12-31,BANCA PROMOS S.P.A.,Italy,Other highest EEA,5330677.00,1495009.00,0.280454,22153.00,0.004156,31640.00,0.005935,0.0148,-697840.00,negativ,0.466780,nein,nein
815600B6B356EC776E54,IND,2025-12-31,CASSA DI RISPARMIO DI VOLTERRA S.P.A.,Italy,Other highest EEA,1279292448.42,58472075.27,0.045707,38629004.50,0.030196,19294124.46,0.015082,0.6606,-28160475.22,negativ,0.481606,nein,nein
815600BEE9123CD92E12,CON,2025-12-31,BANCA VALSABBINA SOCIETA' COOPERATIVA PER AZIONI (IN BREVE LA VALSABBINA),Italy,Other highest EEA,4318421559.00,160622392.00,0.037195,46257295.00,0.010712,34073565.00,0.007890,0.2880,-85415266.00,negativ,0.531777,nein,nein
815600DDCE9083CAC598,IND,2025-12-31,MEDIOBANCA PREMIER S.P.A.,Italy,Large subsidiaries,31280038768.00,135272408.00,0.004325,39493977.00,0.001263,21521433.00,0.000688,0.2920,-78601589.00,negativ,0.581062,ja,nein
815600E4E6DCD2D25E30,CON,2025-12-31,BANCO BPM SOCIETA' PER AZIONI,Italy,Large highest EEA,105119327000.00,2444127000.00,0.023251,1223534000.00,0.011639,876141000.00,0.008335,0.5006,-1113507000.00,negativ,0.455585,ja,nein
815600F24AE25C9D1B94,CON,2025-12-31,MAURIZIO SELLA - SOCIETA' IN ACCOMANDITA PER AZIONI,Italy,Other highest EEA,13563452985.00,348309729.00,0.025680,65305485.00,0.004815,58589013.00,0.004320,0.1875,-186695848.00,negativ,0.536005,nein,nein
815600FDD3EB3EA03194,CON,2025-12-31,BANCA POPOLARE DEL LAZIO SOCIETA' COOPERATIVA,Italy,Other highest EEA,2008036366.00,80730074.00,0.040203,12709950.00,0.006330,19162850.00,0.009543,0.1574,-38104210.00,negativ,0.471995,nein,nein
851WYGNLUQLFZBSYGB56,CON,2025-12-31,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,373821374779.79,5033296064.61,0.013464,1957579916.73,0.005237,2492637716.77,0.006668,0.3889,-2121951046.06,negativ,0.421583,ja,nein
894500N55FUZ70ZQ1784,CON,2025-12-31,Green Opera Finance Invest AB,Sweden,Other highest EEA,5336765.67,374968.66,0.070261,221712.25,0.041544,102920.43,0.019285,0.5913,-68241.42,negativ,0.181992,nein,nein
8IBZUGJ7JPLH368JE346,IND,2025-12-31,Goldman Sachs Bank Europe SE,Germany,Large highest EEA,48775722696.66,96088953.41,0.001970,0.00,0.000000,28851537.04,0.000592,0.0000,-27297473.20,negativ,0.284085,ja,nein
95980020140005012943,CON,2025-12-31,"Caja Rural de Aragón, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,3212955052.00,115281921.00,0.035880,25197470.00,0.007842,31511194.00,0.009808,0.2186,-68000143.00,negativ,0.589860,nein,nein
95980020140005219553,IND,2025-12-31,"Caja Rural de Asturias, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,4265324760.00,79302885.00,0.018592,25961918.00,0.006087,29859802.00,0.007001,0.3274,-28585334.00,negativ,0.360458,ja,nein
95980020140005220135,IND,2025-12-31,"Caja Rural de Granada, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,5337094597.00,92063537.00,0.017250,52194164.00,0.009780,35245824.00,0.006604,0.5669,-51865921.00,negativ,0.563371,ja,nein
95980020140005375335,CON,2025-12-31,"Caja Rural del Sur, S. Coop. de Crédito",Spain,Other highest EEA,8165230804.00,158256849.00,0.019382,80235807.00,0.009827,55579954.00,0.006807,0.5070,-67970186.00,negativ,0.429493,ja,nein
95980020140005439549,IND,2025-12-31,"Caja Rural de Navarra, S. Coop. de Crédito",Spain,Other highest EEA,10438642841.00,230585662.00,0.022090,128472889.00,0.012307,89804186.00,0.008603,0.5572,,,,nein,nein
95980020140005484654,CON,2025-12-31,"Caja Rural de Albacete, Ciudad Real y Cuenca, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,5505381379.00,154365924.00,0.028039,81101631.00,0.014731,69869118.00,0.012691,0.5254,-83811094.00,negativ,0.542938,nein,nein
95980020140005552166,CON,2025-12-31,"Eurocaja Rural, Sociedad Cooperativa de Crédito",Spain,Other highest EEA,6821085880.00,111539584.00,0.016352,13358059.00,0.001958,22177919.00,0.003251,0.1198,-33966445.00,negativ,0.304524,ja,nein
95980020140005658381,IND,2025-12-31,"Aresbank, S.A.",Spain,Other highest EEA,733275239.00,14635733.00,0.019959,,,,,,-955648.00,negativ,0.065296,nein,nein
95980020140005881190,CON,2025-12-31,Banco de Crédito Social Cooperativo,Spain,Large highest EEA,43463815522.00,838820313.00,0.019299,461855568.00,0.010626,282499937.00,0.006500,0.5506,-448164239.00,negativ,0.534279,ja,nein
959800LQ598A5RQASA61,CON,2025-12-31,"Banca March, S.A.",Spain,Other highest EEA,9256850011.00,109648325.00,0.011845,38505469.00,0.004160,45338394.00,0.004898,0.3512,-42551030.00,negativ,0.388068,ja,nein
959800R86KE31EAVRC30,CON,2025-12-31,LIBERTY PARTNERS S.L.U.,Spain,Other highest EEA,677365000.00,20401000.00,0.030118,,,,,,10533000.00,positiv,0.516298,nein,nein
959800VHSP2QBPNRF210,IND,2025-12-31,"Bank of Africa Europe, S.A.",Spain,Other highest EEA,478089198.00,350443.00,0.000733,,,181748.00,0.000380,,-321528.00,negativ,0.917490,ja,nein
96950001WI712W7PQG45,CON,2025-12-31,RCI Banque,France,Large highest EEA,62902982785.00,1365714297.00,0.021711,120018065.00,0.001908,103388114.00,0.001644,0.0879,-747891807.00,negativ,0.547620,ja,nein
9695000CG7B84NLR5984,CON,2025-12-31,Confédération Nationale du Crédit Mutuel,France,Large highest EEA,762659703076.98,20876095155.22,0.027373,3331079061.09,0.004368,6460429508.50,0.008471,0.1596,-9496165081.79,negativ,0.454882,nein,nein
9695002JOWSRCLLLNY11,CON,2025-12-31,Edmond de Rothschild (France),France,Other highest EEA,2221580223.64,10675213.00,0.004805,0.00,0.000000,0.00,0.000000,0.0000,-563880.25,negativ,0.052821,ja,nein
9695002K2HDLD20JU790,CON,2025-12-31,AGENCE FRANCE LOCALE - SOCIETE TERRITORIALE,France,Other highest EEA,9546186853.65,191000.00,0.000020,71954884.27,0.007538,30000.00,0.000003,376.7271,-2.28,negativ,0.000012,ja,nein
96950041VJ1QP0B69503,CON,2025-12-31,Crédit mutuel Arkéa,France,Large subsidiaries,109309487000.00,2093055000.00,0.019148,488152000.00,0.004466,670580000.00,0.006135,0.2332,-946324000.00,negativ,0.452126,ja,nein
9695007EQZDL89LUW373,CON,2025-12-31,Banque Banorient France,France,Other highest EEA,1270550887.64,44776931.02,0.035242,402324.00,0.000317,,,0.0090,-39541626.93,negativ,0.883080,nein,nein
969500A9SZ8YP1810S21,CON,2025-12-31,Caisse d'épargne et de prévoyance Aquitaine Poitou-Charentes,France,Large subsidiaries,35832064875.04,676625035.04,0.018883,71769352.88,0.002003,165108819.38,0.004608,0.1061,-266974334.99,negativ,0.394568,ja,nein
969500CJCTMI93QJKK89,CON,2025-12-31,Axa banque,France,Other highest EEA,9429360186.34,275579728.64,0.029226,,,,,,-87140302.98,negativ,0.316207,nein,nein
969500EVOBAGHKZEXA33,CON,2025-12-31,Banque populaire Alsace Lorraine Champagne,France,Large subsidiaries,32096383000.01,880188072.39,0.027423,96919866.06,0.003020,260355492.87,0.008112,0.1101,-413494030.07,negativ,0.469779,nein,nein
969500EYG6U339D3TI84,CON,2025-12-31,Crédit Foncier de France,France,Large subsidiaries,60688295999.81,1451592279.64,0.023919,718171717.33,0.011834,1085435736.76,0.017885,0.4947,-246294001.03,negativ,0.169672,nein,nein
969500F3KYDJBFS4XM73,IND,2025-12-31,Bank Audi France,France,Other highest EEA,578452898.15,21380086.79,0.036961,3071101.72,0.005309,342116.58,0.000591,0.1436,-20348127.06,negativ,0.951733,nein,nein
969500JJWO4PQG0R1C58,CON,2025-12-31,CAISSE D'EPARGNE ET DE PREVOYANCE GRAND EST EUROPE,France,Large subsidiaries,35518389000.00,615908000.00,0.017341,55787084.04,0.001571,170237570.02,0.004793,0.0906,-210329000.00,negativ,0.341494,ja,nein
969500JM7VIGQIPZOL49,CON,2025-12-31,BANQUE POPULAIRE AUVERGNE RHONE ALPES,France,Large subsidiaries,47364000000.00,1047000000.00,0.022105,94000000.00,0.001985,275000000.00,0.005806,0.0898,-458000000.00,negativ,0.437440,ja,nein
969500LFTDNMONT2EP08,CON,2025-12-31,Caisse fédérale de crédit mutuel,France,Large subsidiaries,623707228246.00,18259347154.00,0.029276,2760787061.00,0.004426,5628850509.00,0.009025,0.1512,-8309737081.00,negativ,0.455095,nein,nein
969500SJXM8MW32ZVG75,CON,2025-12-31,Caisse d'épargne et de prévoyance Bretagne-Pays de Loire,France,Large subsidiaries,40354244874.44,595875155.25,0.014766,67483997.81,0.001672,161767307.13,0.004009,0.1133,-215295127.76,negativ,0.361309,ja,nein
969500STN7T9MRUMJ267,CON,2025-12-31,Bpifrance,France,Large highest EEA,59692551000.00,4028929993.44,0.067495,351305589.73,0.005885,1314805253.78,0.022026,0.0872,-959973085.46,negativ,0.238270,nein,nein
969500TU5ZMYBIWP0R51,CON,2025-12-31,Caisse d'Epargne CEPAC,France,Large subsidiaries,45009145000.00,826631861.24,0.018366,133833199.85,0.002973,241462951.73,0.005365,0.1619,-314129584.68,negativ,0.380011,ja,nein
969500VHT1ZNPVWOYF63,CON,2025-12-31,BNP Paribas Personal Finance,France,Large subsidiaries,88295617460.00,3945127752.00,0.044681,901225282.00,0.010207,1883624165.00,0.021333,0.2284,-1980622343.00,negativ,0.502043,nein,nein
969500VR2NA6ANMTXH21,CON,2025-12-31,Caisse d'épargne et de prévoyance de Rhône Alpes,France,Large subsidiaries,48174581374.89,821028286.04,0.017043,171320164.86,0.003556,195919200.04,0.004067,0.2087,-292012649.51,negativ,0.355667,ja,nein
969500W34S6NCZWYBV47,CON,2025-12-31,Caisse d'épargne et de prévoyance Ile-de-France,France,Large subsidiaries,100751936145.92,2187536695.97,0.021712,251912712.32,0.002500,652983618.33,0.006481,0.1152,-706300407.44,negativ,0.322875,ja,nein
969500W8SBCXNX1DG443,CON,2025-12-31,Banque populaire Rives de Paris,France,Large subsidiaries,30823545846.11,896763960.42,0.029093,83835138.60,0.002720,179650921.63,0.005828,0.0935,-387926072.96,negativ,0.432584,nein,nein
969500WFZ7C2IBN9TB80,CON,2025-12-31,Banque populaire Grand Ouest,France,Large subsidiaries,36042972000.00,911889175.51,0.025300,47985000.00,0.001331,156999000.00,0.004356,0.0526,-423259000.00,negativ,0.464156,nein,nein
984500ADEE3DE4F14F51,IND,2025-12-31,Kompasbank A/S,Denmark,Other highest EEA,173936313.43,21038331.58,0.120954,0.00,0.000000,15460137.58,0.088884,0.0000,5947847.42,positiv,0.282715,nein,nein
984500E4D07499C10435,CON,2025-12-31,TBI FINANCIAL SERVICES B.V.,Netherlands,Other highest EEA,1655.76,112.92,0.068201,2.51,0.001515,3.97,0.002396,0.0222,-53.14,negativ,0.470581,nein,nein
9CZ7TVMR36CYD5TZBS50,CON,2025-12-31,Banque Internationale à Luxembourg,Luxembourg,Large highest EEA,18240982748.00,711333277.00,0.038996,249825952.00,0.013696,280266773.00,0.015365,0.3512,-197291077.00,negativ,0.277354,nein,nein
9KOGW2C2FCIOJQ7FF485,CON,2025-12-31,"Česká spořitelna, a.s.",Czech,Large subsidiaries,63098736745.48,773514992.63,0.012259,156164027.50,0.002475,184442421.67,0.002923,0.2019,-480508911.26,negativ,0.621202,ja,nein
9ZHRYM6F437SQJ6OUG95,CON,2025-12-31,Raiffeisen Bank International AG,Austria,Large highest EEA,120409750883.01,3287587854.06,0.027303,578877660.79,0.004808,1220783429.31,0.010139,0.1761,-1503692973.44,negativ,0.457385,nein,nein
A5GWLFH3KM7YV2SFQL84,CON,2025-12-31,Belfius Bank,Belgium,Large highest EEA,124768293195.00,2706016711.00,0.021688,987559568.00,0.007915,615727029.00,0.004935,0.3649,-1279714830.00,negativ,0.472915,ja,nein
AT0000000000043000VB,CON,2025-12-31,VOLKSBANK WIEN AG VB,Austria,Large highest EEA,24305271000.00,1502623000.00,0.061823,621853000.00,0.025585,714147000.00,0.029382,0.4138,-454451000.00,negativ,0.302438,nein,nein
B64D6Y3LBJS4ANNPCU93,CON,2025-12-31,NIBC Bank N.V.,Netherlands,Other highest EEA,18323300205.00,251836592.00,0.013744,255706229.00,0.013955,177617491.00,0.009694,1.0154,-64528601.00,negativ,0.256232,ja,nein
BB3BGO3LCED63R8R9R41,CON,2025-12-31,BANK POLSKIEJ SPOLDZIELCZOSCI S.A.,Poland,Large highest EEA,1667904890.24,172528040.36,0.103440,9718865.07,0.005827,61412897.14,0.036820,0.0563,-99505419.37,negativ,0.576749,nein,nein
BFXS5XCH7N0Y05NIXW11,CON,2025-12-31,ABN AMRO Bank N.V.,Netherlands,Large highest EEA,307854011189.00,5533977696.00,0.017976,2612452747.00,0.008486,2150611137.00,0.006986,0.4721,-937911659.00,negativ,0.169482,ja,nein
CXUHEGU3MADZ2CEV7C11,CON,2025-12-31,Eurobank Limited,Cyprus,Large subsidiaries,11100024915.00,187883603.00,0.016926,113372736.00,0.010214,67006095.00,0.006037,0.6034,-94985892.00,negativ,0.505557,ja,nein
D1HEB8VEU6D9M8ZUXG17,CON,2025-12-31,UniCredit Bank Austria AG,Austria,Large subsidiaries,71537308000.00,2069880000.00,0.028934,630574000.00,0.008815,839554000.00,0.011736,0.3046,-684478000.00,negativ,0.330685,nein,nein
DIZES5CFO5K3I5R58746,CON,2025-12-31,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,126359349945.28,3718367627.43,0.029427,1421589609.25,0.011250,2447922315.86,0.019373,0.3823,-1073903157.12,negativ,0.288810,nein,nein
DSNHHQ2B9X5N6OUJ1236,CON,2025-12-31,Norddeutsche Landesbank - Girozentrale -,Germany,Large highest EEA,88644636823.66,1921039773.44,0.021671,2219704389.12,0.025040,1156183218.48,0.013043,1.1555,-443894088.68,negativ,0.231070,ja,nein
DZZ47B9A52ZJ6LT6VV95,CON,2025-12-31,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,31870079835.00,2405214429.00,0.075469,2202240544.00,0.069101,2210764783.00,0.069368,0.9156,-814299045.00,negativ,0.338556,nein,nein
EQYXK86SF381Q21S3020,IND,2025-12-31,Bank of America Europe Designated Activity Company,Ireland,Large highest EEA,56269874271.68,444368263.13,0.007897,170880807.43,0.003037,399701470.97,0.007103,0.3845,-70486649.49,negativ,0.158622,ja,nein
F0HUI1NY1AZMJMD8LP67,CON,2025-12-31,HSBC Continental Europe,France,Large highest EEA,76187000000.00,1361000000.00,0.017864,899000000.00,0.011800,771000000.00,0.010120,0.6605,-454000000.00,negativ,0.333578,ja,nein
