entityID,lei,scope,refPeriod,bank_name,country,institution_type,deklaration,n_deklariert,n_offengelegt,n_ausgelassen,quote_roh,n_erwartbar,n_gegen_erwartung,quote_gegen_erwartung,n_art432_2,n_uneinheitlich,n_untypisch,n_false_mit_daten,n_true_ohne_daten,n_signatur_geteilt,templates_gegen_erwartung
rs:959800LQ598A5RQASA61.CON,959800LQ598A5RQASA61,CON,2025-09-30,"Banca March, S.A.",Spain,Other highest EEA,stimmig,8,2,6,0.75,0,0,,0,0,0,0,1,0,
rs:959800LQ598A5RQASA61.CON,959800LQ598A5RQASA61,CON,2025-12-31,"Banca March, S.A.",Spain,Other highest EEA,stimmig,81,76,5,0.0617,10,0,0.0,0,41,30,0,27,0,
rs:959800LQ598A5RQASA61.CON,959800LQ598A5RQASA61,CON,2026-03-31,"Banca March, S.A.",Spain,Other highest EEA,stimmig,8,2,6,0.75,0,0,,0,0,0,0,1,0,
rs:959800R86KE31EAVRC30.CON,959800R86KE31EAVRC30,CON,2025-12-31,LIBERTY PARTNERS S.L.U.,Spain,Other highest EEA,stimmig,78,27,51,0.6538,9,1,0.1111,0,39,30,0,0,14,80.00
rs:959800VHSP2QBPNRF210.IND,959800VHSP2QBPNRF210,IND,2025-12-31,"Bank of Africa Europe, S.A.",Spain,Other highest EEA,stimmig,84,18,66,0.7857,10,0,0.0,0,44,30,0,0,0,
rs:96950001WI712W7PQG45.CON,96950001WI712W7PQG45,CON,2025-06-30,RCI Banque,France,Large highest EEA,stimmig,94,58,36,0.383,22,1,0.0455,0,38,34,0,0,2,71.00
rs:96950001WI712W7PQG45.CON,96950001WI712W7PQG45,CON,2025-12-31,RCI Banque,France,Large highest EEA,stimmig,94,56,38,0.4043,40,4,0.1,0,48,6,0,2,0,21.02|42.00|90.01|91.00
rs:9695000CG7B84NLR5984.CON,9695000CG7B84NLR5984,CON,2025-06-30,Confédération Nationale du Crédit Mutuel,France,Large highest EEA,stimmig,76,8,68,0.8947,16,10,0.625,1,34,26,0,1,6,02.00|24.00|25.00|60.00|66.01|70.00|71.00|72.00|73.00|74.00
rs:9695000CG7B84NLR5984.CON,9695000CG7B84NLR5984,CON,2025-12-31,Confédération Nationale du Crédit Mutuel,France,Large highest EEA,stimmig,114,114,0,0.0,44,0,0.0,0,49,6,0,23,0,
rs:9695002JOWSRCLLLNY11.CON,9695002JOWSRCLLLNY11,CON,2025-12-31,Edmond de Rothschild (France),France,Other highest EEA,stimmig,76,15,61,0.8026,8,0,0.0,0,38,30,0,0,0,
rs:9695002K2HDLD20JU790.CON,9695002K2HDLD20JU790,CON,2025-06-30,AGENCE FRANCE LOCALE - SOCIETE TERRITORIALE,France,Other highest EEA,stimmig,55,1,54,0.9818,1,0,0.0,0,0,54,0,0,0,
rs:9695002K2HDLD20JU790.CON,9695002K2HDLD20JU790,CON,2025-12-31,AGENCE FRANCE LOCALE - SOCIETE TERRITORIALE,France,Other highest EEA,stimmig,78,41,37,0.4744,9,0,0.0,0,39,30,0,1,0,
rs:96950041VJ1QP0B69503.CON,96950041VJ1QP0B69503,CON,2025-06-30,Crédit mutuel Arkéa,France,Large subsidiaries,stimmig,86,43,43,0.5,10,0,0.0,0,45,31,0,3,0,
rs:96950041VJ1QP0B69503.CON,96950041VJ1QP0B69503,CON,2025-09-30,Crédit mutuel Arkéa,France,Large subsidiaries,stimmig,55,5,50,0.9091,3,0,0.0,0,7,45,0,1,0,
rs:96950041VJ1QP0B69503.CON,96950041VJ1QP0B69503,CON,2025-12-31,Crédit mutuel Arkéa,France,Large subsidiaries,stimmig,91,59,32,0.3516,24,0,0.0,0,42,25,0,3,0,
rs:96950041VJ1QP0B69503.CON,96950041VJ1QP0B69503,CON,2026-03-31,Crédit mutuel Arkéa,France,Large subsidiaries,stimmig,54,5,49,0.9074,3,0,0.0,0,7,44,0,1,0,
rs:9695007EQZDL89LUW373.CON,9695007EQZDL89LUW373,CON,2025-12-31,Banque Banorient France,France,Other highest EEA,stimmig,76,13,63,0.8289,8,0,0.0,0,38,30,0,0,0,
rs:969500A3Y5KTGJEMDZ32.CON,969500A3Y5KTGJEMDZ32,CON,2026-03-31,Caisse régionale de crédit agricole mutuel du Languedoc,France,Large subsidiaries,stimmig,54,5,49,0.9074,3,0,0.0,0,7,44,0,0,0,
rs:969500A4IPKVUBH3CA90.CON,969500A4IPKVUBH3CA90,CON,2025-12-31,Banque Delubac et Cie,France,Other highest EEA,stimmig,55,1,54,0.9818,4,3,0.75,2,25,26,0,0,0,60.00|66.01|66.02
rs:969500A9SZ8YP1810S21.CON,969500A9SZ8YP1810S21,CON,2025-12-31,Caisse d'épargne et de prévoyance Aquitaine Poitou-Charentes,France,Large subsidiaries,stimmig,71,16,55,0.7746,18,6,0.3333,1,35,18,0,2,0,21.02|60.00|66.01|70.00|71.00|72.00
rs:969500AGACQ54Q3UF243.CON,969500AGACQ54Q3UF243,CON,2025-06-30,Caisse régionale de crédit agricole mutuel de Centre France - Crédit agricole  Centre France (3ème du nom),France,Large subsidiaries,stimmig,68,5,63,0.9265,4,0,0.0,0,41,23,0,0,0,
rs:969500B5DNR7Q1ACGD23.CON,969500B5DNR7Q1ACGD23,CON,2026-03-31,Caisse régionale de crédit agricole mutuel Atlantique Vendée,France,Large subsidiaries,stimmig,54,5,49,0.9074,3,0,0.0,0,7,44,0,0,0,
rs:969500CJCTMI93QJKK89.CON,969500CJCTMI93QJKK89,CON,2025-12-31,Axa banque,France,Other highest EEA,stimmig,76,11,65,0.8553,8,1,0.125,0,38,30,0,2,14,80.00
rs:969500EVOBAGHKZEXA33.CON,969500EVOBAGHKZEXA33,CON,2025-12-31,Banque populaire Alsace Lorraine Champagne,France,Large subsidiaries,stimmig,76,27,49,0.6447,21,0,0.0,0,37,18,0,1,0,
rs:969500EYG6U339D3TI84.CON,969500EYG6U339D3TI84,CON,2025-06-30,Crédit Foncier de France,France,Large subsidiaries,stimmig,71,18,53,0.7465,6,1,0.1667,0,34,31,0,0,11,61.00
rs:969500EYG6U339D3TI84.CON,969500EYG6U339D3TI84,CON,2025-12-31,Crédit Foncier de France,France,Large subsidiaries,stimmig,76,20,56,0.7368,21,2,0.0952,0,37,18,0,0,0,71.00|74.00
rs:969500F3KYDJBFS4XM73.IND,969500F3KYDJBFS4XM73,IND,2025-12-31,Bank Audi France,France,Other highest EEA,stimmig,84,18,66,0.7857,10,0,0.0,0,44,30,0,6,0,
rs:969500FF9M4SBM5VHR15.CON,969500FF9M4SBM5VHR15,CON,2025-09-30,Caisse régionale de crédit agricole mutuel Nord de France,France,Large subsidiaries,stimmig,55,4,51,0.9273,3,0,0.0,0,7,45,0,0,0,
rs:969500FF9M4SBM5VHR15.CON,969500FF9M4SBM5VHR15,CON,2026-03-31,Caisse régionale de crédit agricole mutuel Nord de France,France,Large subsidiaries,stimmig,54,5,49,0.9074,3,0,0.0,0,7,44,0,0,0,
rs:969500FYEXW795NPJO79.CON,969500FYEXW795NPJO79,CON,2026-03-31,Caisse régionale de crédit agricole mutuel Brie Picardie,France,Large subsidiaries,stimmig,54,4,50,0.9259,3,0,0.0,0,7,44,0,0,0,
rs:969500GVS02SJYG9S632.CON,969500GVS02SJYG9S632,CON,2025-12-31,Carrefour banque,France,Other highest EEA,stimmig,78,76,2,0.0256,9,0,0.0,0,39,30,0,36,0,
rs:969500JJWO4PQG0R1C58.CON,969500JJWO4PQG0R1C58,CON,2025-12-31,CAISSE D'EPARGNE ET DE PREVOYANCE GRAND EST EUROPE,France,Large subsidiaries,stimmig,76,28,48,0.6316,21,0,0.0,0,37,18,0,0,0,
rs:969500JM7VIGQIPZOL49.CON,969500JM7VIGQIPZOL49,CON,2025-12-31,BANQUE POPULAIRE AUVERGNE RHONE ALPES,France,Large subsidiaries,stimmig,76,27,49,0.6447,21,0,0.0,0,37,18,0,0,0,
rs:969500LFTDNMONT2EP08.CON,969500LFTDNMONT2EP08,CON,2025-06-30,Caisse fédérale de crédit mutuel,France,Large subsidiaries,stimmig,86,58,28,0.3256,10,0,0.0,0,45,31,0,17,0,
rs:969500LFTDNMONT2EP08.CON,969500LFTDNMONT2EP08,CON,2025-09-30,Caisse fédérale de crédit mutuel,France,Large subsidiaries,stimmig,55,9,46,0.8364,3,0,0.0,0,7,45,0,5,0,
rs:969500LFTDNMONT2EP08.CON,969500LFTDNMONT2EP08,CON,2025-12-31,Caisse fédérale de crédit mutuel,France,Large subsidiaries,stimmig,91,91,0,0.0,24,0,0.0,0,42,25,0,30,0,
rs:969500LFTDNMONT2EP08.CON,969500LFTDNMONT2EP08,CON,2026-03-31,Caisse fédérale de crédit mutuel,France,Large subsidiaries,stimmig,54,10,44,0.8148,3,0,0.0,0,7,44,0,6,0,
rs:969500O971S0I6U24G84.CON,,,2025-12-31,,,,stimmig,55,0,55,1.0,0,0,,0,0,0,0,0,0,
rs:969500ORP9FTJYI28L37.CON,969500ORP9FTJYI28L37,CON,2025-06-30,Caisse régionale de crédit agricole mutuel des Savoie,France,Large subsidiaries,stimmig,68,5,63,0.9265,4,0,0.0,0,41,23,0,0,0,
rs:969500PI25OKPKTD9364.CON,969500PI25OKPKTD9364,CON,2026-03-31,Caisse régionale de crédit agricole mutuel de Paris et d'Ile-de-France,France,Large subsidiaries,stimmig,54,5,49,0.9074,3,0,0.0,0,7,44,0,0,0,
rs:969500SJXM8MW32ZVG75.CON,969500SJXM8MW32ZVG75,CON,2025-12-31,Caisse d'épargne et de prévoyance Bretagne-Pays de Loire,France,Large subsidiaries,stimmig,76,25,51,0.6711,21,2,0.0952,0,37,18,0,0,2,73.00|74.00
rs:969500STN7T9MRUMJ267.CON,969500STN7T9MRUMJ267,CON,2025-06-30,Bpifrance,France,Large highest EEA,stimmig,68,7,61,0.8971,15,10,0.6667,1,32,21,0,0,6,02.00|24.00|25.00|60.00|66.01|70.00|71.00|72.00|73.00|74.00
rs:969500STN7T9MRUMJ267.CON,969500STN7T9MRUMJ267,CON,2025-12-31,Bpifrance,France,Large highest EEA,stimmig,91,84,7,0.0769,42,0,0.0,0,45,4,0,29,0,
rs:969500TU5ZMYBIWP0R51.CON,969500TU5ZMYBIWP0R51,CON,2025-12-31,Caisse d'Epargne CEPAC,France,Large subsidiaries,stimmig,71,23,48,0.6761,18,0,0.0,0,35,18,0,0,0,
rs:969500VHT1ZNPVWOYF63.CON,969500VHT1ZNPVWOYF63,CON,2025-06-30,BNP Paribas Personal Finance,France,Large subsidiaries,stimmig,63,3,60,0.9524,1,0,0.0,0,34,28,0,0,0,
rs:969500VHT1ZNPVWOYF63.CON,969500VHT1ZNPVWOYF63,CON,2025-12-31,BNP Paribas Personal Finance,France,Large subsidiaries,stimmig,86,41,45,0.5233,22,2,0.0909,0,44,20,0,0,2,73.00|74.00
rs:969500VR2NA6ANMTXH21.CON,969500VR2NA6ANMTXH21,CON,2025-12-31,Caisse d'épargne et de prévoyance de Rhône Alpes,France,Large subsidiaries,stimmig,71,22,49,0.6901,18,0,0.0,0,35,18,0,0,0,
rs:969500W34S6NCZWYBV47.CON,969500W34S6NCZWYBV47,CON,2025-12-31,Caisse d'épargne et de prévoyance Ile-de-France,France,Large subsidiaries,stimmig,71,23,48,0.6761,18,0,0.0,0,35,18,0,0,0,
rs:969500W8SBCXNX1DG443.CON,969500W8SBCXNX1DG443,CON,2025-12-31,Banque populaire Rives de Paris,France,Large subsidiaries,stimmig,76,23,53,0.6974,21,3,0.1429,2,37,18,0,0,0,21.02|30.03|30.05
rs:969500WFZ7C2IBN9TB80.CON,969500WFZ7C2IBN9TB80,CON,2025-12-31,Banque populaire Grand Ouest,France,Large subsidiaries,stimmig,76,19,57,0.75,21,7,0.3333,1,37,18,0,0,0,60.00|66.01|67.01|67.02|70.00|71.00|72.00
rs:969500WJ4V0WNG8Q5L42.CON,969500WJ4V0WNG8Q5L42,CON,2025-06-30,Caisse régionale de crédit agricole mutuel Centre-Est,France,Large subsidiaries,stimmig,68,6,62,0.9118,4,0,0.0,0,41,23,0,1,0,
rs:969500X8MO6M37C47827.CON,969500X8MO6M37C47827,CON,2025-06-30,Caisse régionale de crédit agricole mutuel d'Aquitaine,France,Large subsidiaries,stimmig,68,5,63,0.9265,4,0,0.0,0,41,23,0,0,0,
rs:9845006BAF66DZ35C849.CON,9845006BAF66DZ35C849,CON,2025-12-31,Lunar Group A/S,Denmark,Other highest EEA,stimmig,70,25,45,0.6429,8,0,0.0,0,36,26,0,0,0,
rs:9845006C7B5CC707X660.CON,9845006C7B5CC707X660,CON,2025-06-30,Swedbank Baltics AS,Latvia,Large subsidiaries,stimmig,55,2,53,0.9636,1,0,0.0,0,31,23,0,0,0,
rs:9845009BE414FBF82130.CON,9845009BE414FBF82130,CON,2025-12-31,FESTA HOLDING,Bulgaria,Other highest EEA,stimmig,73,28,45,0.6164,8,3,0.375,1,35,30,0,8,0,21.01|66.02|80.00
rs:984500ADEE3DE4F14F51.IND,984500ADEE3DE4F14F51,IND,2025-12-31,Kompasbank A/S,Denmark,Other highest EEA,stimmig,84,15,69,0.8214,10,0,0.0,0,44,30,0,1,0,
rs:984500E4D07499C10435.CON,984500E4D07499C10435,CON,2025-12-31,TBI FINANCIAL SERVICES B.V.,Netherlands,Other highest EEA,stimmig,86,49,37,0.4302,11,0,0.0,0,45,30,0,0,0,
rs:9CZ7TVMR36CYD5TZBS50.CON,9CZ7TVMR36CYD5TZBS50,CON,2025-06-30,Banque Internationale à Luxembourg,Luxembourg,Large highest EEA,stimmig,94,43,51,0.5426,22,0,0.0,0,38,34,0,0,0,
rs:9CZ7TVMR36CYD5TZBS50.CON,9CZ7TVMR36CYD5TZBS50,CON,2025-09-30,Banque Internationale à Luxembourg,Luxembourg,Large highest EEA,stimmig,55,7,48,0.8727,3,0,0.0,0,6,46,0,0,0,
rs:9CZ7TVMR36CYD5TZBS50.CON,9CZ7TVMR36CYD5TZBS50,CON,2025-12-31,Banque Internationale à Luxembourg,Luxembourg,Large highest EEA,widersprüchlich,99,67,32,0.3232,44,1,0.0227,0,49,6,1,0,2,91.00
rs:9CZ7TVMR36CYD5TZBS50.CON,9CZ7TVMR36CYD5TZBS50,CON,2026-03-31,Banque Internationale à Luxembourg,Luxembourg,Large highest EEA,stimmig,54,7,47,0.8704,3,0,0.0,0,6,45,0,0,0,
rs:9KOGW2C2FCIOJQ7FF485.CON,9KOGW2C2FCIOJQ7FF485,CON,2025-06-30,"Česká spořitelna, a.s.",Czech,Large subsidiaries,stimmig,79,30,49,0.6203,6,0,0.0,0,37,36,0,0,0,
rs:9KOGW2C2FCIOJQ7FF485.CON,9KOGW2C2FCIOJQ7FF485,CON,2025-09-30,"Česká spořitelna, a.s.",Czech,Large subsidiaries,stimmig,55,10,45,0.8182,3,0,0.0,0,7,45,0,0,0,
rs:9KOGW2C2FCIOJQ7FF485.CON,9KOGW2C2FCIOJQ7FF485,CON,2025-12-31,"Česká spořitelna, a.s.",Czech,Large subsidiaries,stimmig,84,40,44,0.5238,21,0,0.0,0,43,20,0,0,0,
rs:9KOGW2C2FCIOJQ7FF485.CON,9KOGW2C2FCIOJQ7FF485,CON,2026-03-31,"Česká spořitelna, a.s.",Czech,Large subsidiaries,stimmig,54,10,44,0.8148,3,1,0.3333,0,7,44,0,0,11,61.00
rs:9ZHRYM6F437SQJ6OUG95.CON,9ZHRYM6F437SQJ6OUG95,CON,2025-06-30,Raiffeisen Bank International AG,Austria,Large highest EEA,stimmig,109,54,55,0.5046,22,1,0.0455,0,38,34,0,0,3,43.00
rs:9ZHRYM6F437SQJ6OUG95.CON,9ZHRYM6F437SQJ6OUG95,CON,2025-09-30,Raiffeisen Bank International AG,Austria,Large highest EEA,stimmig,55,8,47,0.8545,3,0,0.0,0,6,46,0,0,0,
rs:9ZHRYM6F437SQJ6OUG95.CON,9ZHRYM6F437SQJ6OUG95,CON,2025-12-31,Raiffeisen Bank International AG,Austria,Large highest EEA,stimmig,106,70,36,0.3396,42,1,0.0238,0,45,4,0,0,3,43.00
rs:A5GWLFH3KM7YV2SFQL84.CON,A5GWLFH3KM7YV2SFQL84,CON,2025-06-30,Belfius Bank,Belgium,Large highest EEA,stimmig,94,55,39,0.4149,22,1,0.0455,1,38,34,0,2,1,66.01
rs:A5GWLFH3KM7YV2SFQL84.CON,A5GWLFH3KM7YV2SFQL84,CON,2025-09-30,Belfius Bank,Belgium,Large highest EEA,stimmig,55,8,47,0.8545,3,0,0.0,0,6,46,0,1,0,
rs:A5GWLFH3KM7YV2SFQL84.CON,A5GWLFH3KM7YV2SFQL84,CON,2025-12-31,Belfius Bank,Belgium,Large highest EEA,stimmig,99,75,24,0.2424,44,1,0.0227,0,49,6,0,2,7,22.01
rs:A5GWLFH3KM7YV2SFQL84.CON,A5GWLFH3KM7YV2SFQL84,CON,2026-03-31,Belfius Bank,Belgium,Large highest EEA,stimmig,54,8,46,0.8519,3,0,0.0,0,6,45,0,1,0,
rs:AT0000000000043000VB.CON,AT0000000000043000VB,CON,2025-12-31,VOLKSBANK WIEN AG VB,Austria,Large highest EEA,stimmig,99,56,43,0.4343,44,1,0.0227,0,49,6,0,0,12,83.01
rs:B64D6Y3LBJS4ANNPCU93.CON,B64D6Y3LBJS4ANNPCU93,CON,2025-12-31,NIBC Bank N.V.,Netherlands,Other highest EEA,stimmig,114,56,58,0.5088,11,2,0.1818,0,45,30,0,0,7,90.01|91.00
rs:B81CK4ESI35472RHJ606.CON,B81CK4ESI35472RHJ606,CON,2026-03-31,Landesbank Baden-Württemberg,Germany,Large highest EEA,stimmig,54,8,46,0.8519,3,0,0.0,0,6,45,0,0,0,
rs:BB3BGO3LCED63R8R9R41.CON,BB3BGO3LCED63R8R9R41,CON,2025-12-31,BANK POLSKIEJ SPOLDZIELCZOSCI S.A.,Poland,Large highest EEA,stimmig,86,50,36,0.4186,40,4,0.1,0,43,3,0,0,0,05.00|08.00|10.00|83.01
rs:BFXS5XCH7N0Y05NIXW11.CON,BFXS5XCH7N0Y05NIXW11,CON,2025-06-30,ABN AMRO Bank N.V.,Netherlands,Large highest EEA,stimmig,94,50,44,0.4681,22,0,0.0,0,38,34,0,0,0,
rs:BFXS5XCH7N0Y05NIXW11.CON,BFXS5XCH7N0Y05NIXW11,CON,2025-09-30,ABN AMRO Bank N.V.,Netherlands,Large highest EEA,stimmig,55,7,48,0.8727,3,0,0.0,0,6,46,0,0,0,
rs:BFXS5XCH7N0Y05NIXW11.CON,BFXS5XCH7N0Y05NIXW11,CON,2025-12-31,ABN AMRO Bank N.V.,Netherlands,Large highest EEA,stimmig,99,70,29,0.2929,44,0,0.0,0,49,6,0,0,0,
rs:BFXS5XCH7N0Y05NIXW11.CON,BFXS5XCH7N0Y05NIXW11,CON,2026-03-31,ABN AMRO Bank N.V.,Netherlands,Large highest EEA,stimmig,54,7,47,0.8704,3,0,0.0,0,6,45,0,0,0,
rs:CXUHEGU3MADZ2CEV7C11.CON,CXUHEGU3MADZ2CEV7C11,CON,2025-12-31,Eurobank Limited,Cyprus,Large subsidiaries,stimmig,99,44,55,0.5556,24,1,0.0417,0,48,27,0,0,4,68.00
rs:D1HEB8VEU6D9M8ZUXG17.CON,D1HEB8VEU6D9M8ZUXG17,CON,2025-06-30,UniCredit Bank Austria AG,Austria,Large subsidiaries,stimmig,79,30,49,0.6203,6,1,0.1667,0,37,36,0,0,11,61.00
rs:D1HEB8VEU6D9M8ZUXG17.CON,D1HEB8VEU6D9M8ZUXG17,CON,2025-09-30,UniCredit Bank Austria AG,Austria,Large subsidiaries,stimmig,55,8,47,0.8545,3,1,0.3333,0,7,45,0,0,11,61.00
rs:D1HEB8VEU6D9M8ZUXG17.CON,D1HEB8VEU6D9M8ZUXG17,CON,2025-12-31,UniCredit Bank Austria AG,Austria,Large subsidiaries,stimmig,84,37,47,0.5595,21,0,0.0,0,43,20,0,0,0,
rs:D1HEB8VEU6D9M8ZUXG17.CON,D1HEB8VEU6D9M8ZUXG17,CON,2026-03-31,UniCredit Bank Austria AG,Austria,Large subsidiaries,stimmig,54,8,46,0.8519,3,1,0.3333,0,7,44,0,0,11,61.00
rs:DG3RU1DBUFHT4ZF9WN62.CON,DG3RU1DBUFHT4ZF9WN62,CON,2025-12-31,Coöperatieve Rabobank U.A.,Netherlands,Large highest EEA,stimmig,99,61,38,0.3838,44,8,0.1818,1,49,6,0,0,0,21.02|64.01|64.03|66.02|70.00|71.00|72.00|74.00
rs:DG3RU1DBUFHT4ZF9WN62.CON,DG3RU1DBUFHT4ZF9WN62,CON,2026-03-31,Coöperatieve Rabobank U.A.,Netherlands,Large highest EEA,stimmig,54,8,46,0.8519,3,0,0.0,0,6,45,0,0,0,
rs:DIZES5CFO5K3I5R58746.CON,DIZES5CFO5K3I5R58746,CON,2025-06-30,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,stimmig,86,54,32,0.3721,21,0,0.0,0,36,29,0,3,0,
rs:DIZES5CFO5K3I5R58746.CON,DIZES5CFO5K3I5R58746,CON,2025-09-30,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,stimmig,55,10,45,0.8182,3,0,0.0,0,6,46,0,2,0,
rs:DIZES5CFO5K3I5R58746.CON,DIZES5CFO5K3I5R58746,CON,2025-12-31,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,stimmig,99,86,13,0.1313,44,0,0.0,0,49,6,0,13,0,
rs:DIZES5CFO5K3I5R58746.CON,DIZES5CFO5K3I5R58746,CON,2026-03-31,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,stimmig,54,8,46,0.8519,3,0,0.0,0,6,45,0,0,0,
rs:DSNHHQ2B9X5N6OUJ1236.CON,DSNHHQ2B9X5N6OUJ1236,CON,2025-12-31,Norddeutsche Landesbank - Girozentrale -,Germany,Large highest EEA,stimmig,99,75,24,0.2424,44,0,0.0,0,49,6,0,0,0,
rs:DSNHHQ2B9X5N6OUJ1236.CON,DSNHHQ2B9X5N6OUJ1236,CON,2026-03-31,Norddeutsche Landesbank - Girozentrale -,Germany,Large highest EEA,stimmig,54,8,46,0.8519,3,0,0.0,0,6,45,0,0,0,
rs:DZZ47B9A52ZJ6LT6VV95.CON,DZZ47B9A52ZJ6LT6VV95,CON,2025-06-30,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,stimmig,94,42,52,0.5532,22,0,0.0,0,38,34,0,0,0,
rs:DZZ47B9A52ZJ6LT6VV95.CON,DZZ47B9A52ZJ6LT6VV95,CON,2025-09-30,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,stimmig,55,7,48,0.8727,3,0,0.0,0,6,46,0,0,0,
rs:DZZ47B9A52ZJ6LT6VV95.CON,DZZ47B9A52ZJ6LT6VV95,CON,2025-12-31,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,stimmig,99,66,33,0.3333,44,2,0.0455,1,49,6,0,0,0,64.01|66.02
rs:DZZ47B9A52ZJ6LT6VV95.CON,DZZ47B9A52ZJ6LT6VV95,CON,2026-03-31,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,stimmig,54,7,47,0.8704,3,0,0.0,0,6,45,0,0,0,
rs:EQYXK86SF381Q21S3020.IND,EQYXK86SF381Q21S3020,IND,2025-06-30,Bank of America Europe Designated Activity Company,Ireland,Large highest EEA,stimmig,63,5,58,0.9206,12,11,0.9167,1,29,22,0,0,4,02.00|24.00|25.00|60.00|66.01|70.00|71.00|72.00|73.00|74.00|90.01
rs:EQYXK86SF381Q21S3020.IND,EQYXK86SF381Q21S3020,IND,2025-09-30,Bank of America Europe Designated Activity Company,Ireland,Large highest EEA,stimmig,8,1,7,0.875,0,0,,0,0,0,0,0,0,
rs:EQYXK86SF381Q21S3020.IND,EQYXK86SF381Q21S3020,IND,2025-12-31,Bank of America Europe Designated Activity Company,Ireland,Large highest EEA,stimmig,101,58,43,0.4257,40,1,0.025,0,43,3,0,0,2,90.01
rs:EV2XZWMLLXF2QRX0CD47.CON,EV2XZWMLLXF2QRX0CD47,CON,2025-06-30,Kommuninvest - Grupp,Sweden,Large highest EEA,stimmig,86,35,51,0.593,21,3,0.1429,0,36,29,0,1,0,22.01|42.00|80.00
rs:EV2XZWMLLXF2QRX0CD47.CON,EV2XZWMLLXF2QRX0CD47,CON,2025-09-30,Kommuninvest - Grupp,Sweden,Large highest EEA,stimmig,55,4,51,0.9273,3,0,0.0,0,6,46,0,0,0,
rs:EV2XZWMLLXF2QRX0CD47.CON,EV2XZWMLLXF2QRX0CD47,CON,2025-12-31,Kommuninvest - Grupp,Sweden,Large highest EEA,stimmig,91,46,45,0.4945,42,8,0.1905,2,45,4,0,2,0,10.00|19.02|19.03|22.01|30.02|30.03|42.00|80.00
rs:EV2XZWMLLXF2QRX0CD47.CON,EV2XZWMLLXF2QRX0CD47,CON,2026-03-31,Kommuninvest - Grupp,Sweden,Large highest EEA,stimmig,54,4,50,0.9259,3,0,0.0,0,6,45,0,0,0,
rs:F0HUI1NY1AZMJMD8LP67.CON,F0HUI1NY1AZMJMD8LP67,CON,2025-06-30,HSBC Continental Europe,France,Large highest EEA,stimmig,86,54,32,0.3721,21,0,0.0,0,36,29,0,0,0,
rs:F0HUI1NY1AZMJMD8LP67.CON,F0HUI1NY1AZMJMD8LP67,CON,2025-12-31,HSBC Continental Europe,France,Large highest EEA,stimmig,91,59,32,0.3516,42,5,0.119,0,45,4,0,0,0,20.01|20.02|20.03|64.01|64.03
rs:F3JS33DEI6XQ4ZBPTN86.CON,F3JS33DEI6XQ4ZBPTN86,CON,2025-06-30,Skandinaviska Enskilda Banken - gruppen,Sweden,Large highest EEA,stimmig,94,54,40,0.4255,22,0,0.0,0,38,34,0,0,0,
rs:F3JS33DEI6XQ4ZBPTN86.CON,F3JS33DEI6XQ4ZBPTN86,CON,2025-09-30,Skandinaviska Enskilda Banken - gruppen,Sweden,Large highest EEA,stimmig,55,10,45,0.8182,3,0,0.0,0,6,46,0,0,0,
rs:F3JS33DEI6XQ4ZBPTN86.CON,F3JS33DEI6XQ4ZBPTN86,CON,2025-12-31,Skandinaviska Enskilda Banken - gruppen,Sweden,Large highest EEA,stimmig,99,74,25,0.2525,44,0,0.0,0,49,6,0,0,0,
rs:F3JS33DEI6XQ4ZBPTN86.CON,F3JS33DEI6XQ4ZBPTN86,CON,2026-03-31,Skandinaviska Enskilda Banken - gruppen,Sweden,Large highest EEA,stimmig,54,9,45,0.8333,3,0,0.0,0,6,45,0,0,0,
rs:FR9695005MSX1OYEMGDF.CON,FR9695005MSX1OYEMGDF,CON,2025-06-30,Groupe BPCE,France,Large highest EEA,stimmig,94,52,42,0.4468,22,1,0.0455,0,38,34,0,0,7,22.01
rs:FR9695005MSX1OYEMGDF.CON,FR9695005MSX1OYEMGDF,CON,2025-09-30,Groupe BPCE,France,Large highest EEA,stimmig,55,5,50,0.9091,3,1,0.3333,0,6,46,0,0,2,73.00
rs:FR9695005MSX1OYEMGDF.CON,FR9695005MSX1OYEMGDF,CON,2025-12-31,Groupe BPCE,France,Large highest EEA,stimmig,114,100,14,0.1228,44,1,0.0227,0,49,6,0,11,7,22.01
rs:FR9695005MSX1OYEMGDF.CON,FR9695005MSX1OYEMGDF,CON,2026-03-31,Groupe BPCE,France,Large highest EEA,stimmig,62,12,50,0.8065,3,0,0.0,0,6,45,0,1,0,
rs:FR969500TJ5KRTCJQWXH.CON,FR969500TJ5KRTCJQWXH,CON,2025-06-30,Groupe Crédit Agricole,France,Large highest EEA,stimmig,13,5,8,0.6154,4,0,0.0,0,5,4,0,0,0,
rs:FR969500TJ5KRTCJQWXH.CON,FR969500TJ5KRTCJQWXH,CON,2025-12-31,Groupe Crédit Agricole,France,Large highest EEA,stimmig,28,20,8,0.2857,4,0,0.0,0,6,3,0,0,0,
