ebene,entityID,lei,scope,refPeriod,template_id,bank_name,country,trea_eur,versatz_log10,zeitreihe_faktor,decimals_deklariert,anteil_erreicht_genauigkeit,n_zellen,signale,urteil,faktor_geschaetzt
report,rs:549300YV6LXRPJO3U576.IND,549300YV6LXRPJO3U576,IND,2025-12-31,,Merkur Andelskasse,Denmark,338500000.0,-1.201,,-4.0,0.9811,135,,unauffaellig,
report,rs:549300YW95G1VBBGGV07.CON,549300YW95G1VBBGGV07,CON,2025-06-30,,"AS ""SEB banka""",Latvia,2522000000.0,,1,-3.0,1.0,0,,unauffaellig,
report,rs:549300YW95G1VBBGGV07.CON,549300YW95G1VBBGGV07,CON,2025-12-31,,"AS ""SEB banka""",Latvia,2612000000.0,-0.731,1,-3.0,0.9536,1495,,unauffaellig,
report,rs:549300Z7V2WOFIMUEK50.CON,549300Z7V2WOFIMUEK50,CON,2025-06-30,,UniCredit Bulbank AD,Bulgaria,8329000000.0,,1,-6.0,1.0,0,,unauffaellig,
report,rs:549300Z7V2WOFIMUEK50.CON,549300Z7V2WOFIMUEK50,CON,2025-12-31,,UniCredit Bulbank AD,Bulgaria,9049000000.0,-0.085,1,-3.0,0.9583,2430,,unauffaellig,
report,rs:549300ZBZQ6M21ZGGY79.IND,549300ZBZQ6M21ZGGY79,IND,2025-12-31,,China Merchants Bank (Europe) S.A,Luxembourg,,-1.02,,-6.0,0.65,80,,unauffaellig,
report,rs:549300ZEF3QWM810M319.IND,549300ZEF3QWM810M319,IND,2025-12-31,,Ziklo Bank AB,Sweden,2654000000.0,-1.112,,-3.0,0.8382,1202,,unauffaellig,
report,rs:549300ZHFZ4CSK7VS460.CON,549300ZHFZ4CSK7VS460,CON,2025-06-30,,Privredna Banka Zagreb d.d.,Croatia,12080000000.0,-0.252,1,-3.0,1.0,65,,unauffaellig,
report,rs:549300ZHFZ4CSK7VS460.CON,549300ZHFZ4CSK7VS460,CON,2025-12-31,,Privredna Banka Zagreb d.d.,Croatia,12040000000.0,-0.106,1,-3.0,0.8797,2751,,unauffaellig,
report,rs:549300ZK53CNGEEI6A29.IND,549300ZK53CNGEEI6A29,IND,2025-06-30,,J.P. Morgan SE,Germany,137700000000.0,,1,-6.0,1.0,0,,unauffaellig,
report,rs:549300ZK53CNGEEI6A29.IND,549300ZK53CNGEEI6A29,IND,2025-09-30,,J.P. Morgan SE,Germany,,,,-6.0,1.0,0,,unauffaellig,
report,rs:549300ZK53CNGEEI6A29.IND,549300ZK53CNGEEI6A29,IND,2025-12-31,,J.P. Morgan SE,Germany,125200000000.0,1.15,1,-6.0,0.8378,2606,,unauffaellig,
report,rs:549300ZOE0EU2VKF6M35.IND,549300ZOE0EU2VKF6M35,IND,2025-12-31,,Lombard Odier (Europe) S.A.,Luxembourg,801700000.0,-0.608,,-3.0,0.9906,94,,unauffaellig,
report,rs:5967007LIEEXZX51WW28.CON,5967007LIEEXZX51WW28,CON,2025-12-31,,SPAREBANKEN ØST,Norway,1415000000.0,-0.944,,-4.0,0.8793,1155,,unauffaellig,
report,rs:5967007LIEEXZX5PU005.CON,5967007LIEEXZX5PU005,CON,2025-06-30,,Sparebanken Møre SPA,Norway,3111000000.0,,1,2.0,0.0,0,,unauffaellig,
report,rs:5967007LIEEXZX5PU005.CON,5967007LIEEXZX5PU005,CON,2025-12-31,,Sparebanken Møre SPA,Norway,3509000000.0,-0.55,1,1.0,0.0,682,,unauffaellig,
report,rs:5967007LIEEXZX659K67.IND,5967007LIEEXZX659K67,IND,2025-12-31,,DNB BOLIGKREDITT AS,Norway,,0.33,,2.0,0.0,280,,unauffaellig,
report,rs:5967007LIEEXZX659K67.IND,5967007LIEEXZX659K67,IND,2026-03-31,,DNB BOLIGKREDITT AS,Norway,20390000000.0,-0.186,,-3.0,1.0,87,,unauffaellig,
report,rs:5967007LIEEXZX76AW36.CON,5967007LIEEXZX76AW36,CON,2025-12-31,,OBOS-BANKEN AS,Norway,1544000000.0,-0.719,,2.0,0.0,263,,unauffaellig,
report,rs:5967007LIEEXZX8UHK11.CON,5967007LIEEXZX8UHK11,CON,2025-12-31,,SPAREBANK 1 SOGN OG FJORDANE,Norway,,-0.954,,-3.0,0.848,847,,unauffaellig,
report,rs:5UMCZOEYKCVFAW8ZLO05.CON,5UMCZOEYKCVFAW8ZLO05,CON,2025-06-30,,"National Bank of Greece, S.A.",Greece,38070000000.0,0.087,1,-6.0,0.9309,1764,,unauffaellig,
report,rs:5UMCZOEYKCVFAW8ZLO05.CON,5UMCZOEYKCVFAW8ZLO05,CON,2025-12-31,,"National Bank of Greece, S.A.",Greece,39760000000.0,0.529,1,-6.0,0.991,2526,,unauffaellig,
report,rs:5UMCZOEYKCVFAW8ZLO05.CON,5UMCZOEYKCVFAW8ZLO05,CON,2026-03-31,,"National Bank of Greece, S.A.",Greece,41100000000.0,-0.003,1,-6.0,1.0,242,,unauffaellig,
report,rs:635400AKJBGNS5WNQL34.CON,635400AKJBGNS5WNQL34,CON,2025-06-30,,AIB Group plc,Ireland,55730000000.0,0.136,1,0.0,0.0,3057,,unauffaellig,
report,rs:635400AKJBGNS5WNQL34.CON,635400AKJBGNS5WNQL34,CON,2025-09-30,,AIB Group plc,Ireland,54750000000.0,0.219,1,0.0,0.0,385,,unauffaellig,
report,rs:635400AKJBGNS5WNQL34.CON,635400AKJBGNS5WNQL34,CON,2025-12-31,,AIB Group plc,Ireland,54180000000.0,0.485,1,0.0,0.0,3851,,unauffaellig,
report,rs:635400AKJBGNS5WNQL34.CON,635400AKJBGNS5WNQL34,CON,2026-03-31,,AIB Group plc,Ireland,54360000000.0,0.116,1,0.0,0.0,392,,unauffaellig,
report,rs:635400C8EK6DRI12LJ39.CON,635400C8EK6DRI12LJ39,CON,2025-06-30,,Bank of Ireland Group plc,Ireland,52150000000.0,0.081,1,-3.0,0.951,3283,,unauffaellig,
report,rs:635400C8EK6DRI12LJ39.CON,635400C8EK6DRI12LJ39,CON,2025-09-30,,Bank of Ireland Group plc,Ireland,52950000000.0,0.197,1,-3.0,1.0,389,,unauffaellig,
report,rs:635400C8EK6DRI12LJ39.CON,635400C8EK6DRI12LJ39,CON,2025-12-31,,Bank of Ireland Group plc,Ireland,55820000000.0,0.42,1,-3.0,0.955,3890,,unauffaellig,
report,rs:635400C8EK6DRI12LJ39.CON,635400C8EK6DRI12LJ39,CON,2026-03-31,,Bank of Ireland Group plc,Ireland,56450000000.0,0.117,1,-3.0,1.0,392,,unauffaellig,
report,rs:635400DTNHVYGZODKQ93.CON,635400DTNHVYGZODKQ93,CON,2025-09-30,,Permanent TSB Group Holdings Plc,Ireland,10740000000.0,-0.607,1,2.0,0.0,301,,unauffaellig,
report,rs:635400DTNHVYGZODKQ93.CON,635400DTNHVYGZODKQ93,CON,2026-03-31,,Permanent TSB Group Holdings Plc,Ireland,10060000000.0,-0.71,1,2.0,0.0,302,,unauffaellig,
report,rs:635400F6HLXKXNJJX605.IND,635400F6HLXKXNJJX605,IND,2025-06-30,,EXIM BANCA ROMANEASCA S.A.,Romania,1952000000.0,-1.105,1,2.0,0.0,570,,unauffaellig,
report,rs:635400F6HLXKXNJJX605.IND,635400F6HLXKXNJJX605,IND,2025-12-31,,EXIM BANCA ROMANEASCA S.A.,Romania,2238000.0,-3.582,872,-3.0,0.7594,2083,versatz|zeitreihe,skaliert,10^3
report,rs:635400JLGKETPVVGPW53.CON,635400JLGKETPVVGPW53,CON,2025-12-31,,De Lage Landen International B.V.,Netherlands,32010000000.0,0.681,,-3.0,0.9988,765,,unauffaellig,
report,rs:635400L14KNHZXPUZM19.CON,635400L14KNHZXPUZM19,CON,2025-06-30,,Bank of Cyprus Holdings Public Limited Company,Ireland,10300000000.0,-0.503,1,-3.0,0.9697,1988,,unauffaellig,
report,rs:635400L14KNHZXPUZM19.CON,635400L14KNHZXPUZM19,CON,2025-09-30,,Bank of Cyprus Holdings Public Limited Company,Ireland,10440000000.0,-0.409,1,-3.0,1.0,227,,unauffaellig,
report,rs:635400L14KNHZXPUZM19.CON,635400L14KNHZXPUZM19,CON,2025-12-31,,Bank of Cyprus Holdings Public Limited Company,Ireland,10420000000.0,-0.045,1,-3.0,0.9649,2618,,unauffaellig,
report,rs:635400L14KNHZXPUZM19.CON,635400L14KNHZXPUZM19,CON,2026-03-31,,Bank of Cyprus Holdings Public Limited Company,Ireland,10560000000.0,-0.442,1,-3.0,1.0,230,,unauffaellig,
report,rs:635400LCCIYHUL6ELA34.CON,635400LCCIYHUL6ELA34,CON,2025-12-31,,USB European (Holdings) Limited,Ireland,1564000000.0,-0.575,,-6.0,0.6082,392,,unauffaellig,
report,rs:6TJCK1B7E7UTXP528Y04.IND,6TJCK1B7E7UTXP528Y04,IND,2025-06-30,,Citigroup Global Markets Europe AG,Germany,19210000000.0,,1,-3.0,1.0,0,,unauffaellig,
report,rs:6TJCK1B7E7UTXP528Y04.IND,6TJCK1B7E7UTXP528Y04,IND,2025-09-30,,Citigroup Global Markets Europe AG,Germany,,,,-3.0,1.0,0,,unauffaellig,
report,rs:6TJCK1B7E7UTXP528Y04.IND,6TJCK1B7E7UTXP528Y04,IND,2025-12-31,,Citigroup Global Markets Europe AG,Germany,14850000000.0,0.259,1,-3.0,0.9502,1408,,unauffaellig,
report,rs:724500973ODKK3IFQ447.CON,724500973ODKK3IFQ447,CON,2025-12-31,,Adyen N.V.,Netherlands,7032000000.0,-0.291,,-6.0,0.721,1159,,unauffaellig,
report,rs:724500A1FNICHSDF2I11.CON,724500A1FNICHSDF2I11,CON,2025-06-30,,ASN Bank N.V.,Netherlands,17930000000.0,-0.273,1,-3.0,0.9811,1727,,unauffaellig,
report,rs:724500A1FNICHSDF2I11.CON,724500A1FNICHSDF2I11,CON,2025-12-31,,ASN Bank N.V.,Netherlands,18260000000.0,0.156,1,-3.0,0.9839,2345,,unauffaellig,
report,rs:724500AG21Z9GIJE4735.CON,724500AG21Z9GIJE4735,CON,2025-12-31,,WP XII Financial Holdings Coöperatief U.A.,Netherlands,323200000.0,-1.337,,-3.0,0.9658,229,,unauffaellig,
report,rs:724500AH42V5X8BCPE49.CON,724500AH42V5X8BCPE49,CON,2025-06-30,,Achmea Bank N.V.,Netherlands,4361000000.0,,,-3.0,1.0,0,,unauffaellig,
report,rs:724500BICUQ0LF1AH770.CON,724500BICUQ0LF1AH770,CON,2025-12-31,,Nationale-Nederlanden Bank N.V.,Netherlands,5264000000.0,-0.214,,-6.0,0.7913,412,,unauffaellig,
report,rs:724500D8WOYCL1BUCB80.CON,724500D8WOYCL1BUCB80,CON,2025-12-31,,Van Lanschot Kempen N.V.,Netherlands,4683000.0,-3.251,,-6.0,0.2089,1603,versatz,verdacht,10^3
report,rs:724500JIWG886A9RRT57.CON,724500JIWG886A9RRT57,CON,2025-06-30,,RBS Holdings N.V.,Netherlands,6714000000.0,-0.698,1,-6.0,0.8582,1292,,unauffaellig,
report,rs:724500JIWG886A9RRT57.CON,724500JIWG886A9RRT57,CON,2025-09-30,,RBS Holdings N.V.,Netherlands,7015000000.0,-0.419,1,-6.0,0.9888,328,,unauffaellig,
report,rs:724500JIWG886A9RRT57.CON,724500JIWG886A9RRT57,CON,2025-12-31,,RBS Holdings N.V.,Netherlands,7898000000.0,-0.157,1,-6.0,0.8183,1338,,unauffaellig,
report,rs:724500M4G9AVEMHMV291.CON,724500M4G9AVEMHMV291,CON,2025-12-31,,bunq Holding B.V.,Netherlands,1649000000.0,-0.503,,0.0,0.0,358,,unauffaellig,
report,rs:724500PMK2A2M1SQQ228.CON,724500PMK2A2M1SQQ228,CON,2025-12-31,,Triodos Bank N.V.,Netherlands,6600000000.0,-0.083,,-6.0,0.8182,1367,,unauffaellig,
report,rs:724500SF1CI8OD5AHI07.CON,724500SF1CI8OD5AHI07,CON,2025-12-31,,HCBG Holding B.V.,Netherlands,1398000000.0,-0.814,,0.0,0.1902,1273,,unauffaellig,
report,rs:724500ZNT2I60RYZQI38.IND,724500ZNT2I60RYZQI38,IND,2025-12-31,,Anadolubank Nederland N.V.,Netherlands,1025000000.0,-1.023,,-3.0,0.9835,932,,unauffaellig,
report,rs:7437003B5WFBOIEFY714.CON,7437003B5WFBOIEFY714,CON,2025-06-30,,OP Osuuskunta,Finland,77300000000.0,0.32,1,-6.0,0.9987,2001,,unauffaellig,
report,rs:7437003B5WFBOIEFY714.CON,7437003B5WFBOIEFY714,CON,2025-09-30,,OP Osuuskunta,Finland,77820000000.0,0.319,1,-6.0,1.0,249,,unauffaellig,
report,rs:7437003B5WFBOIEFY714.CON,7437003B5WFBOIEFY714,CON,2025-12-31,,OP Osuuskunta,Finland,78520000000.0,0.709,1,-6.0,0.9909,2569,,unauffaellig,
report,rs:7437003B5WFBOIEFY714.CON,7437003B5WFBOIEFY714,CON,2026-03-31,,OP Osuuskunta,Finland,78350000000.0,0.272,1,-6.0,1.0,246,,unauffaellig,
report,rs:7437005892K69S3MW344.CON,7437005892K69S3MW344,CON,2025-06-30,,Säästöpankkiliitto osk,Finland,5477000000.0,,1,-6.0,1.0,0,,unauffaellig,
report,rs:7437005892K69S3MW344.CON,7437005892K69S3MW344,CON,2025-12-31,,Säästöpankkiliitto osk,Finland,5531000000.0,-0.336,1,-6.0,0.8585,1400,,unauffaellig,
report,rs:7437006WYM821IJ3MN73.CON,7437006WYM821IJ3MN73,CON,2025-12-31,,Ålandsbanken Abp,Finland,1888000000.0,-0.696,,0.0,0.0,1753,,unauffaellig,
report,rs:743700FTBNXAUN57RH30.CON,743700FTBNXAUN57RH30,CON,2025-06-30,,S-Pankki Oyj,Finland,4037000000.0,,1,-3.0,1.0,0,,unauffaellig,
report,rs:743700FTBNXAUN57RH30.CON,743700FTBNXAUN57RH30,CON,2025-12-31,,S-Pankki Oyj,Finland,4129000000.0,-0.35,1,-3.0,0.9986,1374,,unauffaellig,
report,rs:743700GC62JLHFBUND16.CON,743700GC62JLHFBUND16,CON,2025-12-31,,Aktia Bank Abp,Finland,3379000000.0,-0.504,,-3.0,0.9827,2025,,unauffaellig,
report,rs:743700PW2HDTPU3YRJ31.CON,743700PW2HDTPU3YRJ31,CON,2025-12-31,,POP Pankkikeskus osk,Finland,2968000000.0,-0.559,,-6.0,0.8438,1407,,unauffaellig,
report,rs:747DLM6L5TO7LXZY5T60.IND,747DLM6L5TO7LXZY5T60,IND,2025-10-31,,Scotiabank (Ireland) Designated Activity Company,Ireland,5324000000.0,,,-6.0,0.8675,0,,unauffaellig,
report,rs:7CUNS533WID6K7DGFI87.CON,7CUNS533WID6K7DGFI87,CON,2025-06-30,,"CaixaBank, S.A.",Spain,241800000000.0,0.868,1,-6.0,0.7971,3903,,unauffaellig,
report,rs:7CUNS533WID6K7DGFI87.CON,7CUNS533WID6K7DGFI87,CON,2025-09-30,,"CaixaBank, S.A.",Spain,243700000000.0,0.825,1,-6.0,0.9869,433,,unauffaellig,
report,rs:7CUNS533WID6K7DGFI87.CON,7CUNS533WID6K7DGFI87,CON,2025-12-31,,"CaixaBank, S.A.",Spain,244500000000.0,1.175,1,-6.0,0.8184,4814,,unauffaellig,
report,rs:7CUNS533WID6K7DGFI87.CON,7CUNS533WID6K7DGFI87,CON,2026-03-31,,"CaixaBank, S.A.",Spain,246600000000.0,0.745,1,-6.0,0.9826,434,,unauffaellig,
report,rs:7LTWFZYICNSX8D621K86.CON,7LTWFZYICNSX8D621K86,CON,2025-06-30,,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,340800000000.0,1.036,1,-3.0,0.9857,3960,,unauffaellig,
report,rs:7LTWFZYICNSX8D621K86.CON,7LTWFZYICNSX8D621K86,CON,2025-09-30,,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,340400000000.0,1.1,1,-3.0,0.9903,439,,unauffaellig,
report,rs:7LTWFZYICNSX8D621K86.CON,7LTWFZYICNSX8D621K86,CON,2025-12-31,,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,347100000000.0,1.248,1,-3.0,0.9776,6102,,unauffaellig,
report,rs:7LTWFZYICNSX8D621K86.CON,7LTWFZYICNSX8D621K86,CON,2026-03-31,,DEUTSCHE BANK AKTIENGESELLSCHAFT,Germany,361100000000.0,1.071,1,-3.0,1.0,437,,unauffaellig,
report,rs:7LVZJ6XRIE7VNZ4UBX81.CON,7LVZJ6XRIE7VNZ4UBX81,CON,2025-06-30,,BANCA MEDIOLANUM S.P.A.,Italy,15360000000.0,-0.928,1,-3.0,0.7367,1887,,unauffaellig,
report,rs:7LVZJ6XRIE7VNZ4UBX81.CON,7LVZJ6XRIE7VNZ4UBX81,CON,2025-09-30,,BANCA MEDIOLANUM S.P.A.,Italy,15240000000.0,-0.36,1,-3.0,1.0,231,,unauffaellig,
report,rs:7LVZJ6XRIE7VNZ4UBX81.CON,7LVZJ6XRIE7VNZ4UBX81,CON,2025-12-31,,BANCA MEDIOLANUM S.P.A.,Italy,16680000000.0,-0.318,1,-3.0,0.7868,2359,,unauffaellig,
report,rs:7V6Z97IO7R1SEAO84Q32.CON,7V6Z97IO7R1SEAO84Q32,CON,2025-12-31,,SpareBank 1 SMN,Norway,,-0.141,,2.0,0.0,1612,,unauffaellig,
report,rs:81560017C4A61A529235.IND,81560017C4A61A529235,IND,2025-12-31,,CASSA DI RISPARMIO DI FERMO S.P.A. (IN FORMA ABBREVIATA CARIFERMO S.P.A.),Italy,902100000.0,-0.792,,-3.0,0.9828,457,,unauffaellig,
report,rs:81560027D07F9BDB8436.CON,81560027D07F9BDB8436,CON,2025-12-31,,CASSA DI RISPARMIO DI ASTI S.P.A. (IN FORMA ABBREVIATA BANCA C.R. ASTI S.P.A.),Italy,5213000000.0,-0.023,,-6.0,0.7863,619,,unauffaellig,
report,rs:81560035485BD7DB3590.IND,81560035485BD7DB3590,IND,2025-12-31,,BANCO DI CREDITO P.AZZOAGLIO - S.P.A.,Italy,726900000.0,-0.794,,-3.0,0.9512,380,,unauffaellig,
report,rs:8156003A4FB445454553.CON,8156003A4FB445454553,CON,2025-12-31,,CASSA DI RISPARMIO DI BOLZANO S.P.A. - SUDTIROLER SPARKASSE AG,Italy,6741000000.0,0.043,,-6.0,0.8616,582,,unauffaellig,
report,rs:8156003D79D064FB5360.IND,8156003D79D064FB5360,IND,2025-12-31,,CASSA LOMBARDA - S.P.A.,Italy,438000000.0,-1.284,,-3.0,0.9727,914,,unauffaellig,
report,rs:8156004BBB6E6B9B6F10.IND,8156004BBB6E6B9B6F10,IND,2025-12-31,,BANCA POPOLARE DI PUGLIA E BASILICATA - SOCIETA' COOPERATIVA PER AZIONI,Italy,1608000000.0,-0.533,,2.0,0.0,511,,unauffaellig,
report,rs:81560051AAE0E0F10021.IND,81560051AAE0E0F10021,IND,2025-12-31,,CHERRY BANK S.P.A. (CON ACRONIMO CHERRY BANK O CHERRY),Italy,,-0.377,,-3.0,1.0,66,,unauffaellig,
report,rs:8156005420362AE59184.CON,8156005420362AE59184,CON,2025-06-30,,BANCA IFIS S.P.A. (OVVERO IFIS BANCA S.P.A. O IN FORMA ABBREVIATA IFIS S.P.A.),Italy,9821000000.0,,1,-6.0,1.0,0,,unauffaellig,
report,rs:8156005420362AE59184.CON,8156005420362AE59184,CON,2025-12-31,,BANCA IFIS S.P.A. (OVVERO IFIS BANCA S.P.A. O IN FORMA ABBREVIATA IFIS S.P.A.),Italy,13910000000.0,0.008,1,-6.0,0.7616,2446,,unauffaellig,
report,rs:8156005C22D0BF134C40.IND,8156005C22D0BF134C40,IND,2025-12-31,,BANCA POPOLARE PUGLIESE - SOCIETA' COOPERATIVA PER AZIONI,Italy,1782000.0,-3.468,,-3.0,0.6031,487,versatz,verdacht,10^3
report,rs:81560062CEAE87A85C80.CON,81560062CEAE87A85C80,CON,2025-12-31,,AREPO BP S.P.A.,Italy,472300000.0,-1.061,,-3.0,0.9882,1271,,unauffaellig,
report,rs:81560064085A02B2B297.CON,81560064085A02B2B297,CON,2025-12-31,,MEDIOCREDITO CENTRALE - BANCA DEL MEZZOGIORNO SPA,Italy,6521000000.0,-0.15,,-6.0,0.8322,1545,,unauffaellig,
report,rs:815600722FAEE18D6013.CON,815600722FAEE18D6013,CON,2025-12-31,,BANCA DEL FUCINO S.P.A.,Italy,2060000000.0,-0.407,,-3.0,0.9873,510,,unauffaellig,
report,rs:8156007C053DC07AC307.IND,8156007C053DC07AC307,IND,2025-12-31,,CREDITO LOMBARDO VENETO S.P.A.,Italy,126500000.0,-1.415,,-3.0,0.9577,426,,unauffaellig,
report,rs:8156007D348794DB1690.CON,8156007D348794DB1690,CON,2025-06-30,,CRÉDIT AGRICOLE ITALIA S.P.A.,Italy,37970000000.0,0.102,1,-4.0,0.9798,1326,,unauffaellig,
report,rs:8156007D348794DB1690.CON,8156007D348794DB1690,CON,2025-09-30,,CRÉDIT AGRICOLE ITALIA S.P.A.,Italy,37740000000.0,0.004,1,-4.0,0.9918,362,,unauffaellig,
report,rs:8156007D348794DB1690.CON,8156007D348794DB1690,CON,2025-12-31,,CRÉDIT AGRICOLE ITALIA S.P.A.,Italy,43760000000.0,0.6,1,-4.0,0.9694,1705,,unauffaellig,
report,rs:815600848DEFE160E913.CON,815600848DEFE160E913,CON,2025-12-31,,IBL ISTITUTO BANCARIO DEL LAVORO S.P.A. (IN FORMA ABBREVIATA IBL BANCA),Italy,3167000000.0,-0.341,,2.0,0.0,542,,unauffaellig,
report,rs:8156008B43CE788F4932.CON,8156008B43CE788F4932,CON,2025-12-31,,BANCA AGRICOLA POPOLARE DI SICILIA SOCIETA' COOPERATIVA PER AZIONI,Italy,2185000000.0,-0.406,,-3.0,0.983,583,,unauffaellig,
report,rs:8156008FC57F3F707049.CON,8156008FC57F3F707049,CON,2025-12-31,,ENTE CAMBIANO SOCIETA' COOPERATIVA PER AZIONI,Italy,1691000000.0,-0.276,,-3.0,0.9788,402,,unauffaellig,
report,rs:815600903231FA2E7698.CON,815600903231FA2E7698,CON,2025-06-30,,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,5086000000.0,,1,-3.0,1.0,0,,unauffaellig,
report,rs:815600903231FA2E7698.CON,815600903231FA2E7698,CON,2025-12-31,,BANCA GENERALI - SOCIETA' PER AZIONI (IN FORMA ABBREVIATA GENERBANCA),Italy,5465000000.0,-0.348,1,-3.0,0.9705,1893,,unauffaellig,
report,rs:815600914B5015427B51.IND,815600914B5015427B51,IND,2025-12-31,,ZURICH ITALY BANK S.P.A.,Italy,,-2.172,,-6.0,0.4211,663,versatz,unauffaellig,10^3
report,rs:8156009F9B6BB7745A32.CON,8156009F9B6BB7745A32,CON,2025-12-31,,PRIVATA HOLDING S.R.L.,Italy,246300.0,-4.342,,-3.0,0.6574,374,untergrenze|versatz,skaliert,10^3
report,rs:815600A029117B20DD63.CON,815600A029117B20DD63,CON,2025-06-30,,ILLIMITY BANK S.P.A.,Italy,4547000000.0,,,-6.0,0.8788,0,,unauffaellig,
report,rs:815600A32DA05F693F24.CON,815600A32DA05F693F24,CON,2025-12-31,,LA CASSA DI RAVENNA S.P.A.,Italy,2761000000.0,-0.344,,-4.0,0.953,438,,unauffaellig,
report,rs:815600AD83B2B6317788.CON,815600AD83B2B6317788,CON,2025-06-30,,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,22580000000.0,-0.254,1,-3.0,0.9073,2800,,unauffaellig,
report,rs:815600AD83B2B6317788.CON,815600AD83B2B6317788,CON,2025-09-30,,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,22390000000.0,-0.169,1,-3.0,1.0,380,,unauffaellig,
report,rs:815600AD83B2B6317788.CON,815600AD83B2B6317788,CON,2025-12-31,,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,23570000000.0,0.095,1,-3.0,0.9119,3634,,unauffaellig,
report,rs:815600AD83B2B6317788.CON,815600AD83B2B6317788,CON,2026-03-31,,CREDITO EMILIANO HOLDING SOCIETA' PER AZIONI,Italy,23190000000.0,-0.197,1,-3.0,1.0,386,,unauffaellig,
report,rs:815600B43BECA3919584.IND,815600B43BECA3919584,IND,2025-12-31,,BANCA PROMOS S.P.A.,Italy,18320000.0,-2.474,,-3.0,0.9227,394,versatz,verdacht,10^3
report,rs:815600B5C61A10BBB451.CON,815600B5C61A10BBB451,CON,2025-12-31,,BANCA SISTEMA S.P.A.,Italy,1681000000.0,-0.727,,-3.0,0.9804,1327,,unauffaellig,
report,rs:815600B6B356EC776E54.IND,815600B6B356EC776E54,IND,2025-12-31,,CASSA DI RISPARMIO DI VOLTERRA S.P.A.,Italy,815400000.0,-0.746,,-3.0,0.9663,398,,unauffaellig,
report,rs:815600BEE9123CD92E12.CON,815600BEE9123CD92E12,CON,2025-12-31,,BANCA VALSABBINA SOCIETA' COOPERATIVA PER AZIONI (IN BREVE LA VALSABBINA),Italy,3253000000.0,-0.27,,-3.0,0.9903,514,,unauffaellig,
report,rs:815600DDCE9083CAC598.IND,815600DDCE9083CAC598,IND,2025-06-30,,MEDIOBANCA PREMIER S.P.A.,Italy,3431000000.0,-1.77,1,-3.0,0.775,1125,,unauffaellig,
report,rs:815600DDCE9083CAC598.IND,815600DDCE9083CAC598,IND,2025-12-31,,MEDIOBANCA PREMIER S.P.A.,Italy,3543000000.0,-1.046,1,-3.0,0.7875,1441,,unauffaellig,
report,rs:815600E4E6DCD2D25E30.CON,815600E4E6DCD2D25E30,CON,2025-06-30,,BANCO BPM SOCIETA' PER AZIONI,Italy,64280000000.0,0.303,1,-6.0,0.8644,3893,,unauffaellig,
report,rs:815600E4E6DCD2D25E30.CON,815600E4E6DCD2D25E30,CON,2025-09-30,,BANCO BPM SOCIETA' PER AZIONI,Italy,64550000000.0,0.353,1,-6.0,0.9912,434,,unauffaellig,
report,rs:815600E4E6DCD2D25E30.CON,815600E4E6DCD2D25E30,CON,2025-12-31,,BANCO BPM SOCIETA' PER AZIONI,Italy,65280000000.0,0.603,1,-6.0,0.8638,4697,,unauffaellig,
report,rs:815600E4E6DCD2D25E30.CON,815600E4E6DCD2D25E30,CON,2026-03-31,,BANCO BPM SOCIETA' PER AZIONI,Italy,65870000000.0,0.279,1,-6.0,0.9912,436,,unauffaellig,
report,rs:815600F24AE25C9D1B94.CON,815600F24AE25C9D1B94,CON,2025-12-31,,MAURIZIO SELLA - SOCIETA' IN ACCOMANDITA PER AZIONI,Italy,10110000000.0,-0.14,,-6.0,0.8021,1496,,unauffaellig,
report,rs:815600FDD3EB3EA03194.CON,815600FDD3EB3EA03194,CON,2025-12-31,,BANCA POPOLARE DEL LAZIO SOCIETA' COOPERATIVA,Italy,1535000000.0,-0.547,,-3.0,0.9939,492,,unauffaellig,
report,rs:851WYGNLUQLFZBSYGB56.CON,851WYGNLUQLFZBSYGB56,CON,2025-06-30,,COMMERZBANK Aktiengesellschaft,Germany,176100000000.0,0.656,1,2.0,0.0,4488,,unauffaellig,
report,rs:851WYGNLUQLFZBSYGB56.CON,851WYGNLUQLFZBSYGB56,CON,2025-09-30,,COMMERZBANK Aktiengesellschaft,Germany,175000000000.0,0.852,1,2.0,0.0,449,,unauffaellig,
report,rs:851WYGNLUQLFZBSYGB56.CON,851WYGNLUQLFZBSYGB56,CON,2025-12-31,,COMMERZBANK Aktiengesellschaft,Germany,175800000000.0,0.912,1,2.0,0.0,5652,,unauffaellig,
report,rs:851WYGNLUQLFZBSYGB56.CON,851WYGNLUQLFZBSYGB56,CON,2026-03-31,,COMMERZBANK Aktiengesellschaft,Germany,179700000000.0,0.795,1,2.0,0.0,451,,unauffaellig,
report,rs:894500N55FUZ70ZQ1784.CON,894500N55FUZ70ZQ1784,CON,2025-12-31,,Green Opera Finance Invest AB,Sweden,4442000.0,-3.295,,-3.0,0.8947,945,versatz,verdacht,10^3
