lei,scope,refPeriod,bank_name,country,institution_type,n_laender,rang,nachbar_lei,nachbar_scope,nachbar_name,nachbar_country,nachbar_institution_type,nachbar_n_laender,ueberlappung,gemeinsame_laender,groesste_gemeinsamkeit,beziehung
529900EKPN8EYA3AX590,IND,2025-12-31,Texim Bank AD,Bulgaria,Other highest EEA,13,4,529900LKIMB57HKF3545,CON,Bank of China (Europe) S.A,Luxembourg,Other highest EEA,35,0.5264,9,x1|LU|CY,unbekannt
529900EKPN8EYA3AX590,IND,2025-12-31,Texim Bank AD,Bulgaria,Other highest EEA,13,5,529900VVDOKMRRAHZ894,IND,Bank GPB International S.A.,Luxembourg,Other highest EEA,11,0.5262,7,x1|LU|CY,unbekannt
529900FEID5L4H2T2L70,IND,2025-12-31,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,Other highest EEA,21,1,529900QYEJ2GYSWK1F08,CON,RLB-Stmk Verbund eGen,Austria,Other highest EEA,39,0.9300,19,AT|DE|FR,unbekannt
529900FEID5L4H2T2L70,IND,2025-12-31,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,Other highest EEA,21,2,529900SXEWPJ1MRRX537,CON,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,60,0.9184,19,AT|DE|FR,unbekannt
529900FEID5L4H2T2L70,IND,2025-12-31,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,Other highest EEA,21,3,0W5QHUNYV4W7GJO62R27,CON,HYPO TIROL BANK AG,Austria,Other highest EEA,34,0.9153,18,AT|DE|FR,unbekannt
529900FEID5L4H2T2L70,IND,2025-12-31,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,Other highest EEA,21,4,AT0000000000043000VB,CON,VOLKSBANK WIEN AG VB,Austria,Large highest EEA,82,0.9087,21,AT|DE|FR,unbekannt
529900FEID5L4H2T2L70,IND,2025-12-31,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,Other highest EEA,21,5,5299005OACOC1C1OFJ11,IND,Raiffeisen-Landesbank Tirol AG,Austria,Other highest EEA,36,0.8976,16,AT|DE|FR,unbekannt
529900GGYMNGRQTDOO93,CON,2025-12-31,BNG Bank N.V.,Netherlands,Large highest EEA,11,1,724500PMK2A2M1SQQ228,CON,Triodos Bank N.V.,Netherlands,Other highest EEA,22,0.8188,10,x1|NL|GB,unbekannt
529900GGYMNGRQTDOO93,CON,2025-12-31,BNG Bank N.V.,Netherlands,Large highest EEA,11,2,724500973ODKK3IFQ447,CON,Adyen N.V.,Netherlands,Other highest EEA,66,0.7715,11,x1|NL|GB,unbekannt
529900GGYMNGRQTDOO93,CON,2025-12-31,BNG Bank N.V.,Netherlands,Large highest EEA,11,3,724500SF1CI8OD5AHI07,CON,HCBG Holding B.V.,Netherlands,Other highest EEA,35,0.6445,11,x1|NL|GB,unbekannt
529900GGYMNGRQTDOO93,CON,2025-12-31,BNG Bank N.V.,Netherlands,Large highest EEA,11,4,529900IRBZTADXJB6757,CON,flatexDEGIRO AG,Germany,Other highest EEA,77,0.6153,11,x1|NL|FR,unbekannt
529900GGYMNGRQTDOO93,CON,2025-12-31,BNG Bank N.V.,Netherlands,Large highest EEA,11,5,F0HUI1NY1AZMJMD8LP67,CON,HSBC Continental Europe,France,Large highest EEA,99,0.6033,11,x1|NL|FR,unabhaengig
529900GM944JT8YIRL63,IND,2025-12-31,Münchener Hypothekenbank eG,Germany,Large highest EEA,66,1,GTQYZJON3I7SXRNJTT73,IND,BSK 1818 AG,Germany,Large subsidiaries,157,0.8553,63,DE|LU|NL,unabhaengig
529900GM944JT8YIRL63,IND,2025-12-31,Münchener Hypothekenbank eG,Germany,Large highest EEA,66,2,391200EEGLNXBBCVKC73,CON,Erwerbsgesellschaft der S-Finanzgruppe mbH & Co. KG,Germany,Large highest EEA,157,0.8553,63,DE|LU|NL,unabhaengig
529900GM944JT8YIRL63,IND,2025-12-31,Münchener Hypothekenbank eG,Germany,Large highest EEA,66,3,VDYMYTQGZZ6DU0912C88,CON,Bayerische Landesbank,Germany,Large highest EEA,31,0.8204,23,DE|LU|NL,unabhaengig
529900GM944JT8YIRL63,IND,2025-12-31,Münchener Hypothekenbank eG,Germany,Large highest EEA,66,4,5493007S4JE930SIUE86,CON,ING Holding Deutschland GmbH,Germany,Large subsidiaries,112,0.8189,62,DE|LU|NL,unabhaengig
529900GM944JT8YIRL63,IND,2025-12-31,Münchener Hypothekenbank eG,Germany,Large highest EEA,66,5,39120001JPAYYPDRNN92,IND,Deutsche Bausparkasse Badenia Aktiengesellschaft,Germany,Other highest EEA,36,0.7941,28,DE|NL|FR,unabhaengig
529900HEKOENJHPNN480,CON,2025-12-31,Kuntarahoitus Oyj,Finland,Large highest EEA,11,1,21380057HUGFEAF25W84,CON,NOBA Group,Sweden,Other highest EEA,8,0.5483,6,FI|NO|SE,unbekannt
529900HEKOENJHPNN480,CON,2025-12-31,Kuntarahoitus Oyj,Finland,Large highest EEA,11,2,529900ODI3047E2LIV03,CON,Nordea Bank Abp,Finland,Large highest EEA,175,0.4873,11,FI|NO|SE,unabhaengig
529900HEKOENJHPNN480,CON,2025-12-31,Kuntarahoitus Oyj,Finland,Large highest EEA,11,3,7437006WYM821IJ3MN73,CON,Ålandsbanken Abp,Finland,Other highest EEA,20,0.4204,11,FI|SE|NO,unbekannt
529900HEKOENJHPNN480,CON,2025-12-31,Kuntarahoitus Oyj,Finland,Large highest EEA,11,4,6TJCK1B7E7UTXP528Y04,IND,Citigroup Global Markets Europe AG,Germany,Large highest EEA,53,0.4172,11,FR|GB|SE,unabhaengig
529900HEKOENJHPNN480,CON,2025-12-31,Kuntarahoitus Oyj,Finland,Large highest EEA,11,5,549300ZK53CNGEEI6A29,IND,J.P. Morgan SE,Germany,Large highest EEA,109,0.3935,11,FR|GB|NL,unabhaengig
529900HNOAA1KXQJUQ27,CON,2025-12-31,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,130,1,5299007S3UH5RKUYDA52,IND,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,63,0.9415,61,x1|DE|FR,unabhaengig
529900HNOAA1KXQJUQ27,CON,2025-12-31,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,130,2,529900S1KHKOEQL5CK20,IND,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,50,0.9376,50,x1|DE|AT,unabhaengig
529900HNOAA1KXQJUQ27,CON,2025-12-31,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,130,3,529900JZTYE3W7WQH904,CON,HASPA Finanzholding,Germany,Large highest EEA,30,0.9374,30,x1|DE|FR,unabhaengig
529900HNOAA1KXQJUQ27,CON,2025-12-31,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,130,4,529900JZXXU699FCKK89,IND,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,65,0.9317,65,x1|DE|FR,konzern
529900HNOAA1KXQJUQ27,CON,2025-12-31,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,130,5,529900K16YGKC8BES892,IND,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,171,0.9271,125,x1|DE|LU,unabhaengig
529900I1UZV70CZRAU55,CON,2025-06-30,Raiffeisenbank Austria d.d.,Croatia,Large subsidiaries,19,1,549300A2F46GR0UOM390,CON,Erste&Steiermärkische Bank d.d.,Croatia,Large subsidiaries,107,0.9268,19,HR|GB|AT,unabhaengig
529900I1UZV70CZRAU55,CON,2025-12-31,Raiffeisenbank Austria d.d.,Croatia,Large subsidiaries,20,1,RG3IZJKPYQ4H6IQPIC08,IND,Addiko Bank d.d.,Croatia,Large subsidiaries,69,0.9558,18,HR|AT|GB,unabhaengig
529900I1UZV70CZRAU55,CON,2025-12-31,Raiffeisenbank Austria d.d.,Croatia,Large subsidiaries,20,2,549300A2F46GR0UOM390,CON,Erste&Steiermärkische Bank d.d.,Croatia,Large subsidiaries,110,0.9264,20,HR|SI|GB,unabhaengig
529900I1UZV70CZRAU55,CON,2025-12-31,Raiffeisenbank Austria d.d.,Croatia,Large subsidiaries,20,3,PRNXTNXHBI0TSY1V8P17,CON,Zagrebačka banka d.d.,Croatia,Large subsidiaries,11,0.8112,7,HR|SI|GB,unabhaengig
529900I1UZV70CZRAU55,CON,2025-12-31,Raiffeisenbank Austria d.d.,Croatia,Large subsidiaries,20,4,549300ZHFZ4CSK7VS460,CON,Privredna Banka Zagreb d.d.,Croatia,Large subsidiaries,129,0.7408,20,HR|SI|HU,unabhaengig
529900I1UZV70CZRAU55,CON,2025-12-31,Raiffeisenbank Austria d.d.,Croatia,Large subsidiaries,20,5,529900UKZBMDBDZIXD62,CON,Addiko Bank AG,Austria,Other highest EEA,24,0.3224,13,HR|SI|GB,unabhaengig
529900IRBZTADXJB6757,CON,2025-12-31,flatexDEGIRO AG,Germany,Other highest EEA,77,1,DSNHHQ2B9X5N6OUJ1236,CON,Norddeutsche Landesbank - Girozentrale -,Germany,Large highest EEA,73,0.8728,55,x1|DE|NL,unbekannt
529900IRBZTADXJB6757,CON,2025-12-31,flatexDEGIRO AG,Germany,Other highest EEA,77,2,DIZES5CFO5K3I5R58746,CON,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,131,0.8530,76,x1|DE|LU,unbekannt
529900IRBZTADXJB6757,CON,2025-12-31,flatexDEGIRO AG,Germany,Other highest EEA,77,3,851WYGNLUQLFZBSYGB56,CON,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,44,0.8299,33,x1|DE|FR,unbekannt
529900IRBZTADXJB6757,CON,2025-12-31,flatexDEGIRO AG,Germany,Other highest EEA,77,4,529900HNOAA1KXQJUQ27,CON,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",Germany,Large highest EEA,130,0.8203,72,x1|DE|FR,unbekannt
529900IRBZTADXJB6757,CON,2025-12-31,flatexDEGIRO AG,Germany,Other highest EEA,77,5,529900SSGT49ZZSWYE62,CON,Volkswagen Financial Services AG,Germany,Large highest EEA,16,0.8189,15,x1|DE|NL,unbekannt
529900JG015JC10LED24,CON,2025-12-31,AS LHV Group,Estonia,Large highest EEA,8,1,549300EHNXQVOI120S55,CON,Coop Pank AS,Estonia,Large highest EEA,21,0.8497,5,EE|LV|FI,unbekannt
529900JZTYE3W7WQH904,CON,2025-06-30,HASPA Finanzholding,Germany,Large highest EEA,27,1,529900JZXXU699FCKK89,IND,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,62,0.9847,21,x1|DE|FR,unabhaengig
529900JZTYE3W7WQH904,CON,2025-06-30,HASPA Finanzholding,Germany,Large highest EEA,27,2,5299007S3UH5RKUYDA52,IND,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,62,0.9841,25,x1|DE|FR,unabhaengig
529900JZTYE3W7WQH904,CON,2025-06-30,HASPA Finanzholding,Germany,Large highest EEA,27,3,851WYGNLUQLFZBSYGB56,CON,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,42,0.8554,14,x1|DE|LU,unabhaengig
529900JZTYE3W7WQH904,CON,2025-06-30,HASPA Finanzholding,Germany,Large highest EEA,27,4,DIZES5CFO5K3I5R58746,CON,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,137,0.8188,27,x1|DE|LU,unabhaengig
529900JZTYE3W7WQH904,CON,2025-06-30,HASPA Finanzholding,Germany,Large highest EEA,27,5,DZZ47B9A52ZJ6LT6VV95,CON,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,28,0.7346,13,x1|DE|US,unabhaengig
529900JZTYE3W7WQH904,CON,2025-12-31,HASPA Finanzholding,Germany,Large highest EEA,30,1,5299007S3UH5RKUYDA52,IND,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,63,0.9856,28,x1|DE|FR,unabhaengig
529900JZTYE3W7WQH904,CON,2025-12-31,HASPA Finanzholding,Germany,Large highest EEA,30,2,529900JZXXU699FCKK89,IND,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,65,0.9846,26,x1|DE|FR,unabhaengig
529900JZTYE3W7WQH904,CON,2025-12-31,HASPA Finanzholding,Germany,Large highest EEA,30,3,529900S1KHKOEQL5CK20,IND,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,50,0.9836,27,x1|DE|LU,unabhaengig
529900JZTYE3W7WQH904,CON,2025-12-31,HASPA Finanzholding,Germany,Large highest EEA,30,4,529900K16YGKC8BES892,IND,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,171,0.9832,30,x1|DE|LU,unabhaengig
529900JZTYE3W7WQH904,CON,2025-12-31,HASPA Finanzholding,Germany,Large highest EEA,30,5,529900KRVTRP5RWP9K95,CON,Santander Consumer Holding GmbH,Germany,Large subsidiaries,13,0.9643,10,x1|DE|LU,unabhaengig
529900JZXXU699FCKK89,IND,2025-06-30,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,62,1,529900JZTYE3W7WQH904,CON,HASPA Finanzholding,Germany,Large highest EEA,27,0.9847,21,x1|DE|FR,unabhaengig
529900JZXXU699FCKK89,IND,2025-06-30,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,62,2,5299007S3UH5RKUYDA52,IND,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,62,0.9830,45,x1|DE|FR,unabhaengig
529900JZXXU699FCKK89,IND,2025-06-30,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,62,3,851WYGNLUQLFZBSYGB56,CON,COMMERZBANK Aktiengesellschaft,Germany,Large highest EEA,42,0.8537,31,x1|DE|FR,unabhaengig
529900JZXXU699FCKK89,IND,2025-06-30,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,62,4,DIZES5CFO5K3I5R58746,CON,Landesbank Hessen-Thüringen Girozentrale,Germany,Large highest EEA,137,0.8131,57,x1|DE|FR,unabhaengig
529900JZXXU699FCKK89,IND,2025-06-30,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,62,5,DZZ47B9A52ZJ6LT6VV95,CON,Deutsche Pfandbriefbank AG,Germany,Large highest EEA,28,0.7316,22,x1|DE|FR,unabhaengig
529900JZXXU699FCKK89,IND,2025-12-31,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,65,1,529900K16YGKC8BES892,IND,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,171,0.9933,65,x1|DE|NL,unabhaengig
529900JZXXU699FCKK89,IND,2025-12-31,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,65,2,529900JZTYE3W7WQH904,CON,HASPA Finanzholding,Germany,Large highest EEA,30,0.9846,26,x1|DE|FR,unabhaengig
529900JZXXU699FCKK89,IND,2025-12-31,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,65,3,5299007S3UH5RKUYDA52,IND,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,63,0.9836,46,x1|DE|FR,unabhaengig
529900JZXXU699FCKK89,IND,2025-12-31,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,65,4,529900S1KHKOEQL5CK20,IND,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,50,0.9784,39,x1|DE|FR,unabhaengig
529900JZXXU699FCKK89,IND,2025-12-31,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,65,5,529900KRVTRP5RWP9K95,CON,Santander Consumer Holding GmbH,Germany,Large subsidiaries,13,0.9605,12,x1|DE|LU,unabhaengig
529900K16YGKC8BES892,IND,2025-06-30,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,169,1,5493007S4JE930SIUE86,CON,ING Holding Deutschland GmbH,Germany,Large subsidiaries,110,0.9006,105,DE|NL|LU,unabhaengig
529900K16YGKC8BES892,IND,2025-06-30,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,169,2,VDYMYTQGZZ6DU0912C88,CON,Bayerische Landesbank,Germany,Large highest EEA,28,0.8226,27,DE|NL|LU,konzern
529900K16YGKC8BES892,IND,2025-06-30,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,169,3,2ZCNRR8UK83OBTEK2170,CON,UniCredit Bank GmbH,Germany,Large subsidiaries,28,0.6536,26,DE|NL|LU,unabhaengig
529900K16YGKC8BES892,IND,2025-06-30,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,169,4,529900JZXXU699FCKK89,IND,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,62,0.4955,60,DE|NL|FR,unabhaengig
529900K16YGKC8BES892,IND,2025-06-30,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,169,5,529900JZTYE3W7WQH904,CON,HASPA Finanzholding,Germany,Large highest EEA,27,0.4875,25,DE|LU|FR,unabhaengig
529900K16YGKC8BES892,IND,2025-12-31,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,171,1,529900JZXXU699FCKK89,IND,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,65,0.9933,65,x1|DE|NL,unabhaengig
529900K16YGKC8BES892,IND,2025-12-31,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,171,2,529900JZTYE3W7WQH904,CON,HASPA Finanzholding,Germany,Large highest EEA,30,0.9832,30,x1|DE|LU,unabhaengig
529900K16YGKC8BES892,IND,2025-12-31,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,171,3,5299007S3UH5RKUYDA52,IND,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,63,0.9804,61,x1|DE|LU,unabhaengig
529900K16YGKC8BES892,IND,2025-12-31,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,171,4,529900S1KHKOEQL5CK20,IND,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,50,0.9763,50,x1|DE|LU,unabhaengig
529900K16YGKC8BES892,IND,2025-12-31,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,171,5,529900KRVTRP5RWP9K95,CON,Santander Consumer Holding GmbH,Germany,Large subsidiaries,13,0.9609,13,x1|DE|LU,unabhaengig
529900KRVTRP5RWP9K95,CON,2025-12-31,Santander Consumer Holding GmbH,Germany,Large subsidiaries,13,1,529900S1KHKOEQL5CK20,IND,Wüstenrot Bausparkasse Aktiengesellschaft,Germany,Large highest EEA,50,0.9693,12,x1|DE|LU,unabhaengig
529900KRVTRP5RWP9K95,CON,2025-12-31,Santander Consumer Holding GmbH,Germany,Large subsidiaries,13,2,529900JZTYE3W7WQH904,CON,HASPA Finanzholding,Germany,Large highest EEA,30,0.9643,10,x1|DE|LU,unabhaengig
529900KRVTRP5RWP9K95,CON,2025-12-31,Santander Consumer Holding GmbH,Germany,Large subsidiaries,13,3,5299007S3UH5RKUYDA52,IND,DEUTSCHE APOTHEKER- UND ÄRZTEBANK EG,Germany,Large highest EEA,63,0.9619,13,x1|DE|LU,unabhaengig
529900KRVTRP5RWP9K95,CON,2025-12-31,Santander Consumer Holding GmbH,Germany,Large subsidiaries,13,4,529900K16YGKC8BES892,IND,Deutsche Kreditbank Aktiengesellschaft,Germany,Large subsidiaries,171,0.9609,13,x1|DE|LU,unabhaengig
529900KRVTRP5RWP9K95,CON,2025-12-31,Santander Consumer Holding GmbH,Germany,Large subsidiaries,13,5,529900JZXXU699FCKK89,IND,Bausparkasse Schwäbisch Hall Aktiengesellschaft - Bausparkasse der Volksbanken und Raiffeisenbanken,Germany,Large subsidiaries,65,0.9605,12,x1|DE|LU,unabhaengig
529900LKIMB57HKF3545,CON,2025-12-31,Bank of China (Europe) S.A,Luxembourg,Other highest EEA,35,1,724500SF1CI8OD5AHI07,CON,HCBG Holding B.V.,Netherlands,Other highest EEA,35,0.7133,20,x1|NL|BE,unbekannt
529900LKIMB57HKF3545,CON,2025-12-31,Bank of China (Europe) S.A,Luxembourg,Other highest EEA,35,2,TUKDD90GPC79G1KOE162,CON,Hamburg Commercial Bank AG,Germany,Large highest EEA,43,0.7031,23,x1|NL|LU,unabhaengig
529900LKIMB57HKF3545,CON,2025-12-31,Bank of China (Europe) S.A,Luxembourg,Other highest EEA,35,3,F0HUI1NY1AZMJMD8LP67,CON,HSBC Continental Europe,France,Large highest EEA,99,0.7012,33,x1|NL|LU,unabhaengig
529900LKIMB57HKF3545,CON,2025-12-31,Bank of China (Europe) S.A,Luxembourg,Other highest EEA,35,4,TPS0Q8GFSZF45ZZFL873,CON,Société Générale Luxembourg,Luxembourg,Large subsidiaries,24,0.6773,19,x1|LU|BE,unabhaengig
529900LKIMB57HKF3545,CON,2025-12-31,Bank of China (Europe) S.A,Luxembourg,Other highest EEA,35,5,529900IRBZTADXJB6757,CON,flatexDEGIRO AG,Germany,Other highest EEA,77,0.6749,30,x1|NL|LU,unbekannt
529900ODI3047E2LIV03,CON,2025-06-30,Nordea Bank Abp,Finland,Large highest EEA,182,1,F3JS33DEI6XQ4ZBPTN86,CON,Skandinaviska Enskilda Banken - gruppen,Sweden,Large highest EEA,155,0.5134,147,SE|FI|NO,unbekannt
529900ODI3047E2LIV03,CON,2025-06-30,Nordea Bank Abp,Finland,Large highest EEA,182,2,MAES062Z21O4RZ2U7M96,CON,Danske Bank A/S,Denmark,Large highest EEA,19,0.4349,17,DK|SE|FI,unbekannt
529900ODI3047E2LIV03,CON,2025-06-30,Nordea Bank Abp,Finland,Large highest EEA,182,3,NHBDILHZTYCNBV5UYZ31,CON,Svenska Handelsbanken - gruppen,Sweden,Large highest EEA,124,0.3776,117,SE|NO|GB,unbekannt
529900ODI3047E2LIV03,CON,2025-06-30,Nordea Bank Abp,Finland,Large highest EEA,182,4,1FOLRR5RWTWWI397R131,IND,Aktiebolaget Svensk Exportkredit,Sweden,Large highest EEA,45,0.3521,44,SE|FI|US,unbekannt
529900ODI3047E2LIV03,CON,2025-06-30,Nordea Bank Abp,Finland,Large highest EEA,182,5,M312WZV08Y7LYUC71685,CON,Swedbank - Grupp,Sweden,Large highest EEA,11,0.3423,10,SE|NO|FI,unbekannt
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Large highest EEA,175,1,21380057HUGFEAF25W84,CON,NOBA Group,Sweden,Other highest EEA,8,0.7712,8,SE|NO|FI,unbekannt
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Large highest EEA,175,2,F3JS33DEI6XQ4ZBPTN86,CON,Skandinaviska Enskilda Banken - gruppen,Sweden,Large highest EEA,150,0.5145,141,SE|FI|NO,unbekannt
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Large highest EEA,175,3,549300JSC82O1L4XV837,CON,Nordnet - Grupp,Sweden,Other highest EEA,5,0.5000,4,DK|SE|NO,unabhaengig
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Large highest EEA,175,4,529900HEKOENJHPNN480,CON,Kuntarahoitus Oyj,Finland,Large highest EEA,11,0.4873,11,FI|NO|SE,unabhaengig
529900ODI3047E2LIV03,CON,2025-12-31,Nordea Bank Abp,Finland,Large highest EEA,175,5,MAES062Z21O4RZ2U7M96,CON,Danske Bank A/S,Denmark,Large highest EEA,19,0.4253,17,DK|SE|FI,unbekannt
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,26,1,213800A1O379I6DMCU10,IND,APS BANK P.L.C.,Malta,Large highest EEA,25,0.8907,16,x28|FR|DE,unbekannt
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,26,2,815600E4E6DCD2D25E30,CON,BANCO BPM SOCIETA' PER AZIONI,Italy,Large highest EEA,36,0.8668,24,x28|GB|LU,unabhaengig
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,26,3,529900RWC8ZYB066JF16,CON,Bank of Valletta Plc,Malta,Large highest EEA,29,0.8578,23,x28|FR|SE,unabhaengig
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,26,4,743700PW2HDTPU3YRJ31,CON,POP Pankkikeskus osk,Finland,Other highest EEA,19,0.8510,16,x28|SE|FR,unbekannt
529900Q2C3I7VCILLG45,CON,2025-12-31,FIMBank plc,Malta,Other highest EEA,26,5,7437005892K69S3MW344,CON,Säästöpankkiliitto osk,Finland,Other highest EEA,18,0.8488,16,x28|SE|FR,unbekannt
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,39,1,529900FEID5L4H2T2L70,IND,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,Austria,Other highest EEA,21,0.9300,19,AT|DE|FR,unbekannt
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,39,2,529900SXEWPJ1MRRX537,CON,Raiffeisen-Holding Niederösterreich-Wien registrierte Genossenschaft mit beschränkter Haftung,Austria,Large highest EEA,60,0.9283,34,AT|DE|LU,unbekannt
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,39,3,AT0000000000043000VB,CON,VOLKSBANK WIEN AG VB,Austria,Large highest EEA,82,0.9195,34,AT|DE|FR,unbekannt
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,39,4,0W5QHUNYV4W7GJO62R27,CON,HYPO TIROL BANK AG,Austria,Other highest EEA,34,0.9175,26,AT|DE|FR,unbekannt
529900QYEJ2GYSWK1F08,CON,2025-12-31,RLB-Stmk Verbund eGen,Austria,Other highest EEA,39,5,D1HEB8VEU6D9M8ZUXG17,CON,UniCredit Bank Austria AG,Austria,Large subsidiaries,116,0.8950,36,AT|DE|FR,unbekannt
529900RWC8ZYB066JF16,CON,2025-06-30,Bank of Valletta Plc,Malta,Large highest EEA,26,1,815600E4E6DCD2D25E30,CON,BANCO BPM SOCIETA' PER AZIONI,Italy,Large highest EEA,29,0.9842,25,x28|GB|DE,unabhaengig
