lei,name,typ,land,signifikanz,gruppenkopf_lei,gruppenkopf_name,im_bestand,gruppe_im_bestand,einordnung,namenstreffer
254900W0G52CQ1IR6M11,"EUROPEAN MERCHANT BANK HOLDINGS, UAB",FH,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
254900WRGB5SQ6J5AA39,Jungtinė centrinė kredito unija,CI,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
254900YVGU26JCGZZC63,"AB ""Mano bankas""",CI,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
485100FX50949IOAEH74,AS Finora Capital,FH,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
529900F2SC8ANS0A2T76,Urbo bankas UAB,CI,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
549300GGZN1RFPRZS880,UAB „General Financing“,CI,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
743700T2ONA8U8JGHQ94,Saldo Finance Oy,FH,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
9845004E0E10867HE985,AB „Fjord bank“,CI,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
98450054B3A4E77E8918,Finora Bank UAB,CI,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
9845005757A65BA03A74,UAB SME BANK,CI,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
9845006CN8E2E13FJD87,Saldo bank UAB,CI,Lithuania,LSI,,,false,false,keine_gruppe_bekannt,
2138002PVBMEHILJ1340,Mitsubishi UFJ Investor Services and Banking (Luxembourg) S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
2138008NIGAE2J88SS10,Moneyball Bidco S.à.r.l.,FH,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
213800GJ8AMH81X15R87,GGC LUX ASSET LIMITED S.À R.L.,FH,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
213800JQ3ZED2VM5WX46,DNB Luxembourg S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
213800TSGJJYUVT63S61,GGC LUX ASSET HOLDING S.A R.L.,FH,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
213800UIIZ6YSEQB5S26,Clearstream Fund Centre Holding S.A.,FH,Luxembourg,LSI,,,true,false,meldet_selbst,
213800W1NGBLERUS6M39,Banking Circle S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
213800WWXEKESBPXGZ44,Brown Brothers Harriman (Luxembourg) Holdings S.à r.l.,FH,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
22210018MLEVW7CTGU78,China Everbright Bank (Europe) S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
222100F32NUKGGEIT751,Rakuten Europe Bank S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
222100OBGR5ZZKQ35B98,EFG Investment (Luxembourg) S.A.,FH,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
222100QBJIL53AS12W25,Clearstream Fund Centre S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
222100TOUO3GLDBU6H74,RiverBank S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
222100V03Y766EM5TZ83,Brown Brothers Harriman (Luxembourg) S.C.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
5299000YBKNGBUB4VF56,European Depositary Bank S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
5299003Q12XE3DN7X166,BTG Pactual Europe S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
529900KX5X9VXOSTUU71,Delen Private Bank Luxembourg S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
529900LKIMB57HKF3545,Bank of China (Europe) SA,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
529900NJ5WS5MV6QWA29,Bank of Communications (Luxembourg) S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
529900OKPZTTS50FXP26,Advanzia Bank S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
529900Q5Z3L25N2MD382,"Industrial and Commercial Bank of China (Europe) S.A., en abrégé ICBC (Europe) S.A.",CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
529900U5XAEYOT68AC40,EFG Bank (Luxembourg) S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
529900VVDOKMRRAHZ894,Bank GPB International S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
5493000Z65DBUM625D68,Agricultural Bank of China (Luxembourg) S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
5493002K643MZPQEK497,Banco Bradesco Europa S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
5493003RJ3TPV33W0108,Union Bancaire Privée (Europe) S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
5493004H6N0F0BB9H184,CIBC Capital Markets (Europe) SA,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
5493006HBFVH9VZS2619,Andbank Luxembourg,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
5493007QRSX9DS2CM858,China Construction Bank (Europe) S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
5493009T9IBHZZKFR082,Edmond de Rothschild (Europe),CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
549300D7SF4JSQDV7040,Mirabaud & Cie (Europe) S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
549300F7FBD744MEP844,Banque Raiffeisen,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
549300FKMQ4CQTPLCI28,VP Bank (Luxembourg) S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
549300M2IHOB9P5WE714,Swissquote Bank Europe S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
549300OL514RA0SXJJ44,Clearstream Banking S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
549300OULZAEQLPNTL63,Société Nationale de Crédit et d'Investissement,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
549300PCJ8MHC4BRHN98,J. Safra Holdings Luxembourg S.à.r.l.,FH,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
549300Q07MBS1SDQGK54,March Capital Holding S.à. r.l.,FH,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
549300SI0RO37NRYM538,Bemo Europe - Banque Privee,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
549300SJDJCST6RZEI60,Sumitomo Mitsui Trust Bank (Luxembourg) S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
549300Z6OB1D4ZUBD145,Banque de Patrimoines Privés,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
549300ZBZQ6M21ZGGY79,China Merchants Bank (Europe) S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
549300ZOE0EU2VKF6M35,Lombard Odier (Europe) S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
549300ZV1RSA9F0LU821,"PayPal (Europe) S.à r.l. et Cie, S.C.A.",CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
636700P49XC3J16QRZ14,IRACE Digital Bank (Europe) S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
6Y69KXPE1SI1ZTYB3823,Nomura Bank (Luxembourg) S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
89450085BKPB2A2XZE44,Riverty Bank S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
894500X7FODWJ3XU2B44,PayPal 2 S.àr.l.,FH,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
984500147BE0A7149841,Itaú Europe S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
HWIPDOTRM1EKRPKYKH81,Northern Trust Global Services SE,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
KHCL65TP05J1HUW2D560,Quintet Private Bank (Europe) S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
NENLL5EWGF6RJIPK9Q81,SMBC Nikko Bank (Luxembourg) S.A.,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
QS3ZEAHRBZY9228Z0111,Bank Julius Baer Europe S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
RUOKPID0PZ0UWJYU9J61,John Deere Bank S.A.,CI,Luxembourg,LSI,,,true,false,meldet_selbst,
VVTM7QTMTM782I8PXM66,Banque J. Safra Sarasin (Luxembourg) SA,CI,Luxembourg,LSI,,,false,false,keine_gruppe_bekannt,
21380033CFFM2V1ZCK65,Sparkasse (Holdings) Malta Ltd.,FH,Malta,LSI,,,true,false,meldet_selbst,
2138003IGGAUDLPNC244,Izola Bank plc,CI,Malta,LSI,,,true,false,meldet_selbst,
2138005G19GJFZLMU242,The Access Bank Malta Limited,CI,Malta,LSI,,,false,false,keine_gruppe_bekannt,
21380099RT73NFBYS559,Sparkasse Bank Malta plc,CI,Malta,LSI,,,false,false,keine_gruppe_bekannt,
213800A1O379I6DMCU10,APS Bank plc,CI,Malta,LSI,,,true,false,meldet_selbst,
213800AG2O5GBXZTUR16,Lidion Holding P.L.C.,FH,Malta,LSI,,,false,false,keine_gruppe_bekannt,
213800BJFRCI88UOLL93,Lidion Bank Plc,CI,Malta,LSI,,,false,false,keine_gruppe_bekannt,
213800DH6UHCSVBP7F78,Novum Bank Ltd,CI,Malta,LSI,,,false,false,keine_gruppe_bekannt,
213800P1ESY8L87G5412,The Access Group Malta Holdings Limited,FH,Malta,LSI,,,false,false,keine_gruppe_bekannt,
213800SGT5S6EKUW2987,Multitude Bank p.l.c,CI,Malta,LSI,,,true,false,meldet_selbst,
213800ZOI1EW481WPV90,FCM Bank Ltd,CI,Malta,LSI,,,true,false,meldet_selbst,
5299000F1CGJQ8NAXQ58,Merkanti Bank Limited,CI,Malta,LSI,,,true,false,meldet_selbst,
529900Q2C3I7VCILLG45,FIMBank plc,CI,Malta,LSI,,,true,false,meldet_selbst,
529900UIRB65OY6U4B21,Lombard Bank Malta plc,CI,Malta,LSI,,,true,false,meldet_selbst,
5493006Z4NTMNDDBGL49,ECCM Bank plc,CI,Malta,LSI,,,true,false,meldet_selbst,
549300KOORG6SN9LMO68,IIG Bank (Malta) Ltd,CI,Malta,LSI,,,true,false,meldet_selbst,
549300TEJKOLFN65KR76,BNF BANK PLC,CI,Malta,LSI,,,true,false,meldet_selbst,
894500RAHVAOLBIL5A27,Banasino Investments LTD,FH,Malta,LSI,,,false,false,keine_gruppe_bekannt,
54930050SE0SM7CM2G07,MUFG Securities (Europe) N.V.,CI-B,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
5493009SXBGGW7I37Y31,Yapi Kredi Bank Nederland N.V.,CI,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
549300MI5UQ6RJI14N25,DHB Bank N.V.,CI,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
549300SGF4BS54YG8M65,Citco Bank Nederland N.V.,CI,Netherlands,LSI,,,true,false,meldet_selbst,
7245002ZUXNOEJ0QPZ44,bunq B.V.,CI,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
7245003N6YDAVXGJF191,Norinchukin Europe N.V.,CI,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
724500973ODKK3IFQ447,Adyen N.V.,CI,Netherlands,LSI,,,true,false,meldet_selbst,
72450097ZHDI6WRF4669,Bank Ten Cate & Cie. N.V.,CI,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
724500AAT1DK36059L16,Commonwealth Bank of Australia (Europe) N.V.,CI,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
724500AH42V5X8BCPE49,Achmea Bank N.V.,CI,Netherlands,LSI,,,true,false,meldet_selbst,
724500BICUQ0LF1AH770,Nationale-Nederlanden Bank N.V.,CI,Netherlands,LSI,,,true,false,meldet_selbst,
724500D8WOYCL1BUCB80,Van Lanschot Kempen N.V.,CI,Netherlands,LSI,,,true,false,meldet_selbst,
724500EAW1MTCM9M1X68,ClearBank Europe N.V,CI,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
724500M1ZIQZJC3F2D30,Brand New Day Bank N.V.,CI,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
724500M4G9AVEMHMV291,bunq Holding B.V.,FH,Netherlands,LSI,,,true,false,meldet_selbst,
724500PMK2A2M1SQQ228,Triodos Bank N.V.,CI,Netherlands,LSI,,,true,false,meldet_selbst,
724500Q03K04L0479N30,MUFG Bank (Europe) N.V.,CI,Netherlands,LSI,,,true,false,meldet_selbst,
724500SF1CI8OD5AHI07,HCBG Holding B.V.,FH,Netherlands,LSI,,,true,false,meldet_selbst,
724500UA5TG3UX5EOH17,Oreades Holding B.V.,FH,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
724500XMW8FY9YNPRJ73,CEG N.V.,FH,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
724500XZ93IG66UJXZ88,Brand New Day Houdstermaatschappij N.V.,FH,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
724500ZNT2I60RYZQI38,Anadolubank Nederland N.V.,CI,Netherlands,LSI,,,true,false,meldet_selbst,
724500ZSA7ZOZHUXBS53,Mizuho Bank Europe NV,CI,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
B64D6Y3LBJS4ANNPCU93,NIBC Bank N.V.,CI,Netherlands,LSI,,,true,false,meldet_selbst,
P2HWO703XN8TPXCGU747,Nexent Bank N.V.,CI,Netherlands,LSI,,,false,false,keine_gruppe_bekannt,
XTC5E2QFTEF0435JWL77,Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.,CI,Netherlands,LSI,,,true,false,meldet_selbst,
2138003Z5ZVN16GFYV70,"Banco Finantia, SA",CI,Portugal,LSI,,,true,false,meldet_selbst,
2138004FIUXU3B2MR537,"Caixa Económica Montepio Geral, Caixa Económica Bancária, SA",CI,Portugal,LSI,,,true,false,meldet_selbst,
21380061NK7EDRA9BS34,"BANCO ATLÂNTICO EUROPA, SA",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
213800AQ53KT5ACALQ54,"BNI - Banco de Negócios Internacional (Europa), S.A.",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
213800CQ92347ZCS9V73,"Atlantico Europa, SGPS, SA",FH,Portugal,LSI,,,true,false,meldet_selbst,
213800FVJ6R9N8797493,"Banco Português de Gestão, SA",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
213800GRWA67I8Q8O524,"Montepio Investimento, SA",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
213800IDTFN19XBEAA74,"321 Crédito - Instituição Financeira de Crédito, SA",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
213800KYUPNOQPAQL758,"Banco de Investimento Global, SA",CI,Portugal,LSI,,,true,false,meldet_selbst,
213800RDQFSFWKF4WN83,"Montepio Crédito - Instituição Financeira de Crédito, SA",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
213800UFLAA5SS55IZ10,"Banco L.J. Carregosa, SA",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299000ZJDP5ALCINY37,"Caixa de Crédito Agrícola Mútuo Terras do Arade, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900158NB37MKMD514,"Caixa de Crédito Agrícola Mútuo do Alto Cávado e Basto, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900193J8MGELZQH88,"Caixa de Crédito Agrícola Mútuo da Costa Azul, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299001E2RBMBR6CO685,"Caixa de Crédito Agrícola Mútuo da Região do Fundão e Sabugal, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299001SP39ZRG7YF519,"Caixa de Crédito Agrícola Mútuo de Torres Vedras, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299001VVTS0OR13UE44,"Caixa de Crédito Agrícola Mútuo de Moravis, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
52990028P0QXN7VA6929,"Caixa de Crédito Agrícola Mútuo do Médio Ave, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900325M28T7RZL148,"Caixa de Crédito Agrícola Mútuo de Cantanhede e Mira, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299003S1UGBUIVF4U10,"Caixa de Crédito Agrícola Mútuo de Alenquer, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299003U22HD3CJW4R79,"Caixa de Crédito Agrícola Mútuo de Terras de Santa Maria, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
52990043CAKJFZ4R4A67,"Caixa de Crédito Agrícola Mútuo da Batalha, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299004DR3G6E9R62Z97,"Caixa de Crédito Agrícola Mútuo da Costa Verde, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299004F22IYFGT4IX95,"Caixa de Crédito Agrícola Mútuo do Ribatejo Norte e Tramagal, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299004GUEBPVDAPHD87,"Caixa de Crédito Agrícola Mútuo de Pernes e Alcanhões, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299004OXVHH0LDR6Z86,"Caixa de Crédito Agrícola Mútuo de Oliveira do Bairro, Albergaria e Sever, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299005JQVTW9A92U126,"Caixa de Crédito Agrícola Mútuo de Albufeira, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
52990064L6QGPUG6UF26,"Caixa de Crédito Agrícola Mútuo do Nordeste Alentejano, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900672QYU488DPK10,"Caixa de Crédito Agrícola Mútuo de Vagos, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299006GQIG07C8AWL22,"Caixa de Crédito Agrícola Mútuo de Entre Tejo e Sado, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299006HCTM18K17F582,"Caixa de Crédito Agrícola Mútuo da Bairrada e Aguieira, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299006HIBV3ENUMQB84,"Caixa de Crédito Agrícola Mútuo da Serra da Estrela, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299007A95DA5TDM6J20,"Caixa de Crédito Agrícola Mútuo da Área Metropolitana do Porto, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
52990085ZBDCZFT11N42,"Caixa de Crédito Agrícola Mútuo do Vale do Távora e Douro, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299008FEH4GQXGZNP50,"Banco CTT, SA",CI,Portugal,LSI,,,true,false,meldet_selbst,
5299008LGNLFDUJTY435,"Caixa de Crédito Agrícola Mútuo de Caldas da Rainha, Óbidos e Peniche, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5299009QUXAINXGG5Y38,"Caixa de Crédito Agrícola Mútuo da Beira Baixa (Sul), CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900A0JXPJ13W21A35,"Caixa de Crédito Agrícola Mútuo da Zona do Pinhal, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900APHE0ZS207UT92,"Caixa de Crédito Agrícola Mútuo de Terras do Sousa, Ave, Basto e Tâmega, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900AW1JIV1SVPMP75,"Caixa de Crédito Agrícola Mútuo de Vila Verde e de Terras do Bouro, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900B0GL23LT7DB925,"Caixa de Crédito Agrícola Mútuo Beira Douro e Lafões, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900BFZ0STE7599K29,"Caixa de Crédito Agrícola Mútuo do Vale do Sousa e Baixo Tâmega, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900BRBW4RX4I7RX91,"Caixa de Crédito Agrícola Mútuo de Sobral de Monte Agraço, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900BRJ8BQOVDKRN91,"Caixa de Crédito Agrícola Mútuo de Estremoz, Monforte e Arronches, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900BV3ED04UXBGC63,"Caixa de Crédito Agrícola Mútuo de Paredes, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900CAP12S8RQR5F43,"Caixa de Crédito Agrícola Mútuo do Alentejo Central, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900CFBJM67NWEYP17,"Caixa de Crédito Agrícola Mútuo de Lourinhã, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900DGVHSAPRLW4X22,"Caixa de Crédito Agrícola Mútuo da Terra Quente, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900DZ9N4A6AHF2L51,"Alves Ribeiro - Investimentos Financeiros, SGPS, SA",FH,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900E51UW9ASFR1M54,"Caixa de Crédito Agrícola Mútuo do Guadiana Interior, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900E9Q99QK3X48Y97,"Caixa de Crédito Agrícola Mútuo Centro Litoral, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900F8SM5DSI8SIX44,"Caixa de Crédito Agrícola Mútuo do Douro e Côa, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900FCY3D46FAV5S83,"Caixa de Crédito Agrícola Mútuo de Trás-os-Montes e Alto Douro, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900FTGNJN54EMOI32,"Caixa de Crédito Agrícola Mútuo de Cadaval, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900GZL0HS66P9SW37,"Banco Invest, SA",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900H2MBEC07BLTB26,"Caixa Central - Caixa Central de Crédito Agrícola Mútuo, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900HX3S97OG0UXI77,"Caixa de Crédito Agrícola Mútuo Beira Centro, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900IFOV8G8BM9KY92,"Caixa de Crédito Agrícola Mútuo do Vale do Dão e Alto Vouga, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900IZOGZBSRWDAF64,"Caixa de Crédito Agrícola Mútuo de Oliveira de Azeméis e Estarreja, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900JIGBOPYQZJFO73,"Caixa de Crédito Agrícola Mútuo do Baixo Mondego, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900JOIRL0FS9WLA04,"Caixa de Crédito Agrícola Mútuo do Sotavento Algarvio, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900JPEF7B80TZK038,"Caixa de Crédito Agrícola Mútuo de Aljustrel e Almodôvar, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900JU1K99OFBC8F57,"Caixa de Crédito Agrícola Mútuo dos Açores, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900K9Y446R13KIS14,"Caixa de Crédito Agrícola Mútuo de Vila Franca de Xira e Arruda dos Vinhos, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900L4HFEPY9SF3Y07,"Caixa de Crédito Agrícola Mútuo de Terras de Viriato, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900LRO0U4ZKKZ9S50,"Caixa de Crédito Agrícola Mútuo do Alto Douro, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900M49AZ8Y8SQIS61,"Caixa de Crédito Agrícola Mútuo de Porto de Mós, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900MDJGJ5U97MFO70,"Caixa de Crédito Agrícola Mútuo do Noroeste, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900NNB8N87IM0W623,"Caixa de Crédito Agrícola Mútuo de São Teotónio, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900OVLFF9N6WOIN54,"Caixa de Crédito Agrícola Mútuo de Azambuja, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900PL5BP5HJJ45R49,"Caixa de Crédito Agrícola Mútuo Douro e Sabor, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900Q7W9N5R4SFMH86,"Caixa de Crédito Agrícola Mútuo de Salvaterra de Magos, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900QDRMF6JEM32N12,"Caixa de Crédito Agrícola Mútuo de Loures, Sintra e Litoral, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900QI6CXEPAIZGR28,"Caixa de Crédito Agrícola Mútuo do Alentejo Sul, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900QXXRZWXWR8T730,"Caixa de Crédito Agrícola Mútuo de Póvoa de Varzim, Vila do Conde e Esposende, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900RM3U2U0K8WJJ72,"Caixa de Crédito Agrícola Mútuo do Baixo Vouga, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900TX65J1TBZ1CH94,"Caixa de Crédito Agrícola Mútuo de Coruche, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900V1QTDW78P98039,"Caixa de Crédito Agrícola Mútuo do Ribatejo Sul, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900X1SABCKDUTBW88,"Caixa de Crédito Agrícola Mútuo do Algarve, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900X83HR44SJCWA90,"Caixa de Crédito Agrícola Mútuo do Norte Alentejano, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900Y8SNYG5NMKUJ85,"Caixa de Crédito Agrícola Mútuo de Elvas, Campo Maior e Borba, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900YGPG60797THP43,"Caixa de Crédito Agrícola Mútuo de Coimbra, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
529900ZP9YIUQV5R7337,"Caixa de Crédito Agrícola Mútuo de Alcobaça, Cartaxo, Nazaré, Rio Maior e Santarém, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
5493003UL33RMW6J3449,"Caixa de Crédito Agrícola Mútuo de Leiria, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
549300B18L885HC51A38,"Caixa de Crédito Agrícola Mútuo de Mafra, CRL",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
549300GR6DZ97DTA7913,"Caixa Económica da Misericórdia de Angra do Heroísmo, Caixa Económica Bancária, S.A",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
549300HZOV3ENYNPCW61,"UNICRE - Instituição Financeira de Crédito, SA",CI,Portugal,LSI,,,false,false,keine_gruppe_bekannt,
